Date,Lifetime Total Likes,Daily New Likes,Daily Unlikes,Daily Page Engaged Users,Weekly Page Engaged Users,28 Days Page Engaged Users,Daily Total Reach,Weekly Total Reach,28 Days Total Reach,Daily Organic Reach,Weekly Organic Reach,28 Days Organic Reach,Daily Paid Reach,Weekly Paid Reach,28 Days Paid Reach,Daily Viral Reach,Weekly Viral Reach,28 Days Viral Reach,Daily Total Impressions,Weekly Total Impressions,28 Days Total Impressions,Daily Organic impressions,Weekly Organic impressions,28 Days Organic impressions,Daily Paid Impressions,Weekly Paid Impressions,28 Days Paid Impressions,Daily Viral impressions,Weekly Viral impressions,28 Days Viral impressions,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Reach Of Page Posts,Weekly Reach Of Page Posts,28 Days Reach Of Page Posts,Daily Organic Reach of Page posts,Weekly Organic Reach of Page posts,28 Days Organic Reach of Page posts,Daily Paid Reach of Page posts,Weekly Paid Reach of Page posts,28 Days Paid Reach of Page posts,Daily Viral Reach Of Page Posts,Weekly Viral Reach Of Page Posts,28 Days Viral Reach Of Page Posts,Daily Total Impressions of your posts,Weekly Total Impressions of your posts,28 Days Total Impressions of your posts,Daily Organic impressions of your posts,Weekly Organic impressions of your posts,28 Days Organic impressions of your posts,Daily Paid impressions of your posts,Weekly Paid impressions of your posts,28 Days Paid impressions of your posts,Daily Viral Impressions Of Your Posts,Weekly Viral Impressions Of Your Posts,28 Days Viral Impressions Of Your Posts,Daily Total Consumers,Weekly Total Consumers,28 Days Total Consumers,Daily Page Consumptions,Weekly Page Consumptions,28 Days Page Consumptions,Daily Negative Feedback,Weekly Negative Feedback,28 Days Negative Feedback,Daily Negative Feedback From Users,Weekly Negative Feedback From Users,28 Days Negative Feedback From Users,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Organic Views,Weekly Total Organic Views,28 Days Total Organic Views,Daily Total Promoted Views,Weekly Total Promoted Views,28 Days Total Promoted Views,Daily Total Organic 30-Second Views,Weekly Total Organic 30-Second Views,28 Days Total Organic 30-Second Views,Daily Paid 30-Second Views,Weekly Paid 30-Second Views,28 Days Paid 30-Second Views,Daily Total Video Views,Weekly Total Video Views,28 Days Total Video Views,Daily Total Auto-Played Views,Weekly Total Auto-Played Views,28 Days Total Auto-Played Views,Daily Total Clicked Views,Weekly Total Clicked Views,28 Days Total Clicked Views,Daily Video Repeats,Weekly Video Repeats,28 Days Video Repeats,Daily Total Unique Video Views,Weekly Total Unique Video Views,28 Days Total Unique Video Views,Daily Total 30-Second Views,Weekly Total 30-Second Views,28 Days Total 30-Second Views,Daily Auto-Played 30-Second Views,Weekly Auto-Played 30-Second Views,28 Days Auto-Played 30-Second Views,Daily Total Clicked 30-Second Views,Weekly Total Clicked 30-Second Views,28 Days Total Clicked 30-Second Views,Daily Total 30-Second Repeats,Weekly Total 30-Second Repeats,28 Days Total 30-Second Repeats,Daily Total Unique 30-Second Views,Weekly Total Unique 30-Second Views,28 Days Total Unique 30-Second Views,Daily Total: total action count per Page,Weekly Total: total action count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page
10/2/19,332885,11818,228,241905,314455,346156,1110091,1497183,1665236,1109495,1496098,1663893,,,,227864,336283,404663,2818585,4129457,5295708,2742599,4030517,5183436,,,,320627,513796,639647,75983,98937,28632,36408,1109495,1496098,1663893,1109495,1496098,1663893,,,,227864,336283,404663,2742575,4030426,5183196,2742575,4030426,5183196,,,,320603,513705,639407,233083,298849,328159,546865,695331,774400,176,302,385,204,345,443,,,,,,,,,,,,,1203536,1672570,1907483,,,,608198,793924,870452,,,,1203536,1672570,1907483,989725,1407391,1620417,213811,265179,287066,614600,850178,1003725,588936,822392,903758,608198,793924,870452,450659,601912,664907,157539,192012,205545,282986,355307,397711,325212,438617,472741,255,378,,,,,,,,,19,34,16,28
10/3/19,348079,15331,285,459203,680184,715332,2831310,3628701,3732443,2830178,3622333,3725706,,,,332089,625660,692720,6904909,10944215,12174507,6818541,10759855,11976100,,,,457459,964972,1096415,86371,184360,37162,69280,2830178,3622333,3725706,2830178,3622333,3725706,,,,332089,625660,692720,6818473,10759699,11975800,6818473,10759699,11975800,,,,457391,964816,1096115,440931,654773,687204,951717,1639736,1725023,448,741,840,496,832,939,,,,,,,,,,,,,2690584,4335085,4595735,,,,1195847,1979418,2065682,,,,2690584,4335085,4595735,2333256,3715092,3951599,357328,619993,644136,1186412,2294661,2481425,1504172,2040424,2114310,1195847,1979418,2065682,936152,1529399,1600581,259695,450019,465101,563294,1047962,1093682,632553,931456,972000,345,719,,,,,,,,,12,45,12,40
10/4/19,354792,6976,167,254971,862773,902675,1829899,4467971,4577038,1828953,4458321,4566911,,,,255773,805682,869307,3580779,14408505,15741481,3546827,14191428,15509264,,,,340689,1294209,1436371,33952,217077,15686,81979,1828953,4458321,4566911,1828953,4458321,4566911,,,,255773,805682,869307,3546788,14191239,15508933,3546788,14191239,15508933,,,,340650,1294020,1436040,242898,821737,861494,433533,2061976,2157592,267,967,1079,291,1111,1229,,,,,,,,,,,,,1254071,5545945,5847760,,,,526234,2489392,2591301,,,,1254071,5545945,5847760,1091614,4767641,5041539,162457,778304,806221,414195,3025932,3245620,839876,2520013,2602140,526234,2489392,2591301,411244,1927088,2011410,114990,562304,579891,183489,1339151,1395601,342745,1150241,1195700,175,886,,,,,,,,,6,50,6,46
10/5/19,357782,3028,135,129784,945012,998519,1054245,4960570,5104299,1054155,4960570,5104299,,,,165168,929189,1001397,1770636,16019649,17496633,1755721,15789430,17249665,,,,222558,1504048,1658378,14915,230219,7151,87011,1054155,4960570,5104299,1054155,4960570,5104299,,,,165168,929189,1001397,1755692,15789220,17249324,1755692,15789220,17249324,,,,222529,1503838,1658037,122615,899720,950492,198646,2246376,2355468,162,1114,1247,185,1271,1413,,,,,,,,,,,,,603779,6091268,6449901,,,,248859,2716613,2839637,,,,603779,6091268,6449901,523939,5238108,5564111,79840,853160,885790,166638,3326024,3572393,437141,2765244,2877508,248859,2716613,2839637,192918,2101499,2203952,55941,615114,635685,69413,1464095,1530298,179446,1252518,1309339,71,941,,,,,,,,,6,55,6,51
10/6/19,360416,2738,162,102468,994880,1058394,851119,5334396,5504330,826766,5312089,5480582,21515,21515,21515,128241,1005640,1080121,1506499,17323899,18972282,1471083,17060377,18690330,24323,24323,24323,167612,1657900,1822779,11093,239199,5452,90654,851119,5334396,5504330,826766,5312089,5480582,21515,21515,21515,128241,1005640,1080121,1495373,17084474,18714287,1471050,17060151,18689964,24323,24323,24323,167579,1657674,1822413,96094,955386,1011408,153848,2383062,2508217,145,1212,1360,147,1394,1556,,,,,,,,,,,,,480307,6503229,6928776,,,,185123,2877403,3024284,,,,480307,6503229,6928776,418523,5594753,5981432,61784,908476,947344,132263,3558388,3855659,348044,2944841,3073117,185123,2877403,3024284,143193,2224361,2346794,41930,653042,677490,53670,1563645,1631544,131453,1313758,1392740,43,961,,,,,,,,,2,57,2,53
10/7/19,363546,3423,182,93717,1038388,1117518,846947,5620361,5825806,812641,5576099,5794483,47425,61021,61021,110982,1051320,1147761,1500852,18561346,20424208,1426984,18226795,20069251,62592,86915,86915,143405,1725803,1963659,11276,247636,5543,93800,845791,5610198,5820352,811895,5576099,5794483,47425,61021,61021,110714,1049716,1145849,1489549,18313474,20155783,1426957,18226559,20068868,62592,86915,86915,143378,1725567,1963276,85686,991495,1060864,145036,2498785,2650573,177,1351,1516,204,1572,1756,,,,,,,,,,,,,464547,6870105,7384036,,,,172158,3011682,3194057,,,,464547,6870105,7384036,408040,5915816,6380801,56507,954289,1003235,144643,3800742,4154351,319904,3069363,3229685,172158,3011682,3194057,133990,2327737,2478760,38168,683945,715297,49495,1630978,1716389,122663,1380704,1477668,47,993,,,,,,,,,4,60,4,56
10/8/19,365867,2504,163,69567,1053891,1145562,698991,5754666,6007770,664641,5716505,5971945,52584,92814,92814,80893,1061666,1183454,1193710,19275970,21583941,1113497,18875252,21149206,71913,158828,158828,102310,1754660,2063173,8300,241890,4107,93603,698833,5744011,6001970,664641,5716505,5971945,52584,92814,92814,80860,1060030,1181422,1185379,19033829,21307633,1113466,18875001,21148805,71913,158828,158828,102279,1754409,2062772,64615,1006559,1090023,106581,2536226,2755538,145,1466,1675,163,1690,1915,,,,,,,,,,,,,355126,7051950,7735250,,,,127467,3063886,3320408,,,,355126,7051950,7735250,313776,6078873,6691074,41350,973077,1044176,92623,3907179,4386645,262503,3144771,3348605,127467,3063886,3320408,99877,2368033,2577781,27590,695853,742627,30773,1633004,1771065,96694,1430882,1549343,46,982,,,,,,,,,6,55,5,52
10/9/19,367672,2055,146,59256,954999,1174889,558130,5591499,6163326,519110,5554219,6127142,55201,119024,119024,67574,953742,1206819,993206,17450591,22548820,917120,17049773,22038315,68630,227458,227458,86824,1520857,2148959,7456,173363,3435,72926,557790,5577669,6152634,519110,5554219,6127142,55201,119024,119024,67421,952422,1204706,985725,17276979,22265354,917095,17049521,22037896,68630,227458,227458,86799,1520605,2148540,54031,906566,1114533,87400,2076761,2841875,143,1420,1799,154,1640,2068,,,,,,,,,,,,,278923,6127337,8011048,,,,102057,2557745,3421679,,,,278923,6127337,8011048,244582,5333730,6932878,34341,793607,1078170,80503,3150121,4597581,198420,2977216,3413467,102057,2557745,3421679,79169,1996543,2656350,22888,561202,765329,25170,1250281,1834805,76887,1307464,1586874,73,800,,,,,,,,,4,40,4,38
10/10/19,368572,1406,328,58926,641136,1194866,478811,4182758,6352352,463043,4137617,6306486,16483,125045,125045,53757,744934,1240571,1046290,11591972,23566992,1021953,11253185,23032375,17944,245402,245402,64133,1127531,2212146,6393,93385,3162,41574,477924,4177831,6340994,463043,4137617,6306486,16483,125045,125045,53757,742700,1238339,1039879,11498385,23277349,1021935,11252983,23031947,17944,245402,245402,64115,1127329,2211718,55280,603347,1134051,99514,1224558,2940580,134,1103,1882,146,1290,2207,,,,,,,,,,,,,306295,3743048,8315004,,,,110828,1472726,3531797,,,,306295,3743048,8315004,270536,3271010,7201371,35759,472038,1113633,110009,1729288,4848483,196286,2013760,3466521,110828,1472726,3531797,86550,1146941,2742379,24278,325785,789418,34964,604902,1928606,75864,867824,1603191,37,492,,,,,,,,,3,31,2,27
10/11/19,369287,1326,338,64671,474087,1236638,505214,3210180,6459139,503980,3158156,6418370,,125045,125045,67158,582312,1277288,1035260,9046453,24592147,1028467,8734825,24050871,,245402,245402,85416,872258,2296915,6793,66226,3223,29966,503980,3202302,6447397,503980,3158156,6418370,,125045,125045,66996,582148,1277025,1028456,8980053,24295838,1028456,8734651,24050436,,245402,245402,85405,872084,2296480,60771,442163,1174277,106511,897536,3046503,111,951,1990,114,1113,2320,,,,,,,,,,,,,303591,2792568,8616867,,,,117686,1064178,3648908,,,,303591,2792568,8616867,264250,2443646,7464194,39341,348922,1152673,86981,1251204,5069397,216610,1541364,3547470,117686,1064178,3648908,90663,826360,2832648,27023,237818,816260,32248,407150,2000441,85438,657028,1648467,47,364,,,,,,,,,6,31,6,27
10/12/19,369950,864,135,55559,417692,1263674,446892,2825417,6547060,446892,2761904,6506886,,125045,125045,40610,473747,1304184,767516,8043333,25352686,762922,7742026,24806997,,245402,245402,49753,699453,2346193,4594,55905,2313,25429,446892,2816747,6534996,446892,2761904,6506886,,125045,125045,40610,473711,1303909,762913,7987274,25051959,762913,7741872,24806557,,245402,245402,49744,699299,2345753,51076,385522,1196086,82447,781337,3128247,87,887,2057,91,1019,2410,,,,,,,,,,,,,240094,2428883,8855394,,,,95416,910735,3743825,,,,240094,2428883,8855394,207559,2127266,7670514,32535,301617,1184880,60860,1131573,5238086,179234,1297310,3617308,95416,910735,3743825,73051,706493,2905369,22365,204242,838456,22823,360173,2052033,72593,550562,1691792,23,316,,,,,,,,,2,27,2,24
10/13/19,370535,785,130,47166,377613,1289109,456610,2618509,6696707,456610,2574460,6658259,,116618,125045,34008,400989,1326631,718970,7255804,26030888,715191,6986134,25481811,,221079,245402,43823,575664,2377007,3779,48591,1868,22025,456610,2612163,6684086,456610,2573390,6658259,,116618,125045,34008,400963,1326347,715182,7207083,25726772,715182,6986004,25481370,,221079,245402,43814,575534,2376566,43145,348040,1220289,68690,696179,3195071,77,826,2110,81,953,2488,,,,,,,,,,,,,219545,2168121,9073000,,,,84376,809988,3827507,,,,219545,2168121,9073000,193713,1902456,7862604,25832,265665,1210396,50944,1012497,5374491,168601,1155624,3698509,84376,809988,3827507,66723,630023,2971573,17653,179965,855934,16923,300672,2106723,67453,509316,1720784,22,295,,,,,,,,,3,28,2,23
10/14/19,371158,825,161,54682,345197,1325467,481159,2418259,6836745,481159,2381496,6796677,,95661,125045,34045,342260,1353617,856195,6611147,26791729,851964,6411114,26239191,,158487,245402,41937,474196,2415945,4231,41546,2033,18778,481159,2415665,6823591,481159,2381496,6796677,,95661,125045,34039,342260,1353322,851959,6569493,26484149,851959,6411006,26238747,,158487,245402,41932,474088,2415501,46784,320281,1248778,75377,626520,3264264,78,746,2181,91,840,2574,,,,,,,,,,,,,257761,1961335,9311377,,,,91910,729740,3912710,,,,257761,1961335,9311377,230772,1725188,8076006,26989,236147,1235371,65483,879858,5542141,192278,1081477,3769236,91910,729740,3912710,73573,569606,3039724,18337,160134,872986,18895,264083,2160641,73015,465657,1752069,22,270,,,,,,,,,5,29,4,23
10/15/19,371739,810,170,51930,325785,1350784,470898,2293807,6912463,470612,2258643,6871505,,64758,125045,39430,301835,1371549,848257,6265694,27565607,844331,6141948,27009795,,86574,245402,48896,420782,2462431,3926,37172,1924,16708,470612,2288087,6899016,470612,2258643,6871505,,64758,125045,39430,301835,1371245,844323,6228437,27254752,844323,6141863,27009350,,86574,245402,48888,420697,2461986,45650,301113,1273430,68806,588745,3328150,81,696,2240,92,769,2661,,,,,,,,,,,,,237755,1843964,9532740,,,,82122,684395,3988897,,,,237755,1843964,9532740,215115,1626527,8276401,22640,217437,1256339,55102,820313,5723144,182653,1023651,3809596,82122,684395,3988897,67078,536807,3101838,15044,147588,887059,14115,228120,2200750,68007,456275,1788147,25,249,,,,,,,,,1,24,1,19
10/16/19,372503,972,205,51313,322979,1385990,448233,2221653,6983842,448233,2206390,6944956,,16483,125045,45456,285913,1405898,857705,6130193,28359006,853182,6078010,27799325,,17944,245402,56245,390203,2517047,4523,34239,2192,15522,448233,2216881,6970116,448233,2206390,6944956,,16483,125045,45456,285913,1405579,853180,6095892,28044287,853180,6077948,27798885,,17944,245402,56243,390141,2516607,47060,296024,1310038,75891,577236,3399705,82,639,2307,95,710,2751,,,,,,,,,,,,,249157,1814198,9765250,,,,92076,674414,4075248,,,,249157,1814198,9765250,223688,1605633,8484744,25469,208565,1280506,59703,808345,5895809,189454,1005853,3869441,92076,674414,4075248,74497,532135,3171494,17579,142279,903754,19169,229975,2241184,72907,444439,1834064,27,203,,,,,,,,,5,25,4,19
10/17/19,373268,969,172,64763,335368,1412624,519807,2190782,7047925,519807,2186142,7008325,,,125045,46121,282037,1436987,1009321,6093224,29290021,1004233,6060290,28726057,,,245402,55253,381323,2570051,5088,32934,2544,14982,519807,2186142,7033947,519807,2186142,7008325,,,125045,46121,282037,1436654,1004228,6060241,28971019,1004228,6060241,28725617,,,245402,55248,381274,2569611,60130,306197,1335966,98124,575846,3490172,116,612,2379,134,698,2874,,,,,,,,,,,,,315271,1823174,10055324,,,,126934,690520,4192956,,,,315271,1823174,10055324,282950,1618047,8744763,32321,205127,1310561,86051,794859,6128539,229220,1028315,3926785,126934,690520,4192956,103894,549479,3267691,23040,141041,925265,30677,230291,2338298,96257,460229,1854658,39,205,,,,,,,,,7,29,7,23
10/18/19,374056,996,171,64258,333788,1434798,489773,2208151,7123932,489773,2208151,7091079,,,125045,47851,265038,1455724,972358,6030322,30203528,967078,5998901,29634948,,,245402,57835,353742,2624500,5280,31421,2472,14265,489773,2208151,7109651,489773,2208151,7091079,,,125045,47851,265038,1455724,967067,5998852,29879902,967067,5998852,29634500,,,245402,57824,353693,2624052,58926,305651,1353190,104547,573882,3589624,117,607,2470,140,724,3007,,,,,,,,,,,,,319187,1838770,10357070,,,,131465,704299,4318170,,,,319187,1838770,10357070,282625,1636422,9011688,36562,202348,1345382,106988,797602,6392497,212199,1041168,3964573,131465,704299,4318170,105396,564212,3367967,26069,140087,950203,37773,240636,2434064,93692,463663,1884106,31,189,,,,,,,,,2,25,2,20
10/19/19,374699,816,145,46536,326380,1451530,415405,2171963,7197154,415405,2171963,7163624,,,125045,38526,257485,1474682,727649,5990455,30882109,723333,5959312,30309866,,,245402,46290,350279,2655503,4316,31143,2027,13929,415405,2171963,7182578,415405,2171963,7163624,,,125045,38526,257485,1474682,723330,5959269,30554821,723330,5959269,30309419,,,245402,46287,350236,2655056,43400,299424,1374210,72070,563505,3658251,101,628,2549,111,744,3113,,,,,,,,,,,,,236282,1834958,10587093,,,,91442,700325,4407668,,,,236282,1834958,10587093,209148,1638011,9215226,27134,196947,1371867,67980,816265,6589086,168302,1018693,3998007,91442,700325,4407668,72628,563789,3439042,18814,136536,968626,19688,247767,2502697,71754,452558,1904971,32,198,,,,,,,,,3,26,3,22
10/20/19,375210,699,143,43350,322036,1464218,379509,2067376,7252734,379509,2067376,7218685,,,125045,35754,256001,1487635,662491,5933976,31433949,658819,5902940,30859843,,,245402,43474,349930,2672520,3672,31036,1750,13793,379509,2067376,7237932,379509,2067376,7218685,,,125045,35754,255663,1487635,658800,5902887,31104783,658800,5902887,30859381,,,245402,43455,349877,2672058,40432,296155,1389239,66743,561558,3716859,89,624,2612,99,762,3208,,,,,,,,,,,,,218542,1833955,10785148,,,,84748,700697,4486433,,,,218542,1833955,10785148,192521,1636819,9388798,26021,197136,1396350,63091,836730,6723386,155451,997225,4061762,84748,700697,4486433,66836,563902,3500897,17912,136795,985536,19413,253482,2547843,65335,447215,1938590,24,200,,,,,,,,,4,27,3,23
10/21/19,377167,2190,201,119405,364196,1494736,617996,2095509,7431708,617996,2095509,7402592,,,125045,80821,294363,1508976,1271714,6349495,32577046,1262527,6313503,31995702,,,245402,98935,406928,2744378,9187,35992,4622,16200,617996,2095509,7416167,617996,2095509,7402592,,,125045,80821,294363,1508976,1262520,6313448,32240643,1262520,6313448,31995241,,,245402,98928,406873,2743917,111856,336045,1418386,195317,681498,3902251,172,734,2772,187,858,3382,,,,,,,,,,,,,481769,2057963,11235356,,,,210045,818832,4686593,,,,481769,2057963,11235356,412593,1818640,9772408,69176,239323,1462948,160677,1012449,7078727,321092,1045514,4156629,210045,818832,4686593,160010,650339,3652771,50035,168493,1033822,55208,315131,2703201,154837,503701,1983392,43,221,,,,,,,,,1,23,1,20
10/22/19,379966,2993,191,163201,467462,1568357,1113013,2506276,7600376,1112213,2506276,7569927,,,125045,101924,355935,1573761,1894973,7396211,34340437,1884742,7353914,33749841,,,245402,124382,482414,2856697,10231,42297,5362,19374,1112213,2506276,7584124,1112213,2506276,7569927,,,125045,101924,355935,1573761,1884728,7353853,33994777,1884728,7353853,33749375,,,245402,124368,482353,2856231,151085,431785,1482779,240956,853648,4133832,395,1029,3117,413,1179,3787,,,,,,,,,,,,,669436,2489644,11881186,,,,273480,1010190,4952868,,,,669436,2489644,11881186,592402,2195927,10343378,77034,293717,1537808,169159,1212885,7568107,500277,1276759,4313079,273480,1010190,4952868,219499,802760,3866195,53981,207430,1086673,53713,383160,2885253,219767,627030,2067615,54,250,,,,,,,,,6,28,6,24
10/23/19,381603,1969,298,108794,503937,1610664,939456,2900401,7852292,939313,2900401,7819795,,,125045,67875,379455,1607722,1398247,7936753,35646994,1387706,7888438,35046738,,,245402,81075,507244,2932100,10541,48315,5316,22237,939313,2900401,7834945,939313,2900401,7819795,,,125045,67792,379455,1607722,1387588,7888261,35291558,1387588,7888261,35046156,,,245402,80957,507067,2931518,100319,460708,1519187,159333,937090,4286418,359,1322,3434,367,1451,4146,,,,,,,,,,,,,484723,2725210,12339315,,,,187717,1105831,5131914,,,,484723,2725210,12339315,434390,2406629,10753383,50333,318581,1585932,97582,1283462,7920330,387141,1441748,4418985,187717,1105831,5131914,153526,881789,4012379,34191,224042,1119535,34023,419167,3007502,153694,686664,2124412,54,277,,,,,,,,,3,26,3,23
10/24/19,382935,1704,343,86052,530200,1651194,831700,3274153,8114630,829555,3267243,8079930,,,125045,51527,385806,1653094,1194821,8122253,36751664,1184438,8068643,36141973,,,245402,58141,510132,2983958,10381,53608,5511,24853,829555,3267243,8096106,829555,3267243,8079930,,,125045,51500,385806,1653094,1184410,8068443,36386768,1184410,8068443,36141366,,,245402,58113,509932,2983351,78817,481828,1554998,118097,957063,4397203,175,1376,3583,191,1508,4328,,,,,,,,,,,,,406408,2816347,12717654,,,,151213,1130110,5272774,,,,406408,2816347,12717654,362895,2486574,11090723,43513,329773,1626931,74038,1239314,8161850,332370,1577033,4555804,151213,1130110,5272774,122269,900164,4125983,28944,229946,1146791,29088,405482,3077288,122125,724628,2195486,41,279,,,,,,,,,3,22,3,20
10/25/19,384093,1444,175,79851,561815,1684803,711544,3446370,8273080,711544,3446370,8237016,,,125045,50810,389606,1679827,1086323,8236218,37721498,1079815,8181380,37106534,,,245402,57453,509750,3029959,6510,54838,3434,25597,711544,3446370,8253827,711544,3446370,8237016,,,125045,50810,389606,1679827,1079795,8181171,37351315,1079795,8181171,37105913,,,245402,57433,509541,3029338,74002,509190,1589089,112126,964642,4498036,166,1434,3690,173,1541,4489,,,,,,,,,,,,,211378,2708538,12885821,,,,80306,1078951,5336820,,,,211378,2708538,12885821,187072,2391021,11238730,24306,317517,1647091,35104,1091975,8276721,176274,1616563,4609100,80306,1078951,5336820,64103,858871,4176531,16203,220080,1160289,13186,336659,3090872,67120,742292,2245948,30,278,,,,,,,,,3,23,3,21
10/26/19,385032,1136,159,70392,575109,1702118,625320,3562512,8397004,623557,3562512,8359853,,,125045,46450,412122,1707668,1013480,8522049,38575486,1008440,8466487,37957255,,,245402,50307,513767,3067547,5040,55562,2603,26057,623557,3562512,8377170,623557,3562512,8359853,,,125045,46339,412122,1707668,1008169,8466010,38201773,1008169,8466010,37956371,,,245402,50036,513290,3066663,64739,521170,1601916,99302,991874,4583092,162,1487,3795,172,1602,4636,,,,,,,,,,,,,219,2472475,12827584,,,,59,987568,5315241,,,,219,2472475,12827584,182,2182055,11185440,37,290420,1642144,50,923459,8253380,169,1549016,4574204,59,987568,5315241,48,786291,4158072,11,201277,1157169,16,297624,3079731,43,689944,2235510,32,278,,,,,,,,,4,24,4,20
10/27/19,385807,967,130,52410,589334,1717486,535930,3630787,8509322,535930,3630787,8471173,,,125045,48808,426285,1725387,813172,8672730,39186409,808922,8616590,38566041,,,245402,55555,525848,3109342,4250,56140,2045,26383,535930,3630787,8488955,535930,3630787,8471173,,,125045,48728,426285,1725387,808464,8615674,38810118,808464,8615674,38564716,,,245402,55097,524932,3108017,48107,534870,1613416,73415,998546,4639345,130,1547,3927,145,1648,4757,,,,,,,,,,,,,2378,2256311,12761616,,,,741,903561,5291649,,,,2378,2256311,12761616,2001,1991535,11125563,377,264776,1636053,214,780366,8195422,2164,1475945,4566194,741,903561,5291649,526,719981,4138267,215,183580,1153382,45,243523,3072363,696,660038,2219286,25,279,,,,,,,,,2,22,2,20
10/28/19,386431,828,140,42208,524385,1729960,438033,3568959,8532026,438033,3568959,8493673,,,125045,47265,397922,1734448,599215,8000231,39522219,595771,7949834,38901246,,,245402,52726,479639,3086566,3444,50397,1663,23808,438033,3568959,8511549,438033,3568959,8493673,,,125045,46906,397615,1732507,595153,7948307,39144722,595153,7948307,38899320,,,245402,52108,478112,3084640,38966,476639,1621867,58010,861239,4668042,84,1466,3941,102,1563,4833,,,,,,,,,,,,,196505,1971047,12860450,,,,70959,764475,5324729,,,,196505,1971047,12860450,172391,1751333,11210977,24114,219714,1649473,38152,601569,8281595,158353,1369478,4578855,70959,764475,5324729,55446,615417,4163099,15513,149058,1161630,13958,186402,3097961,57001,578073,2226768,20,256,,,,,,,,,,21,,19
10/29/19,387117,854,141,45167,427907,1735384,391930,3084804,8505105,391781,3079435,8466994,,,125045,38489,336766,1744663,676426,6781684,39719559,671515,6736607,39107721,,,245402,42115,397372,3055228,4911,45077,2270,20787,391781,3079435,8484758,391781,3079435,8466994,,,125045,38436,336547,1742700,671412,6734991,39351110,671412,6734991,39105708,,,245402,42012,395756,3053215,41893,392075,1625886,68256,688539,4667158,100,1147,3989,117,1267,4905,,,,,,,,,,,,,241749,1543360,12928918,,,,84639,575634,5334105,,,,241749,1543360,12928918,217535,1376466,11277793,24214,166894,1651125,69024,501492,8348425,172725,1041868,4580493,84639,575634,5334105,69002,464920,4172520,15637,110714,1161585,20012,148371,3112592,64627,427263,2221513,26,228,,,,,,,,,1,16,1,15
10/30/19,387473,561,142,35489,366675,1672143,309708,2728660,8371535,309337,2724458,8334609,,,125045,34126,299172,1640900,490327,5873764,37391301,487110,5836011,36852232,,,245402,35477,351774,2770078,3217,37753,1520,17492,309337,2724458,8351821,309337,2724458,8334609,,,125045,34075,298768,1639163,487060,5834463,37095595,487060,5834463,36850193,,,245402,35427,350226,2768039,32951,340454,1573612,52181,581387,4172474,93,892,3982,103,1003,4804,,,,,,,,,,,,,178817,1237454,11904199,,,,65455,453372,4791362,,,,178817,1237454,11904199,159070,1101146,10447138,19747,136308,1457061,46213,408080,7438791,132604,829374,4465408,65455,453372,4791362,52855,364249,3774716,12600,89123,1016646,14683,121714,2654097,50772,331658,2137265,18,192,,,,,,,,,2,15,2,15
