Date,Lifetime Total Likes,Daily New Likes,Daily Unlikes,Daily Page Engaged Users,Weekly Page Engaged Users,28 Days Page Engaged Users,Daily Total Reach,Weekly Total Reach,28 Days Total Reach,Daily Organic Reach,Weekly Organic Reach,28 Days Organic Reach,Daily Paid Reach,Weekly Paid Reach,28 Days Paid Reach,Daily Viral Reach,Weekly Viral Reach,28 Days Viral Reach,Daily Total Impressions,Weekly Total Impressions,28 Days Total Impressions,Daily Organic impressions,Weekly Organic impressions,28 Days Organic impressions,Daily Paid Impressions,Weekly Paid Impressions,28 Days Paid Impressions,Daily Viral impressions,Weekly Viral impressions,28 Days Viral impressions,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Reach Of Page Posts,Weekly Reach Of Page Posts,28 Days Reach Of Page Posts,Daily Organic Reach of Page posts,Weekly Organic Reach of Page posts,28 Days Organic Reach of Page posts,Daily Paid Reach of Page posts,Weekly Paid Reach of Page posts,28 Days Paid Reach of Page posts,Daily Viral Reach Of Page Posts,Weekly Viral Reach Of Page Posts,28 Days Viral Reach Of Page Posts,Daily Total Impressions of your posts,Weekly Total Impressions of your posts,28 Days Total Impressions of your posts,Daily Organic impressions of your posts,Weekly Organic impressions of your posts,28 Days Organic impressions of your posts,Daily Paid impressions of your posts,Weekly Paid impressions of your posts,28 Days Paid impressions of your posts,Daily Viral Impressions Of Your Posts,Weekly Viral Impressions Of Your Posts,28 Days Viral Impressions Of Your Posts,Daily Total Consumers,Weekly Total Consumers,28 Days Total Consumers,Daily Page Consumptions,Weekly Page Consumptions,28 Days Page Consumptions,Daily Negative Feedback,Weekly Negative Feedback,28 Days Negative Feedback,Daily Negative Feedback From Users,Weekly Negative Feedback From Users,28 Days Negative Feedback From Users,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Organic Views,Weekly Total Organic Views,28 Days Total Organic Views,Daily Total Promoted Views,Weekly Total Promoted Views,28 Days Total Promoted Views,Daily Total Organic 30-Second Views,Weekly Total Organic 30-Second Views,28 Days Total Organic 30-Second Views,Daily Paid 30-Second Views,Weekly Paid 30-Second Views,28 Days Paid 30-Second Views,Daily Total Video Views,Weekly Total Video Views,28 Days Total Video Views,Daily Total Auto-Played Views,Weekly Total Auto-Played Views,28 Days Total Auto-Played Views,Daily Total Clicked Views,Weekly Total Clicked Views,28 Days Total Clicked Views,Daily Video Repeats,Weekly Video Repeats,28 Days Video Repeats,Daily Total Unique Video Views,Weekly Total Unique Video Views,28 Days Total Unique Video Views,Daily Total 30-Second Views,Weekly Total 30-Second Views,28 Days Total 30-Second Views,Daily Auto-Played 30-Second Views,Weekly Auto-Played 30-Second Views,28 Days Auto-Played 30-Second Views,Daily Total Clicked 30-Second Views,Weekly Total Clicked 30-Second Views,28 Days Total Clicked 30-Second Views,Daily Total 30-Second Repeats,Weekly Total 30-Second Repeats,28 Days Total 30-Second Repeats,Daily Total Unique 30-Second Views,Weekly Total Unique 30-Second Views,28 Days Total Unique 30-Second Views,Daily Total: total action count per Page,Weekly Total: total action count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page
8/27/19,319764,104,107,6596,38034,164290,71378,384572,1936981,71358,384428,1936678,,,,5329,23071,85058,104278,755349,4255629,103784,751768,4238502,,,,7358,34390,137401,494,3581,282,1782,71358,384428,1936678,71358,384428,1936678,,,,5320,23032,84834,103743,751667,4237777,103743,751667,4237777,,,,7317,34289,136676,5797,34925,147387,7213,51143,237314,7,38,255,7,51,287,,,,,,,,,,,,,32005,225020,1195469,,,,10052,67263,324256,,,,32005,225020,1195469,29683,209256,1116550,2322,15764,78919,2617,29446,266890,29388,195574,928579,10052,67263,324256,8596,57310,275810,1456,9953,48446,349,7145,50813,9703,60118,273443,5,32,,,,,,,,,,2,,2
8/28/19,319702,90,108,5654,39269,160494,70256,397697,1937592,70243,397697,1937289,,,,3601,22281,82906,110099,752141,4183366,109633,748601,4166712,,,,4871,33424,133888,466,3540,241,1795,70243,397697,1937289,70243,397697,1937289,,,,3589,22255,82694,109612,748479,4165980,109612,748479,4165980,,,,4850,33302,133156,5026,35861,144286,6523,51612,230494,5,36,251,5,44,279,,,,,,,,,,,,,32864,231100,1179805,,,,10301,70009,319411,,,,32864,231100,1179805,30886,215204,1104372,1978,15896,75433,2701,24964,261767,30163,206136,918038,10301,70009,319411,9105,60029,273057,1196,9980,46354,907,7978,47231,9394,62031,272180,2,28,,,,,,,,,,1,,1
8/29/19,319610,62,123,5446,39303,155758,52009,376322,1912788,52006,376322,1912492,,,,4391,24650,83350,93583,739116,4117297,93234,735772,4101163,,,,6523,37078,135299,349,3344,194,1693,51966,376230,1912492,51966,376230,1912492,,,,4340,24544,83104,93136,735554,4100333,93136,735554,4100333,,,,6425,36860,134469,4704,36216,139532,5624,51174,225551,7,40,246,7,48,273,,,,,,,,,,,,,15439,214709,1155312,,,,4915,66010,312175,,,,15439,214709,1155312,14147,199861,1082593,1292,14848,72719,880,28977,247307,14559,185732,908005,4915,66010,312175,4141,56695,267510,774,9315,44665,211,7671,43300,4704,58339,268875,2,25,,,,,,,,,1,1,1,1
8/30/19,319524,71,123,6957,41036,152494,55814,369140,1921933,55782,369140,1921635,,,,4645,27760,84900,119764,772311,4114388,119354,769005,4098509,,,,6549,42018,138753,410,3306,208,1641,55782,369052,1921635,55782,369052,1921635,,,,4626,27657,84645,119331,768765,4097656,119331,768765,4097656,,,,6526,41778,137900,6321,37836,136136,8350,54474,224858,4,40,243,4,48,269,,,,,,,,,,,,,26341,211260,1146743,,,,8180,65684,308759,,,,26341,211260,1146743,23907,195938,1075384,2434,15322,71359,2210,28542,231466,24131,182718,915277,8180,65684,308759,6782,56164,265039,1398,9520,43720,326,6911,44589,7854,58773,264170,,20,,,,,,,,,,1,,1
8/31/19,319448,63,103,3601,40986,149139,34192,337259,1865519,34096,337259,1865238,,,,3434,29912,87101,57016,737546,4036894,56737,734342,4021347,,,,5052,45779,140700,279,3204,144,1593,34096,337186,1865238,34096,337186,1865238,,,,3418,29775,86832,56716,734081,4020473,56716,734081,4020473,,,,5031,45518,139826,3255,37394,133413,4037,54416,219589,2,41,234,2,49,259,,,,,,,,,,,,,12267,196602,1129062,,,,3821,62691,303288,,,,12267,196602,1129062,11017,181398,1059623,1250,15204,69439,457,34585,235737,11810,162017,893325,3821,62691,303288,3155,53311,260755,666,9380,42533,137,6230,41934,3684,56461,261354,2,17,,,,,,,,,,1,,1
9/1/19,319360,48,108,2424,35361,145569,22708,291148,1810783,22670,291148,1810518,,,,1668,28371,83892,38050,640981,3877386,37883,638280,3862436,,,,2293,42536,134942,166,2700,105,1335,22670,291094,1810518,22670,291094,1810518,,,,1664,28235,83643,37868,638005,3862026,37868,638005,3862026,,,,2278,42261,134532,2175,32269,129430,2570,45647,210855,2,37,224,2,39,248,,,,,,,,,,,,,6090,159925,1100848,,,,1851,50290,294519,,,,6090,159925,1100848,5369,147167,1033803,721,12758,67045,342,24271,217699,5748,135654,883149,1851,50290,294519,1456,42594,253512,395,7696,41007,67,3127,37286,1784,47163,257233,,15,,,,,,,,,,1,,1
9/2/19,319253,43,119,1124,28831,140042,14157,247326,1758259,14099,247326,1758010,,,,1086,22968,82257,23053,545843,3763642,22892,543517,3749218,,,,1333,33979,130126,161,2325,90,1161,14099,247287,1758010,14099,247287,1758010,,,,1076,22878,82017,22874,543280,3748853,22874,543280,3748853,,,,1315,33742,129761,943,26077,125604,1162,35479,203291,2,29,220,3,30,242,,,,,,,,,,,,,3415,128421,1072347,,,,1097,40217,286001,,,,3415,128421,1072347,2979,117988,1007813,436,10433,64534,121,18253,206439,3294,110168,865908,1097,40217,286001,849,34084,246554,248,6133,39447,,2877,36092,1097,37340,249909,1,12,,,,,,,,,,1,,1
9/3/19,319122,26,119,1187,23475,134651,11424,193279,1695702,11346,193050,1695702,,,,672,18636,82246,21292,462857,3642767,21134,460867,3628737,,,,914,27535,128257,158,1989,85,979,11336,193026,1695702,11336,193026,1695702,,,,662,18552,82006,21113,460650,3628375,21113,460650,3628375,,,,893,27318,127895,1056,21270,121434,1341,29607,195904,2,24,214,2,25,237,,,,,,,,,,,,,2921,99337,1036237,,,,794,30959,275611,,,,2921,99337,1036237,2625,90930,974287,296,8407,61950,82,15461,200211,2839,83876,836026,794,30959,275611,635,26123,237765,159,4836,37846,,2418,35659,794,28541,239952,,7,,,,,,,,,,1,,1
9/4/19,319032,35,103,1061,19231,128840,10147,138801,1617217,10112,138386,1617217,,,,627,15803,81372,25337,378095,3486087,25109,376343,3472554,,,,766,23430,126150,222,1745,94,844,10099,138299,1617217,10099,138299,1617217,,,,624,15707,81137,25107,376145,3472202,25107,376145,3472202,,,,764,23232,125798,889,17389,116256,1286,24370,184460,2,21,201,2,22,223,,,,,,,,,,,,,4091,70564,993533,,,,1191,21849,262788,,,,4091,70564,993533,3712,63756,935372,379,6808,58161,652,12900,198091,3439,57664,795442,1191,21849,262788,953,17971,227299,238,3878,35489,46,1923,37251,1145,19926,225537,2,7,,,,,,,,,,1,,1
9/5/19,318905,22,117,1232,15504,121713,12802,106193,1547915,12774,105776,1547915,,,,576,12447,79833,26110,310622,3295845,25877,308986,3282922,,,,691,17598,123867,233,1629,100,752,12770,105776,1547915,12770,105776,1547915,,,,571,12402,79607,25869,308878,3282568,25869,308878,3282568,,,,683,17490,123513,898,13808,110239,1094,19840,172440,,14,188,,15,210,,,,,,,,,,,,,2332,57457,927147,,,,617,17551,243055,,,,2332,57457,927147,2074,51683,873285,258,5774,53862,286,12135,178944,2046,45322,748203,617,17551,243055,478,14308,210323,139,3243,32732,26,1549,30751,591,16002,212304,3,8,,,,,,,,,,,,
9/6/19,318807,43,103,971,10408,112265,8478,69172,1447633,8454,68814,1447633,,,,577,8419,78039,13805,204663,3043633,13663,203295,3031331,,,,733,11782,121376,142,1361,82,632,8446,68814,1447633,8446,68814,1447633,,,,569,8368,77824,13655,203202,3030972,13655,203202,3030972,,,,725,11689,121017,772,9287,101815,964,12454,160421,1,11,179,1,12,200,,,,,,,,,,,,,2046,33162,846391,,,,615,9986,221169,,,,2046,33162,846391,1674,29450,796306,372,3712,50085,304,5053,159406,1742,28109,686985,615,9986,221169,415,7941,190749,200,2045,30420,34,508,27289,581,9478,193880,,8,,,,,,,,,,,,
9/7/19,318693,33,106,886,7761,105963,9610,49056,1314574,9539,48777,1312346,,,,456,5477,77133,15484,163131,2797138,15320,161878,2785211,,,,551,7281,119857,164,1246,100,585,9538,48753,1312346,9538,48753,1312346,,,,446,5455,76923,15301,161787,2784833,15301,161787,2784833,,,,532,7190,119479,645,6859,95729,770,9187,151501,1,9,169,1,11,191,,,,,,,,,,,,,1638,22533,765886,,,,523,6688,203506,,,,1638,22533,765886,1367,19800,718692,271,2733,47194,82,3791,144873,1556,18742,621013,523,6688,203506,376,5162,174902,147,1526,28604,7,448,25662,516,6240,177844,3,9,,,,,,,,,,,,
9/8/19,318590,50,104,1018,6569,101568,13021,41082,1198006,12957,40676,1187895,,,,2341,6172,77908,30850,155931,2581584,30418,154413,2569611,,,,3211,8199,121015,432,1512,175,645,12957,40659,1187895,12957,40659,1187895,,,,2332,6146,77693,30410,154329,2569226,30410,154329,2569226,,,,3203,8115,120630,762,5564,92222,1099,7716,144995,4,9,155,4,13,179,,,,,,,,,,,,,1432,17875,698833,,,,476,5313,191255,,,,1432,17875,698833,1202,15633,653880,230,2242,44953,144,3276,135714,1288,14599,563119,476,5313,191255,351,4057,163988,125,1256,27267,19,465,25855,457,4848,165400,2,11,,,,,,,,,2,2,1,1
9/9/19,318521,55,93,1837,7107,96369,14954,41164,1065360,14892,40912,1057357,,,,1723,6671,76465,48926,181804,2439090,48063,179584,2426680,,,,2525,9391,120485,863,2214,262,786,14892,40895,1057357,14892,40895,1057357,,,,1718,6634,76257,48053,179508,2426286,48053,179508,2426286,,,,2515,9315,120091,1562,5995,88384,2680,9234,140412,4,10,151,4,14,175,,,,,,,,,,,,,9287,23747,652487,,,,2385,6601,182651,,,,9287,23747,652487,8671,21325,609514,616,2422,42973,2802,7495,137685,6485,16252,514802,2385,6601,182651,2024,5232,156554,361,1369,26097,413,913,25171,1972,5688,157480,8,18,,,,,,,,,4,6,3,4
9/10/19,318409,53,117,1216,7238,93086,11952,41888,995299,11892,41644,988310,,,,2033,7904,78033,33977,194489,2327341,33542,191992,2314986,,,,2796,11273,121135,435,2491,199,880,11891,41617,988310,11891,41617,988310,,,,2022,7866,78005,33529,191924,2314593,33529,191924,2314593,,,,2783,11205,120742,1038,6056,85781,1616,9509,135524,4,11,145,4,16,170,,,,,,,,,,,,,3912,24738,611650,,,,1116,6923,173308,,,,3912,24738,611650,3503,22203,570650,409,2535,41000,822,7736,129880,3090,17002,481770,1116,6923,173308,856,5453,148367,260,1470,24941,168,981,23629,948,5942,149679,2,20,,,,,,,,,,6,,4
9/11/19,318065,37,168,926,7210,88376,9942,42140,904491,9888,41830,898716,,,,834,8056,76806,28327,197479,2176330,28011,194894,2164130,,,,1038,11545,119757,316,2585,160,923,9886,41812,898716,9886,41812,898716,,,,829,8029,76718,28004,194821,2163731,28004,194821,2163731,,,,1031,11472,119358,756,5957,81010,1063,9286,128992,1,11,138,1,15,162,,,,,,,,,,,,,3125,23772,563972,,,,786,6518,161632,,,,3125,23772,563972,2778,21269,525003,347,2503,38969,502,7028,121055,2623,16744,442917,786,6518,161632,600,5100,137937,186,1418,23695,65,862,22552,721,5656,139080,5,23,,,,,,,,,2,8,2,6
9/12/19,317936,34,117,783,6850,84773,10900,42792,840286,10812,42396,835299,,,,731,8313,75881,28118,199487,2086633,27893,196910,2074535,,,,946,11800,118748,225,2577,120,931,10798,42368,835299,10798,42368,835299,,,,724,8281,75766,27884,196836,2074127,27884,196836,2074127,,,,937,11726,118340,607,5658,78219,809,9001,124506,7,18,139,7,22,161,,,,,,,,,,,,,2339,23779,528606,,,,710,6611,153103,,,,2339,23779,528606,2043,21238,491093,296,2541,37513,279,6577,120880,2060,17202,407726,710,6611,153103,521,5143,130303,189,1468,22800,43,897,24128,667,5714,128975,1,21,,,,,,,,,,8,,6
9/13/19,317825,29,103,550,6434,80984,4891,41537,780784,4837,41102,773567,,,,531,8201,75331,10105,195787,1980257,9971,193218,1968315,,,,647,11714,117978,134,2569,84,930,4837,41075,773567,4837,41075,773567,,,,529,8174,75218,9967,193148,1967905,9967,193148,1967905,,,,643,11644,117568,460,5435,74758,588,8625,119343,1,19,132,1,22,155,,,,,,,,,,,,,1728,23461,490887,,,,575,6571,143012,,,,1728,23461,490887,1427,20991,455114,301,2470,35773,91,6559,114370,1637,16902,376517,575,6571,143012,394,5122,121247,181,1449,21765,8,796,23674,567,5775,119338,1,22,,,,,,,,,1,9,1,7
9/14/19,317731,40,90,624,6216,77079,4135,40303,705034,4097,39914,699144,,,,407,8127,73900,6977,187280,1877736,6796,184694,1865978,,,,475,11638,116492,181,2586,101,933,4097,39906,699144,4097,39906,699144,,,,404,8102,73791,6792,184639,1865564,6792,184639,1865564,,,,471,11583,116078,563,5392,70514,703,8558,113738,1,20,120,1,22,142,,,,,,,,,,,,,1567,23390,454257,,,,499,6547,132325,,,,1567,23390,454257,1239,20863,420662,328,2527,33595,133,6702,110724,1434,16688,343533,499,6547,132325,330,5076,111923,169,1471,20402,24,765,24442,475,5782,107883,,19,,,,,,,,,,9,,7
9/15/19,317697,133,123,1695,6932,74569,19321,48383,660102,19237,48035,654798,,,,9014,14821,77925,40768,197198,1788076,40377,194653,1776406,,,,13009,21436,123986,391,2545,221,990,19237,47928,654798,19237,47928,654798,,,,9007,14773,77710,40369,194598,1775986,40369,194598,1775986,,,,13001,21381,123566,1430,6014,68413,1866,9325,109207,2,19,110,3,21,133,,,,,,,,,,,,,1939,23897,421849,,,,694,6765,124213,,,,1939,23897,421849,1623,21284,389949,316,2613,31900,84,6496,105077,1855,17401,316772,694,6765,124213,519,5244,104796,175,1521,19417,29,713,23338,665,6052,100875,1,18,,,,,,,,,,7,,6
9/16/19,317646,101,122,5153,9989,72616,39434,67000,619964,39423,66680,616754,,,,2193,15551,69048,95354,243626,1714880,94584,241174,1704155,,,,2999,21910,108051,770,2452,351,1089,39423,66680,616754,39423,66680,616754,,,,2190,15497,68879,94582,241127,1703735,94582,241127,1703735,,,,2997,21863,107631,4635,8773,66328,6184,12829,106052,5,21,106,5,22,126,,,,,,,,,,,,,19384,33994,400496,,,,6707,11087,120539,,,,19384,33994,400496,17370,29983,368854,2014,4011,31642,3283,6272,90745,16101,27722,309751,6707,11087,120539,5422,8642,101273,1285,2445,19266,367,965,22110,6340,10122,98429,2,12,,,,,,,,,,3,,3
9/17/19,317555,78,129,3989,12511,73074,34173,85176,596029,34107,84933,593743,,,,1756,14837,60897,74379,284028,1696723,73727,281359,1685986,,,,2410,21524,94722,652,2669,327,1212,34107,84933,593743,34107,84933,593743,,,,1751,14787,60708,73720,281318,1685559,73720,281318,1685559,,,,2403,21483,94295,3684,11290,66475,4920,16133,106392,5,21,95,5,23,115,,,,,,,,,,,,,16392,46474,395569,,,,5935,15906,121051,,,,16392,46474,395569,14720,41200,363589,1672,5274,31980,1642,9152,92823,14750,37322,302746,5935,15906,121051,4964,12750,101636,971,3156,19415,356,1308,22394,5579,14598,98657,3,13,,,,,,,,,1,4,1,4
9/18/19,317482,81,115,3019,14453,71994,24998,94928,580025,24969,94580,577752,,,,1177,14888,57210,64306,320007,1647722,63652,317000,1636838,,,,1629,22115,90514,654,3007,299,1341,24969,94580,577536,24969,94580,577536,,,,1171,14842,57044,63645,316959,1636404,63645,316959,1636404,,,,1622,22074,90080,2788,13068,65783,4336,19406,104674,4,24,92,5,27,108,,,,,,,,,,,,,16647,59996,385432,,,,5725,20845,119221,,,,16647,59996,385432,15345,53767,353996,1302,6229,31436,4557,15564,95420,12090,44432,290012,5725,20845,119221,4841,16991,100091,884,3854,19130,961,2425,21054,4764,18420,98167,6,14,,,,,,,,,,2,,2
9/19/19,317405,84,110,5253,17624,70604,36572,112723,543761,36558,112428,541763,,,,1691,15900,56615,78306,370195,1619420,77501,366608,1608276,,,,2249,23418,89894,805,3587,349,1543,36558,112428,541573,36558,112428,541573,,,,1688,15880,56452,77496,366571,1607839,77496,366571,1607839,,,,2244,23381,89457,4859,16291,65089,7657,26254,106269,11,28,97,11,31,116,,,,,,,,,,,,,25197,82854,378799,,,,9226,29361,119533,,,,25197,82854,378799,22931,74655,347437,2266,8199,31362,5237,25909,107446,19960,56945,271353,9226,29361,119533,7697,24167,100313,1529,5194,19220,1031,4760,23434,8195,24601,96099,4,17,,,,,,,,,,2,,2
9/20/19,317337,95,133,3678,20060,69805,30009,128724,515847,29955,128447,514049,,,,2491,17898,58266,58851,418941,1591702,58187,414824,1580342,,,,3386,26157,91671,664,4117,317,1752,29955,128447,513878,29955,128447,513878,,,,2491,17873,58093,58184,414788,1579903,58184,414788,1579903,,,,3383,26121,91232,3471,18699,64567,5095,30761,106314,7,34,101,7,37,119,,,,,,,,,,,,,17441,98567,366450,,,,6251,35037,117278,,,,17441,98567,366450,15700,88928,335307,1741,9639,31143,3630,32886,110004,13811,65681,256446,6251,35037,117278,5120,28893,98120,1131,6144,19158,642,6195,23463,5609,28842,93815,3,19,,,,,,,,,2,3,2,3
9/21/19,317477,287,101,3140,22229,68769,26335,142939,473602,26239,142656,472590,,,,10711,27164,67540,49068,461032,1548989,48415,456443,1537357,,,,15287,40969,105667,653,4589,329,1971,26239,142656,472446,26239,142656,472446,,,,10710,27100,67308,48411,456407,1536914,48411,456407,1536914,,,,15283,40933,105224,2594,20579,63673,3443,33501,105662,5,36,104,5,41,123,,,,,,,,,,,,,6259,103259,345784,,,,1944,36482,112408,,,,6259,103259,345784,5610,93299,315360,649,9960,30424,1400,36352,114633,4859,66907,231151,1944,36482,112408,1553,30116,93665,391,6366,18743,353,6847,24051,1591,29635,88357,4,23,,,,,,,,,,3,,3
9/22/19,317742,425,119,6220,25080,65971,41385,153694,446641,41355,153549,445484,,,,17704,34753,78691,110651,530915,1525025,108842,524908,1512254,,,,26457,54417,126588,1809,6007,839,2549,41355,153549,445356,41355,153549,445356,,,,17704,34753,78599,108838,524876,1511808,108838,524876,1511808,,,,26453,54385,126142,5502,23070,60507,8135,39770,102458,4,38,101,4,42,115,,,,,,,,,,,,,20487,121807,323504,,,,5983,41771,104139,,,,20487,121807,323504,18949,110625,294709,1538,11182,28795,7287,51250,117634,13200,70557,205870,5983,41771,104139,4981,34578,86473,1002,7193,17666,1395,10646,23226,4588,31125,80913,7,29,,,,,,,,,3,6,3,6
9/23/19,317918,317,124,6758,26419,64295,50349,156781,430239,50171,156598,428453,,,,19533,49232,88805,128617,564178,1535451,126668,556992,1521267,,,,27077,78495,143775,1949,7186,761,2849,50171,156598,428335,50171,156598,428335,,,,19533,49232,88749,126660,556954,1520869,126660,556954,1520869,,,,27069,78457,143377,6209,24356,58792,9925,43511,101053,13,48,104,13,50,116,,,,,,,,,,,,,31561,133984,320146,,,,9885,44949,102854,,,,31561,133984,320146,28983,122238,291534,2578,11746,28612,10395,61196,125194,21166,72788,194952,9885,44949,102854,8136,37292,85250,1749,7657,17604,2063,12363,23429,7822,32586,79425,11,38,,,,,,,,,1,7,1,7
9/24/19,317940,186,106,7058,28006,62081,53197,173442,405523,53197,172987,403410,,,,8742,55026,90459,131582,621381,1562755,130603,613868,1548086,,,,12063,88148,148480,979,7513,460,2960,53197,172987,403305,53197,172987,403305,,,,8742,55026,90401,130594,613828,1547720,130594,613828,1547720,,,,12054,88108,148114,6158,25344,57085,9375,47966,103215,7,49,103,8,53,117,,,,,,,,,,,,,23606,141198,311747,,,,7205,46219,100007,,,,23606,141198,311747,21432,128950,283283,2174,12248,28464,5088,66536,125173,18518,74662,186574,7205,46219,100007,6075,38403,82729,1130,7816,17278,788,13866,23671,6417,32353,76336,12,47,,,,,,,,,6,12,4,10
9/25/19,317941,179,127,4913,29376,61336,47205,193644,381744,47205,193269,379406,,,,4061,58876,92850,91690,648765,1544346,90809,641025,1529262,,,,5672,92191,149281,881,7740,429,3091,47205,193269,379313,47205,193269,379313,,,,4061,58876,92789,90807,640990,1528915,90807,640990,1528915,,,,5670,92156,148934,4523,26978,56914,6747,50377,103439,8,53,105,8,56,120,,,,,,,,,,,,,26594,151145,305477,,,,8671,49165,98377,,,,26594,151145,305477,24385,137990,276782,2209,13155,28695,5085,67814,129342,21509,83331,176135,8671,49165,98377,7342,40904,80966,1329,8261,17411,779,15436,26226,7892,33729,72151,4,45,,,,,,,,,,12,,10
9/26/19,317955,177,125,5467,30426,60606,44536,207310,371219,44465,206274,369183,,,,4616,61800,91624,90151,660610,1540914,89203,652727,1525231,,,,6283,96225,149041,948,7883,443,3193,44465,206274,369183,44465,206274,369183,,,,4616,61800,91581,89200,652694,1524979,89200,652694,1524979,,,,6280,96192,148789,5158,28052,56475,7312,50032,105127,9,52,105,9,54,122,,,,,,,,,,,,,28069,154017,318107,,,,10353,50292,103815,,,,28069,154017,318107,25555,140614,288190,2514,13403,29917,6771,68483,138593,21298,85534,179514,10353,50292,103815,8665,41872,85490,1688,8420,18325,1309,13746,28227,9044,36546,75588,4,45,,,,,,,,,1,13,1,11
9/27/19,318203,390,126,8680,35287,61669,77851,257219,396838,77820,256644,396128,,,,8626,68371,96558,116489,718248,1537639,115254,709794,1521131,,,,11452,104291,153944,1235,8454,663,3543,77820,256644,396128,77820,256644,396128,,,,8626,68371,96510,115248,709758,1520896,115248,709758,1520896,,,,11446,104255,153709,7881,32455,56794,11293,56230,108070,12,56,111,12,59,130,,,,,,,,,,,,,43211,179787,334977,,,,16260,60301,111895,,,,43211,179787,334977,39065,163979,303348,4146,15808,31629,7695,70955,141818,35516,108832,193159,16260,60301,111895,13555,50307,92263,2705,9994,19632,2375,14212,30065,13885,46089,81830,8,50,,,,,,,,,1,12,1,10
9/28/19,318655,583,105,11618,44380,70512,112524,335229,473841,112116,334794,473262,,,,9866,69754,102804,159492,828672,1640115,157719,819098,1622113,,,,12719,101723,161611,1773,9574,959,4185,112116,334794,473262,112116,334794,473262,,,,9860,69754,102749,157711,819058,1621891,157711,819058,1621891,,,,12711,101683,161389,10360,41052,64214,14246,67033,118279,24,72,129,25,79,153,,,,,,,,,,,,,58456,231984,381166,,,,21638,79995,129712,,,,58456,231984,381166,53472,211841,345803,4984,20143,35363,7308,76422,150410,51148,155562,230756,21638,79995,129712,18507,67261,107615,3131,12734,22097,2420,16748,33031,19218,63247,96681,16,62,,,,,,,,,1,13,1,11
9/29/19,319021,537,138,13577,51702,80355,123225,407609,546321,123127,407394,545167,,,,10968,63855,109945,202249,920270,1804314,200136,910392,1784366,,,,13760,89026,173078,2113,9878,1086,4499,123127,407394,545167,123127,407394,545167,,,,10959,63855,109882,200119,910339,1784142,200119,910339,1784142,,,,13743,88973,172854,12428,47154,72879,17162,76060,132871,22,89,149,24,99,175,,,,,,,,,,,,,68346,279843,443422,,,,24333,98345,152194,,,,68346,279843,443422,61878,254770,402312,6468,25073,41110,11052,82126,173366,57294,197717,270056,24333,98345,152194,20331,82611,126490,4002,15734,25704,2378,15753,38080,21955,82592,114114,23,78,,,,,,,,,,10,,8
9/30/19,319759,878,126,20951,64500,96437,156350,498401,660157,156097,498080,659594,,,,54193,97998,158400,263405,1055058,2044666,260566,1044290,2022040,,,,75502,137451,247247,2839,10768,1419,5153,156097,498080,659594,156097,498080,659594,,,,54193,97998,158400,260549,1044228,2021817,260549,1044228,2021817,,,,75485,137389,247024,19048,59911,89716,29313,95448,161022,22,98,167,26,112,198,,,,,,,,,,,,,97671,345953,537678,,,,37879,126339,188976,,,,97671,345953,537678,86977,312764,486310,10694,33189,51368,17081,95006,208276,80590,250947,329402,37879,126339,188976,30614,105089,156255,7265,21250,32721,4731,23005,50300,33148,103334,138676,15,82,,,,,,,,,1,10,1,8
10/1/19,321111,1497,140,40422,98289,130041,229829,618177,803327,229829,617684,803327,,,,57184,133046,200026,479086,1402562,2502460,465040,1378727,2465946,,,,73453,198841,319786,14046,23835,5540,10061,229829,617684,803327,229829,617684,803327,,,,57066,133046,200026,465024,1378658,2465728,465024,1378658,2465728,,,,73437,198772,319568,37657,91591,120689,69140,155213,228821,42,134,206,45,149,241,,,,,,,,,,,,,173281,495628,708038,,,,75263,194397,263445,,,,173281,495628,708038,150719,442051,634404,22562,53577,73634,57964,161398,294350,115317,334230,413688,75263,194397,263445,59581,158595,215201,15682,35802,48244,19416,47562,80230,55847,146835,183215,57,127,,,,,,,,,11,15,9,12
