Date,Lifetime Total Likes,Daily New Likes,Daily Unlikes,Daily Page Engaged Users,Weekly Page Engaged Users,28 Days Page Engaged Users,Daily Total Reach,Weekly Total Reach,28 Days Total Reach,Daily Organic Reach,Weekly Organic Reach,28 Days Organic Reach,Daily Paid Reach,Weekly Paid Reach,28 Days Paid Reach,Daily Viral Reach,Weekly Viral Reach,28 Days Viral Reach,Daily Total Impressions,Weekly Total Impressions,28 Days Total Impressions,Daily Organic impressions,Weekly Organic impressions,28 Days Organic impressions,Daily Paid Impressions,Weekly Paid Impressions,28 Days Paid Impressions,Daily Viral impressions,Weekly Viral impressions,28 Days Viral impressions,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Reach Of Page Posts,Weekly Reach Of Page Posts,28 Days Reach Of Page Posts,Daily Organic Reach of Page posts,Weekly Organic Reach of Page posts,28 Days Organic Reach of Page posts,Daily Paid Reach of Page posts,Weekly Paid Reach of Page posts,28 Days Paid Reach of Page posts,Daily Viral Reach Of Page Posts,Weekly Viral Reach Of Page Posts,28 Days Viral Reach Of Page Posts,Daily Total Impressions of your posts,Weekly Total Impressions of your posts,28 Days Total Impressions of your posts,Daily Organic impressions of your posts,Weekly Organic impressions of your posts,28 Days Organic impressions of your posts,Daily Paid impressions of your posts,Weekly Paid impressions of your posts,28 Days Paid impressions of your posts,Daily Viral Impressions Of Your Posts,Weekly Viral Impressions Of Your Posts,28 Days Viral Impressions Of Your Posts,Daily Total Consumers,Weekly Total Consumers,28 Days Total Consumers,Daily Page Consumptions,Weekly Page Consumptions,28 Days Page Consumptions,Daily Negative Feedback,Weekly Negative Feedback,28 Days Negative Feedback,Daily Negative Feedback From Users,Weekly Negative Feedback From Users,28 Days Negative Feedback From Users,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Organic Views,Weekly Total Organic Views,28 Days Total Organic Views,Daily Total Promoted Views,Weekly Total Promoted Views,28 Days Total Promoted Views,Daily Total Organic 30-Second Views,Weekly Total Organic 30-Second Views,28 Days Total Organic 30-Second Views,Daily Paid 30-Second Views,Weekly Paid 30-Second Views,28 Days Paid 30-Second Views,Daily Total Video Views,Weekly Total Video Views,28 Days Total Video Views,Daily Total Auto-Played Views,Weekly Total Auto-Played Views,28 Days Total Auto-Played Views,Daily Total Clicked Views,Weekly Total Clicked Views,28 Days Total Clicked Views,Daily Video Repeats,Weekly Video Repeats,28 Days Video Repeats,Daily Total Unique Video Views,Weekly Total Unique Video Views,28 Days Total Unique Video Views,Daily Total 30-Second Views,Weekly Total 30-Second Views,28 Days Total 30-Second Views,Daily Auto-Played 30-Second Views,Weekly Auto-Played 30-Second Views,28 Days Auto-Played 30-Second Views,Daily Total Clicked 30-Second Views,Weekly Total Clicked 30-Second Views,28 Days Total Clicked 30-Second Views,Daily Total 30-Second Repeats,Weekly Total 30-Second Repeats,28 Days Total 30-Second Repeats,Daily Total Unique 30-Second Views,Weekly Total Unique 30-Second Views,28 Days Total Unique 30-Second Views,Daily Total: total action count per Page,Weekly Total: total action count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page
3/20/19,210039,12989,187,35417,112048,359383,554929,933844,2787230,80616,378644,1072808,479815,587528,2028920,8694,43058,215072,753149,1674216,8871756,140747,809728,2670375,611920,863331,6198155,12356,62030,372754,482,1157,354,668,553392,933844,2787230,78785,375863,1072437,479815,587528,2028920,8692,43010,215072,747751,1656471,8845291,135831,793140,2647136,611920,863331,6198155,12346,62005,372685,21265,91010,323011,30196,136238,471343,24,90,305,26,96,350,,,,,,,,,,,,,48183,212955,679796,,,29786,22072,90783,307168,,,4695,48183,212955,709582,36025,151526,443782,12158,61429,265800,7963,49882,147583,40220,163073,561999,22072,90783,311863,14422,53481,150428,7650,37302,161435,2639,13559,34426,19433,77224,277437,64,100,,,,,,,,,9,14,9,14
3/21/19,220412,10673,250,29990,119714,381172,469207,1083225,2890805,79454,326057,1099938,391707,791349,2131487,8915,42670,219792,613260,2037362,8996400,133578,693342,2758491,479162,1342493,6234283,12819,61769,380802,520,1527,348,940,467860,1083035,2890805,78034,322626,1099548,391707,791349,2131487,8915,42670,219792,609377,2021698,8966458,130215,679205,2732175,479162,1342493,6234283,12807,61733,380722,17621,87092,333944,25148,126558,486083,14,78,316,21,91,369,,,,,,,,,,,,,41278,204540,710734,,,16476,19003,90151,321476,,,2600,41278,204540,727210,31573,146622,457870,9705,57918,269340,7108,49329,157296,34170,155211,569914,19003,90151,324076,12863,54555,159567,6140,35596,164509,2483,13338,36468,16520,76813,287608,49,140,,,,,,,,,8,22,8,22
3/22/19,230116,10198,217,36419,143886,403799,541553,1326639,2994301,125962,398646,1169211,419800,987065,2191001,12878,50025,229543,690056,2649391,9229280,195528,810874,2929387,494273,1836766,6296039,18257,72538,397244,255,1751,175,1083,540300,1324795,2994301,125222,394720,1168769,419800,987065,2191001,12878,50025,229543,688193,2632210,9197665,193920,795444,2901626,494273,1836766,6296039,18247,72496,397154,24152,101831,350117,33566,147093,512731,19,91,331,20,101,383,,,,,,,,,,,,,70157,253092,775100,,,4631,34820,115542,353537,,,984,70157,253092,779731,56239,189183,500727,13918,63909,279004,12259,61349,185615,57898,191743,594116,34820,115542,354521,25463,75331,182693,9357,40211,171828,4152,16703,48497,30668,98839,306024,62,199,,,,,,,,,2,24,2,24
3/23/19,239568,9568,230,47274,182287,432513,613654,1609561,3172736,191459,526031,1257407,428777,1146827,2284825,21708,69654,247774,808114,3398631,9580612,289354,1041411,3152471,518403,2355169,6424061,31590,100868,422523,357,2051,232,1273,613654,1608307,3172736,191270,523142,1256897,428777,1146827,2284825,21708,69654,247774,807043,3380550,9548200,288640,1025381,3124139,518403,2355169,6424061,31571,100810,422416,34177,128480,366716,47618,184647,549297,28,111,350,32,126,404,,,,,,,,,,,,,119854,356080,882188,,,2239,59693,167979,407696,,,684,119854,356080,884427,98490,276659,589311,21364,79421,295116,16930,78911,227643,102924,277169,656784,59693,167979,408380,45331,116925,225326,14362,51054,183054,7087,23525,68796,52606,144454,339584,85,283,,,,,,,,,6,30,6,30
3/24/19,250897,12027,207,75560,243241,495561,1328788,2394461,3692456,258789,710648,1367456,1129592,1877450,2769549,103410,157861,333956,1718049,5049975,10865509,489244,1464038,3591865,1227588,3582757,7268426,156487,249302,575702,1217,3180,610,1821,1327079,2393536,3692456,257948,709264,1366852,1129592,1877450,2769549,103410,157861,333956,1714506,5028835,10829874,486918,1446078,3561448,1227588,3582757,7268426,156478,249235,575588,59924,176392,410897,99659,274971,641689,47,148,392,53,173,450,,,,,,,,,,,,,174884,515217,1048718,,,2239,89201,251060,493444,,,684,174884,515217,1050957,137588,403091,721755,37296,112126,329202,45512,150491,316678,129372,364726,734279,89201,251060,494128,62838,176396,286640,26363,74664,207488,17300,53324,107638,71901,197736,386490,103,385,,,,,,,,,11,41,11,41
3/25/19,260606,10273,228,61798,284065,533721,696643,2611412,3830568,231911,853511,1470109,493143,2020801,2849025,87827,243157,415251,1085085,6040090,11525594,468316,1838698,4008655,615859,4197367,7510879,131174,370012,699243,910,4025,570,2313,696643,2610311,3830568,231218,852454,1470109,493143,2020801,2849025,87827,243157,415251,1080603,6015517,11485621,464744,1818150,3974742,615859,4197367,7510879,131140,369912,699095,49136,203399,436322,88005,348182,721080,51,183,431,58,221,497,,,,,,,,,,,,,155761,645823,1193974,,,2239,74719,315200,563291,,,684,155761,645823,1196213,121025,506376,836599,34736,139447,359614,42505,209574,398466,113256,436249,797747,74719,315200,563975,50837,221163,335407,23882,94037,228568,18220,72916,137066,56499,242284,426909,101,483,,,,,,,,,16,56,15,56
3/26/19,269616,9208,243,41389,299683,554929,670583,2755382,3943383,162758,930319,1550321,541751,2137077,2890562,31821,266311,441018,1024227,6691940,12133176,307766,2024533,4276070,715721,4662926,7850385,44457,407140,740610,740,4481,525,2647,670003,2754156,3943383,161692,928645,1550321,541751,2137077,2890562,31803,266311,441018,1021725,6669198,12090837,306004,2006272,4240452,715721,4662926,7850385,44434,407023,740439,29513,211654,451124,49883,374075,764588,36,207,460,37,247,528,,,,,,,,,,,,,99057,709174,1285127,,,2239,45466,344974,605191,,,684,99057,709174,1287366,79669,560609,911551,19388,148565,375815,25276,235530,446205,73781,473644,841161,45466,344974,605875,32738,244492,366564,12728,100482,239311,9710,86002,159989,35756,258972,445886,130,594,,,,,,,,,19,71,18,70
3/27/19,277387,8181,237,33734,290313,579007,587560,2834897,3960881,136894,965602,1637607,449831,2146618,2862669,24032,274254,462129,796453,6735244,12299032,245635,2129421,4491327,550273,4601279,7800530,34408,429192,773311,545,4544,355,2646,587560,2834897,3960881,136894,964249,1637607,449831,2146618,2862669,24023,274254,462129,794967,6716414,12255508,244694,2115135,4454978,550273,4601279,7800530,34394,429071,773126,22859,211504,468533,34976,378855,795174,49,233,499,49,270,563,,,,,,,,,,,,,80672,741663,1360762,,,2239,36648,359550,639784,,,684,80672,741663,1363001,66955,591539,975388,13717,150124,387613,17092,240824,478123,63580,500839,884878,36648,359550,640468,27665,257735,393245,8983,101815,247223,6387,93535,177305,30261,266015,463163,57,587,,,,,,,,,3,65,3,64
3/28/19,284705,7544,190,34130,292533,599904,558644,2907787,3945185,132897,988981,1679350,433325,2173002,2746939,17625,285108,464983,766031,6888015,12327389,259596,2255439,4645747,506000,4628117,7674219,24756,441129,746836,435,4459,297,2595,558644,2907787,3945185,132801,988349,1679350,433325,2173002,2746939,17621,285108,464983,764523,6871560,12282817,258523,2243443,4608598,506000,4628117,7674219,24738,441002,746633,24662,214476,483707,38550,392257,822220,43,264,531,50,299,596,,,,,,,,,,,,,79574,779959,1424786,,,2239,35591,376138,670240,,,684,79574,779959,1427025,64478,624444,1028381,15096,155515,398644,18824,269552,517977,60750,510407,909048,35591,376138,670924,25909,270781,416204,9682,105357,254720,7738,100568,190319,27853,275570,480605,64,602,,,,,,,,,6,63,6,62
3/29/19,291738,7070,201,30528,283514,613073,539265,2905785,4047046,128611,983865,1714990,412707,2198747,2803918,13980,288843,465684,687871,6885830,12969388,228145,2288056,4828089,459350,4593194,8133569,19249,442121,750085,376,4580,259,2667,539172,2905785,4047046,128392,983241,1714990,412707,2198747,2803918,13973,288843,465684,686313,6869680,12923392,226963,2276486,4789823,459350,4593194,8133569,19241,441996,749874,20539,210235,490569,32497,391188,848439,38,280,556,38,317,629,,,,,,,,,,,,,74438,784240,1488577,,,2239,34338,375656,699925,,,684,74438,784240,1490816,61607,629812,1083457,12831,154428,407359,17225,280445,557966,57213,503795,932850,34338,375656,700609,25942,271260,440086,8396,104396,260523,6868,102940,206155,27470,272716,494454,58,598,,,,,,,,,7,68,7,67
3/30/19,298600,7154,267,32385,275459,634261,539907,2867453,4166840,105643,904555,1748261,447638,2191776,2885218,13295,278903,472118,760352,6838068,13708540,231206,2229908,5038128,528637,4603428,8662206,18971,429502,762876,509,4732,304,2736,539907,2867453,4166840,105643,903763,1748261,447638,2191776,2885218,13281,278903,472118,759150,6821787,13661406,230513,2218359,4999200,528637,4603428,8662206,18960,429385,762655,21355,198959,507554,34902,378472,881073,37,292,596,41,326,669,,,,,,,,,,,,,68528,732914,1553160,,,2239,30801,346764,729165,,,684,68528,732914,1555399,54919,586241,1135648,13609,146673,419751,15948,274433,606040,52580,458481,949359,30801,346764,729849,22115,248044,461403,8686,98720,268446,6860,100955,224034,23941,245809,505815,64,577,,,,,,,,,4,66,3,64
3/31/19,301532,3187,180,22120,226895,644294,279500,2240246,4230622,105271,785245,1804477,175023,1599480,2919221,13079,193707,491002,427700,5547719,14090241,238315,1978979,5230506,189131,3564971,8851337,19270,292285,777208,254,3769,174,2343,279500,2240246,4230622,104847,784450,1804477,175023,1599480,2919221,13079,193707,491002,426990,5534271,14042482,237859,1969300,5191145,189131,3564971,8851337,19254,292161,776971,17854,163411,512740,31435,310248,903067,48,299,638,60,333,723,,,,,,,,,,,,,74245,632275,1613344,,,2239,31016,288579,752946,,,684,74245,632275,1615583,61496,510149,1190564,12749,122126,425019,24445,240225,643606,49800,392050,971977,31016,288579,753630,22939,208145,481888,8077,80434,271742,7415,85840,237107,23601,202739,516523,45,519,,,,,,,,,11,66,10,63
4/1/19,301662,368,158,13508,186974,627949,105002,2039085,4247307,105002,675118,1816519,,1473281,2919221,14217,119901,496623,197530,4660164,14150319,197386,1708049,5290553,,2949112,8851337,19843,180954,791172,144,3003,78,1871,104754,2039085,4247307,104754,674529,1816519,,1473281,2919221,14215,119752,496623,195004,4648672,14100177,195004,1699560,5248840,,2949112,8851337,19822,180843,790914,12827,134100,497702,20413,242656,886029,33,283,658,35,310,743,,,,,,,,,,,,,61078,537592,1619572,,,2239,26384,240244,750677,,,684,61078,537592,1621811,52002,441126,1218000,9076,96466,403811,12354,200275,670673,48724,337317,951138,26384,240244,751361,20560,177868,492852,5824,62376,258509,5150,72658,244085,21234,167586,507276,16,434,,,,,,,,,4,54,4,51
4/2/19,302556,1180,146,25020,171394,612579,153261,1903180,4276108,153261,697678,1857707,,1284793,2918877,56690,140488,538951,309131,3945068,14236497,308914,1709197,5459451,,2233391,8768507,91513,228010,878264,217,2480,109,1464,153261,1903180,4276108,153261,697678,1857707,,1284793,2918877,56690,140488,538951,308414,3935361,14185935,308414,1701970,5417428,,2233391,8768507,91507,227916,878006,22947,127662,481724,40621,233394,890008,34,281,686,34,307,768,,,,,,,,,,,,,83508,522043,1648736,,,2239,32974,227752,755190,,,684,83508,522043,1650975,68799,430256,1260479,14709,91787,390496,23108,191077,701555,60400,330966,949420,32974,227752,755874,23473,168603,505551,9501,59149,250323,6913,68707,252065,26061,159045,503809,15,319,,,,,,,,,1,36,1,33
4/3/19,303085,781,123,19032,153918,604064,138944,1687827,4300374,138944,675998,1889529,,1080880,2914584,43092,153225,578622,250253,3398868,14186807,249965,1713527,5572720,,1683118,8605371,64661,258263,938660,288,2223,114,1224,138894,1687827,4300374,138894,675998,1889529,,1080880,2914584,43092,153225,578622,249341,3389735,14135563,249341,1706617,5530192,,1683118,8605371,64642,258164,938392,17290,117943,470149,28631,227049,887239,25,252,690,27,285,778,,,,,,,,,,,,,73729,515100,1674150,,,2239,31342,222446,762719,,,684,73729,515100,1676389,61484,424785,1295486,12245,90315,380903,16058,199573,731392,57671,315527,944997,31342,222446,763403,23440,164378,518895,7902,58068,244508,7793,69402,259927,23549,153044,503476,24,286,,,,,,,,,3,36,3,33
4/4/19,303324,483,132,12597,133400,589669,99735,1433601,4090368,99645,643393,1921668,,852041,2655488,21597,157158,597449,179189,2812026,13645986,178905,1632836,5598345,,1177118,8038779,32477,265984,966833,284,2072,141,1068,99645,1433601,4090368,99645,643393,1921668,,852041,2655488,21597,157158,597449,178182,2803394,13594243,178182,1626276,5555464,,1177118,8038779,32471,265897,966569,11668,106961,459227,17312,205811,869813,23,234,695,23,258,776,,,,,,,,,,,,,48306,483832,1673457,,,,21037,207892,760534,,,,48306,483832,1673457,40852,401159,1308302,7454,82673,365155,7799,178039,730591,40507,305793,942866,21037,207892,760534,16208,154677,525166,4829,53215,235368,3877,65840,257460,17160,142052,503074,20,242,,,,,,,,,2,32,2,29
4/5/19,303799,700,114,13738,118873,587188,148612,1208656,4113633,148612,675443,1982496,,573267,2652077,20149,159013,610465,232302,2356457,13626357,232099,1636790,5735651,,717768,7881683,30862,277597,994662,203,1899,96,888,148612,1208656,4113633,148612,675443,1982496,,573267,2652077,20149,159013,610465,231327,2348408,13574012,231327,1630640,5692329,,717768,7881683,30851,277507,994388,12658,100502,452934,19471,192785,867012,19,213,702,20,240,779,,,,,,,,,,,,,52208,461602,1692879,,,,22123,195677,767305,,,,52208,461602,1692879,44138,383690,1334517,8070,77912,358362,9315,166664,742669,42893,294938,950210,22123,195677,767305,16857,145592,535727,5266,50085,231578,2897,59559,259999,19226,136118,507306,23,207,,,,,,,,,4,29,4,26
4/6/19,303975,391,113,10683,102484,574894,105459,859364,4055422,105459,693539,1971843,,175023,2569695,14382,158672,558684,183657,1779762,13126704,183516,1589100,5742770,,189131,7374876,20216,278842,909351,141,1531,70,664,105430,859364,4055422,105430,693539,1971843,,175023,2569695,14382,158672,558684,182614,1771872,13073484,182614,1582741,5698608,,189131,7374876,20206,278753,909073,9892,93492,445215,15080,172963,862268,9,190,693,10,209,777,,,,,,,,,,,,,40394,433468,1708228,,,,17156,182032,772998,,,,40394,433468,1708228,33701,362472,1354313,6693,70996,353915,9285,146270,755150,31109,287198,953078,17156,182032,772998,12870,136347,543693,4286,45685,229305,3495,53526,270509,13661,128506,502489,14,157,,,,,,,,,3,28,3,26
4/7/19,304170,414,107,10223,92677,567827,104309,720802,4037574,104309,720802,1985898,,,2553404,9285,155869,538457,168523,1520585,12975365,168387,1519172,5762852,,,7203462,13331,272903,877212,136,1413,74,565,104309,720802,4037574,104309,720802,1985898,,,2553404,9272,155869,538457,167856,1512738,12921751,167856,1512738,5718289,,,7203462,13319,272818,876926,9328,85789,436320,14317,155845,856019,15,156,689,15,164,780,,,,,,,,,,,,,38077,397300,1715235,,,,16495,167511,775606,,,,38077,397300,1715235,31718,332694,1368101,6359,64606,347134,7120,119014,752431,30957,278286,962804,16495,167511,775606,12481,125889,550044,4014,41622,225562,3469,43117,269192,13026,124394,506414,6,118,,,,,,,,,1,18,1,18
4/8/19,304384,480,146,12098,90360,568309,162975,778212,4077430,162975,778212,2060659,,,2543196,9102,153595,538188,237309,1560364,13069164,237118,1558904,5912289,,,7147728,12747,265807,876888,191,1460,75,566,162975,778212,4077430,162975,778212,2060659,,,2543196,9102,153595,538188,236135,1553869,13015123,236135,1553869,5867395,,,7147728,12742,265738,876598,10999,82674,436743,16504,151936,860908,22,147,699,23,152,790,,,,,,,,,,,,,43094,379316,1742651,,,,17298,158425,786398,,,,43094,379316,1742651,36141,316833,1394180,6953,62483,348471,6815,102909,752054,36279,276407,990597,17298,158425,786398,12767,118096,559551,4531,40329,226847,3030,39965,267731,14268,118460,518667,18,120,,,,,,,,,1,15,1,15
4/9/19,304517,440,144,11663,78843,570009,125763,767460,4108114,125763,767460,2099498,,,2543196,8455,117112,539954,215544,1466777,13207034,215420,1465410,6050156,,,7147728,11441,185735,877639,124,1367,63,534,125763,767460,4108114,125763,767460,2099498,,,2543196,8443,117112,539954,214677,1460132,13152891,214677,1460132,6005163,,,7147728,11437,185668,877345,10591,72555,440941,16121,127436,868486,12,125,693,12,130,784,,,,,,,,,,,,,41694,337502,1771690,,,,15425,140876,796688,,,,41694,337502,1771690,35287,283321,1419317,6407,54181,352373,8751,88812,764325,32943,248690,1007365,15425,140876,796688,11527,106150,567547,3898,34726,229141,3023,36090,273452,12402,104786,523236,7,112,,,,,,,,,1,15,1,15
4/10/19,304496,233,124,9770,70381,564783,70806,695818,4110162,70806,695818,2097410,,,2543196,7154,82379,539366,165905,1382429,13190757,165763,1381208,6033884,,,7147728,9636,130710,880195,142,1221,63,488,70496,695818,4110162,70496,695818,2097410,,,2543196,7154,82379,539366,165016,1375807,13138427,165016,1375807,5990699,,,7147728,9636,130662,879902,9029,64706,433334,14448,113253,855395,15,113,678,18,121,772,,,,,,,,,,,,,34257,298030,1767748,,,,13465,122999,795778,,,,34257,298030,1767748,28607,250444,1418294,5650,47586,349454,8817,79336,757101,25440,218694,1010647,13465,122999,795778,9881,92591,568185,3584,30408,227593,3608,31114,272559,9857,91885,523219,7,95,,,,,,,,,3,15,3,15
4/11/19,304423,204,140,6675,65811,549800,50884,660675,4083062,50884,660675,2071191,,,2543196,5904,70382,536318,101620,1304860,13042263,101507,1303810,5885427,,,7147728,7990,106223,875105,113,1050,56,418,50877,660675,4083062,50877,660675,2071191,,,2543196,5904,70382,536318,100430,1298055,12994707,100430,1298055,5846979,,,7147728,7987,106178,874810,6236,60045,421494,9039,104980,829606,7,98,660,7,105,753,,,,,,,,,,,,,24476,274200,1742531,,,,10609,112571,786752,,,,24476,274200,1742531,20554,230146,1402371,3922,44054,340160,4897,74398,761469,19579,199802,981062,10609,112571,786752,8200,84583,564596,2409,27988,222156,2056,27757,270081,8553,84814,516671,5,80,,,,,,,,,1,14,1,14
4/12/19,304370,232,122,5375,58482,545465,46780,580497,4091070,46780,580497,2071083,,,2543196,6091,57163,537601,84783,1157341,13049019,84722,1156433,5892153,,,7147728,8042,83403,875659,61,908,40,371,46661,580497,4091070,46661,580497,2071083,,,2543196,6082,57096,537601,84080,1150808,13001106,84080,1150808,5853378,,,7147728,8039,83366,875365,4754,52846,415081,6905,92414,823480,7,85,661,7,92,750,,,,,,,,,,,,,25534,247526,1746460,,,,11509,101957,788832,,,,25534,247526,1746460,22315,208323,1411008,3219,39203,335452,4888,67593,770923,20646,179933,975537,11509,101957,788832,9404,77130,569313,2105,24827,219519,2121,26554,271114,9388,75403,517718,5,62,,,,,,,,,3,13,3,13
4/13/19,304332,268,123,9642,58880,543348,66013,538342,4088622,66013,538342,2065107,,,2543196,13306,56448,542616,144527,1118211,13134672,144404,1117321,5977740,,,7147728,19446,82633,891845,123,890,65,366,65901,538342,4088622,65901,538342,2065107,,,2543196,13306,56382,542616,143565,1111759,13085968,143565,1111759,5938240,,,7147728,19446,82606,891554,8803,53219,412476,13784,91118,827200,10,83,662,15,97,758,,,,,,,,,,,,,43586,250718,1773180,,,,16798,101599,798374,,,,43586,250718,1773180,39161,213783,1439155,4425,36935,334025,9712,68322,793364,33874,182396,979816,16798,101599,798374,13990,78250,579566,2808,23349,218808,3359,27447,276063,13439,74152,522311,9,57,,,,,,,,,,10,,10
4/14/19,304200,486,169,11141,60013,548060,155654,562233,4159848,104523,509631,2117265,54020,54020,2591284,12133,58246,546176,251908,1201596,13319875,192985,1141919,6104108,58756,58756,7206484,17443,86745,901235,167,921,80,381,155654,562233,4159848,104523,509631,2117265,54020,54020,2591284,12133,58246,546176,250929,1194832,13270676,192173,1136076,6064192,58756,58756,7206484,17442,86729,900943,8835,53769,414852,13515,90316,831380,13,81,671,14,96,766,,,,,,,,,,,,,39083,251724,1796516,,,,13459,98563,805713,,,,39083,251724,1796516,35583,217648,1463582,3500,34076,332934,8118,73298,798220,30965,178426,998296,13459,98563,805713,11293,77062,587492,2166,21501,218221,2238,28557,278924,11221,70006,526789,8,59,,,,,,,,,4,13,4,13
4/15/19,304854,912,280,16545,63186,546931,146208,538360,4192932,146208,490209,2181447,,54020,2591284,28115,75153,557397,311598,1275885,13536503,311352,1216153,6321804,,58756,7205235,47718,121716,938489,246,976,111,420,144853,538079,4192932,144853,489976,2181447,,54020,2591284,28115,75153,557397,307633,1266330,13484388,307633,1207574,6279153,,58756,7205235,47713,121700,938193,14890,56614,412072,28218,102030,844804,22,82,685,29,102,785,,,,,,,,,,,,,64193,272823,1835554,,,,23506,104771,818640,,,,64193,272823,1835554,54473,235980,1500315,9720,36843,335239,19897,96374,821306,44296,176449,1014248,23506,104771,818640,16696,80991,598118,6810,23780,220522,5490,32903,288190,18016,71868,530450,10,51,,,,,,,,,2,14,2,14
4/16/19,304806,386,243,11350,61419,534668,114920,524663,4192576,114920,470353,2196925,,54020,2573182,19287,84353,566314,222418,1282759,13386544,222294,1223027,6422167,,58756,6955073,30963,141238,962123,124,976,73,433,113985,524042,4192576,113985,469853,2196925,,54020,2573182,19287,84353,566314,220139,1271792,13336483,220139,1213036,6381410,,58756,6955073,30961,141224,961831,10277,55604,404682,17550,103459,838364,22,92,695,37,127,811,,,,,,,,,,,,,47308,278437,1847156,,,,16727,106073,819675,,,,47308,278437,1847156,40830,241523,1515709,6478,36914,331447,11406,103036,839212,35902,175401,1007944,16727,106073,819675,12388,81852,601097,4339,24221,218578,3457,32581,293018,13270,73492,526657,11,55,,,,,,,,,3,16,3,16
4/17/19,304822,285,127,10845,63690,513115,86696,550657,4153003,86696,496899,2203316,,54020,2527078,14462,89543,562150,182454,1299308,12815849,182310,1239574,6463730,,58756,6343153,22453,154055,972220,144,978,85,446,86515,549874,4153003,86515,496262,2203316,,54020,2527078,14462,89543,562150,180755,1287531,12769487,180755,1228775,6426334,,58756,6343153,22453,154041,971938,10010,56820,395406,15533,104544,823701,16,92,692,20,129,805,,,,,,,,,,,,,45074,289254,1844047,,,,17424,110032,815027,,,,45074,289254,1844047,38775,251691,1518459,6299,37563,325588,9835,106944,833347,35239,182310,1010700,17424,110032,815027,13278,85249,599953,4146,24783,215074,2803,31631,290369,14621,78401,524658,9,57,,,,,,,,,2,15,2,15
4/18/19,304904,378,142,9975,65818,497058,84929,570318,4113894,84929,521403,2198854,,54020,2463704,14333,97707,568649,155297,1352985,12357886,155100,1293167,6485252,,58756,5863991,19921,165986,979322,197,1062,121,513,84466,568224,4113894,84466,519653,2198854,,54020,2463704,14333,97707,568649,153818,1340919,12313928,153818,1282163,6449937,,58756,5863991,19916,165970,979047,9044,58392,387719,13151,108656,811704,12,98,687,12,134,796,,,,,,,,,,,,,35540,300318,1838309,,,,13524,112947,809548,,,,35540,300318,1838309,30145,261282,1517031,5395,39036,321278,6307,107021,837585,29233,193297,1000724,13524,112947,809548,10194,87243,597284,3330,25704,212264,1942,30918,289239,11582,82029,520309,13,65,,,,,,,,,2,16,2,16
4/19/19,304918,252,118,7376,67122,472680,68385,573284,4055569,68292,523107,2187301,,54020,2405222,10588,99756,567402,128726,1396928,11796556,128576,1337021,6418300,,58756,5369718,14905,172849,975970,150,1151,74,534,68208,571169,4055569,68208,521345,2187301,,54020,2405222,10588,99756,567402,127347,1384186,11753082,127347,1325430,6383364,,58756,5369718,14898,172829,975698,6653,60179,370893,9929,111680,788067,14,104,681,14,141,790,,,,,,,,,,,,,28151,302935,1796303,,,,10805,112243,785533,,,,28151,302935,1796303,23873,262840,1484665,4278,40095,311638,3237,106581,814003,24914,196354,982300,10805,112243,785533,8092,85931,579913,2713,26312,205620,1334,29944,282773,9471,82299,502760,5,65,,,,,,,,,3,16,3,16
4/20/19,304932,286,117,5521,64391,438877,68014,584567,3906388,68014,535912,2098631,,54020,2301903,12624,99371,556088,111952,1364353,11100394,111830,1304447,6240776,,58756,4851315,18068,171471,962448,122,1150,61,530,67924,582039,3906388,67924,533787,2098631,,54020,2301903,12624,99371,556088,111328,1351949,11057367,111328,1293193,6206052,,58756,4851315,18068,171451,962195,4655,56974,344478,5848,103744,746297,7,103,661,7,133,765,,,,,,,,,,,,,25012,284361,1701461,,,,9060,104505,734900,,,,25012,284361,1701461,20843,244522,1407018,4169,39839,294443,3343,93179,767512,21669,191182,933949,9060,104505,734900,6422,78363,541004,2638,26142,193896,1580,27392,269608,7480,77113,465292,4,60,,,,,,,,,2,18,2,18
