Date,Lifetime Total Likes,Daily New Likes,Daily Unlikes,Daily Page Engaged Users,Weekly Page Engaged Users,28 Days Page Engaged Users,Daily Total Reach,Weekly Total Reach,28 Days Total Reach,Daily Organic Reach,Weekly Organic Reach,28 Days Organic Reach,Daily Paid Reach,Weekly Paid Reach,28 Days Paid Reach,Daily Viral Reach,Weekly Viral Reach,28 Days Viral Reach,Daily Total Impressions,Weekly Total Impressions,28 Days Total Impressions,Daily Organic impressions,Weekly Organic impressions,28 Days Organic impressions,Daily Paid Impressions,Weekly Paid Impressions,28 Days Paid Impressions,Daily Viral impressions,Weekly Viral impressions,28 Days Viral impressions,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Reach Of Page Posts,Weekly Reach Of Page Posts,28 Days Reach Of Page Posts,Daily Organic Reach of Page posts,Weekly Organic Reach of Page posts,28 Days Organic Reach of Page posts,Daily Paid Reach of Page posts,Weekly Paid Reach of Page posts,28 Days Paid Reach of Page posts,Daily Viral Reach Of Page Posts,Weekly Viral Reach Of Page Posts,28 Days Viral Reach Of Page Posts,Daily Total Impressions of your posts,Weekly Total Impressions of your posts,28 Days Total Impressions of your posts,Daily Organic impressions of your posts,Weekly Organic impressions of your posts,28 Days Organic impressions of your posts,Daily Paid impressions of your posts,Weekly Paid impressions of your posts,28 Days Paid impressions of your posts,Daily Viral Impressions Of Your Posts,Weekly Viral Impressions Of Your Posts,28 Days Viral Impressions Of Your Posts,Daily Total Consumers,Weekly Total Consumers,28 Days Total Consumers,Daily Page Consumptions,Weekly Page Consumptions,28 Days Page Consumptions,Daily Negative Feedback,Weekly Negative Feedback,28 Days Negative Feedback,Daily Negative Feedback From Users,Weekly Negative Feedback From Users,28 Days Negative Feedback From Users,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Organic Views,Weekly Total Organic Views,28 Days Total Organic Views,Daily Total Promoted Views,Weekly Total Promoted Views,28 Days Total Promoted Views,Daily Total Organic 30-Second Views,Weekly Total Organic 30-Second Views,28 Days Total Organic 30-Second Views,Daily Paid 30-Second Views,Weekly Paid 30-Second Views,28 Days Paid 30-Second Views,Daily Total Video Views,Weekly Total Video Views,28 Days Total Video Views,Daily Total Auto-Played Views,Weekly Total Auto-Played Views,28 Days Total Auto-Played Views,Daily Total Clicked Views,Weekly Total Clicked Views,28 Days Total Clicked Views,Daily Video Repeats,Weekly Video Repeats,28 Days Video Repeats,Daily Total Unique Video Views,Weekly Total Unique Video Views,28 Days Total Unique Video Views,Daily Total 30-Second Views,Weekly Total 30-Second Views,28 Days Total 30-Second Views,Daily Auto-Played 30-Second Views,Weekly Auto-Played 30-Second Views,28 Days Auto-Played 30-Second Views,Daily Total Clicked 30-Second Views,Weekly Total Clicked 30-Second Views,28 Days Total Clicked 30-Second Views,Daily Total 30-Second Repeats,Weekly Total 30-Second Repeats,28 Days Total 30-Second Repeats,Daily Total Unique 30-Second Views,Weekly Total Unique 30-Second Views,28 Days Total Unique 30-Second Views,Daily Total: total action count per Page,Weekly Total: total action count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page
2/16/19,188766,85,54,3867,31771,363073,108033,732267,4582846,27520,134075,321078,80526,617093,4426874,2711,18824,157009,134780,1325312,20074309,50234,442558,1458118,84426,881323,18606702,3846,30318,281124,120,1431,60,446,108033,731921,4489977,27520,133161,319670,80526,617093,4335601,2711,18802,156818,134473,1318652,18996723,50047,437329,1448318,84426,881323,17548405,3844,30299,280944,3708,30068,231347,5765,49098,358053,6,87,271,6,103,330,,,,,,,,,,,,,8386,62127,163651,,26532,685080,2990,23391,53512,,6265,149204,8386,88659,848731,6215,68583,696703,2171,20076,152028,418,15501,230178,7968,73158,618553,2990,29656,202716,1720,19503,164276,1270,10153,38440,135,3706,29084,2855,25950,173632,6,100,,,,,,,,,3,8,3,8
2/17/19,188804,151,63,6245,29149,369381,212886,802875,4610730,45458,160386,336099,169345,659144,4456491,16201,32628,160202,260018,1424283,20286678,81296,469155,1492011,178511,953793,18785213,25020,51588,280734,211,1335,57,394,212886,802458,4520035,45394,159564,335461,169345,659144,4367083,16201,32628,160003,259621,1417820,19208959,81110,464027,1482043,178511,953793,17726916,25016,51568,280551,5173,26807,234375,7433,45269,362141,7,82,272,7,90,332,,,,,,,,,,,,,9115,67187,165794,,5,685080,3092,24988,54802,,,149204,9115,67192,850874,6599,49820,697599,2516,17372,153275,646,14607,228625,8469,52585,622249,3092,24988,204006,1657,14542,164763,1435,10446,39243,192,3563,29054,2900,21425,174952,12,96,,,,,,,,,3,10,3,10
2/18/19,188857,163,69,6926,32759,368459,342621,993356,4569202,34538,175967,335051,313722,841331,4400516,9887,39079,148948,419666,1664981,19508433,76308,496239,1509354,343115,1167472,17989726,15118,63593,264634,243,1270,65,368,342621,991448,4475615,34538,174977,334418,313722,841331,4310643,9887,39079,148776,419010,1658491,18570727,75895,491019,1499028,343115,1167472,17071699,15117,63581,264452,5800,29883,234510,8358,48241,364412,5,75,267,5,84,327,,,,,,,,,,,,,7846,67292,165953,3999,3999,689079,2734,24597,55595,584,584,149788,11845,71291,855032,9009,52693,700355,2836,18598,154677,586,11334,227527,11259,59957,627505,3318,25181,205383,1908,14371,165417,1410,10810,39966,219,2798,31164,3099,22383,174219,11,71,,,,,,,,,1,10,1,10
2/19/19,188851,105,70,7937,36825,371420,372068,1210167,4615280,26318,181225,344032,346963,1072460,4444236,3154,38971,146411,533855,1995735,19652765,56314,502240,1539623,477360,1492288,18103919,4809,64500,261772,181,1207,53,344,372068,1210167,4526734,26318,179946,343441,346963,1072460,4359002,3154,38971,146245,533551,1990141,18867071,56191,497853,1529252,477360,1492288,17337819,4807,64486,261589,7635,33924,237623,10551,53971,371666,8,81,271,8,86,333,,,,,,,,,,,,,8530,69493,170898,13031,17030,702110,3337,25292,57891,2241,2825,152029,21561,86523,873008,16797,64734,714365,4764,21789,158643,1488,10853,235194,20073,75670,637814,5578,28117,209920,3454,16213,168188,2124,11904,41732,54,2985,30531,5524,25132,179389,16,77,,,,,,,,,,9,,9
2/20/19,188873,135,51,9120,40514,373613,360857,1289390,4636974,25781,177071,360565,336328,1155534,4459751,2313,34654,146176,514910,2275277,19823704,48871,458548,1571833,465825,1815514,18242697,3315,58574,261148,214,1215,51,315,360857,1289390,4575730,25740,177010,359915,336328,1155534,4399942,2313,34654,146010,514433,2272385,19174366,48608,456871,1561221,465825,1815514,17613145,3311,58558,260962,8928,37915,242808,11086,55637,380229,3,66,273,3,71,336,,,,,,,,,,,,,8600,62409,177085,15053,32083,717163,3918,23066,61037,2519,5344,154548,23653,94492,894248,17624,70663,730264,6029,23829,163984,405,6932,237459,23248,87560,656789,6437,28410,215585,3522,16065,171264,2915,12345,44321,50,1645,29748,6387,26765,185837,14,73,,,,,,,,,,8,,8
2/21/19,188883,100,48,8716,44728,354966,336072,1303676,4599320,23985,172265,374105,317423,1180045,4422144,3023,35377,146998,488616,2547757,19114567,45462,413454,1594952,443034,2133142,17510806,4771,59720,261463,120,1161,56,306,336072,1303676,4541973,23985,172265,373406,317423,1180045,4366025,3023,35377,146830,488210,2544997,18598446,45176,411855,1584179,443034,2133142,17014267,4770,59704,261280,8521,41786,241419,10408,58518,379214,2,47,272,2,50,331,,,,,,,,,,,,,10340,60596,184542,13310,45393,724108,4695,23634,65007,2095,7439,155368,23650,105989,908650,17485,79272,739578,6165,26717,169072,1680,8443,248056,21970,97546,660594,6790,31073,220375,3724,17505,173285,3066,13568,47090,161,405,30488,6629,30668,189887,22,87,,,,,,,,,2,10,2,10
2/22/19,188833,46,43,6215,47824,336975,339464,1291849,4482968,13152,166210,377699,331931,1183501,4287920,1159,33997,145459,457176,2809021,18357465,24632,383117,1596299,432517,2424788,16752599,1815,58694,259346,27,1116,13,287,339464,1291849,4425107,13142,166210,376986,331931,1183501,4220522,1159,33997,145459,456986,2806284,17914639,24469,381496,1586151,432517,2424788,16328488,1815,58680,259169,6071,45023,236317,6918,60519,374978,6,36,276,6,37,334,,,,,,,,,,,,,5791,58608,188301,11845,57238,732991,2759,23525,67347,1616,9055,156400,17636,115846,921292,13382,87111,748774,4254,28735,172518,656,10568,250715,16980,105278,670577,4375,32580,223747,2337,18322,174783,2038,14258,48964,179,540,31486,4196,32040,192261,3,84,,,,,,,,,,9,,9
2/23/19,188858,145,64,8306,52283,318316,310347,1293300,4414583,42574,184165,411649,271503,1179739,4223153,3927,36124,145362,456782,3131023,17633222,66270,399153,1637328,390381,2730743,15987595,6311,61159,260315,131,1127,71,307,310347,1293300,4361532,42574,184165,410802,271503,1179739,4160554,3927,36124,145362,456508,3128319,17265299,66127,397576,1627455,390381,2730743,15637844,6309,61145,260146,8006,49163,240518,11052,65806,377952,9,39,283,11,42,342,,,,,,,,,,,,,12766,62988,199415,2392,59630,735383,5534,26069,72483,300,9355,156700,15158,122618,934798,9906,90802,757734,5252,31816,177064,97,8509,255656,15061,114109,679142,5834,35424,229183,2698,19300,177272,3136,16124,51911,,430,31473,5834,34994,197710,12,90,,,,,,,,,1,7,1,7
2/24/19,188828,65,35,5412,51757,299127,284591,1233506,4319888,29595,168897,424269,260932,1108212,4111864,2252,23267,141857,433152,3304157,16920371,49850,367707,1634074,383223,2935455,15278493,3308,39447,255713,79,995,38,290,284591,1233506,4266869,29595,168897,423254,260932,1108212,4063134,2249,23267,141857,432832,3301530,16642387,49609,366075,1624177,383223,2935455,15018210,3306,39435,255577,5256,49123,239148,7267,65640,373405,7,39,272,7,42,327,,,,,,,,,,,,,8354,62227,202635,,59630,735383,3453,26430,74648,,9355,156700,8354,121857,938018,5144,89347,759331,3210,32510,178687,213,11042,249857,8141,110815,688161,3453,35785,231348,1524,19167,178051,1929,16618,53297,46,,29829,3407,35785,201519,7,85,,,,,,,,,,4,,4
2/25/19,188849,151,76,6911,51991,282013,278288,1118960,4185589,34753,167778,446204,240760,1000937,3967796,4969,19012,143069,425000,3309491,16380558,51526,342925,1647535,373406,2965746,14725587,7633,31962,259348,68,820,37,270,278288,1118960,4144446,34734,167778,445082,240760,1000937,3922712,4969,19012,143069,424856,3307376,16196155,51450,341630,1637885,373406,2965746,14558270,7633,31951,259246,6623,50472,237817,8614,65896,373905,8,42,272,11,48,328,,,,,,,,,,,,,10505,64886,210464,,55631,735383,4872,28568,78969,,8771,156700,10505,120517,945847,6181,86519,763638,4324,33998,182209,459,10281,247382,10046,110236,698465,4872,37339,235669,2070,19329,179807,2802,18010,55862,,,28898,4872,37339,206771,13,87,,,,,,,,,2,5,2,5
2/26/19,188800,65,65,5167,50109,264967,283963,1075589,3952591,23709,172110,424479,264552,960041,3744458,2104,18322,115898,416645,3192281,15305731,40351,326962,1580941,376215,2864601,13717763,3090,30243,214354,79,718,38,259,283755,1075589,3930171,23709,172110,423347,264552,960041,3722092,2104,18322,115898,416509,3190334,15200549,40294,325733,1571318,376215,2864601,13629231,3090,30234,214261,4848,48586,235504,6375,61720,368189,6,41,260,6,46,309,,,,,,,,,,,,,7904,64260,207776,,42600,722011,3566,28797,79912,,6530,154794,7904,106860,929787,4717,74439,746317,3187,32421,183470,228,8271,231834,7676,98589,697953,3566,35327,234706,1581,17456,177659,1985,17871,57047,28,21,26528,3538,35306,208178,8,79,,,,,,,,,2,7,2,7
2/27/19,188742,65,50,3907,45053,249242,421873,1139182,3690556,14149,160152,409987,410459,1025288,3478293,1184,17392,107376,630597,3307968,14120963,30378,308469,1517699,600128,2998904,12596692,1707,28635,194232,91,595,46,259,421873,1139182,3683696,14149,160152,408715,410459,1025288,3472199,1184,17392,107376,630296,3306197,14097454,30168,307293,1508080,600128,2998904,12589374,1707,28630,194159,3642,43425,231669,4390,55024,359008,10,47,248,14,57,301,,,,,,,,,,,,,5037,60697,201426,,27547,695836,2055,26934,78206,,4011,150803,5037,88244,897262,3118,59933,714712,1919,28311,182550,468,5972,208388,4569,82272,688874,2055,30945,229009,984,14918,172335,1071,16027,56674,143,854,25879,1912,30091,203130,7,72,,,,,,,,,,7,,7
2/28/19,188905,293,76,7360,41776,225542,465487,1216942,3360717,39252,171924,423046,430837,1083675,3155414,20874,34137,120079,737674,3557026,13223785,105176,368183,1532151,632311,3188181,11685332,51231,75095,224221,187,662,72,272,465487,1216942,3360717,39252,171924,421921,430837,1083675,3155414,20874,34137,120079,737214,3555201,13207697,104903,367020,1522365,632311,3188181,11685332,51231,75091,224153,6698,39842,216580,11504,56120,338869,12,54,233,17,72,281,,,,,,,,,,,,,15550,65907,206431,,14237,620963,5135,27374,80130,,1916,138579,15550,80144,827394,11485,53933,655886,4065,26211,171508,3761,6926,174645,11789,73218,652749,5135,29290,218709,2950,14144,162996,2185,15146,55713,876,1529,25045,4259,27761,193664,27,77,,,,,,,,,1,6,1,6
3/1/19,188846,93,81,5278,40399,200934,24829,1118314,3141039,24817,178353,432298,,974352,2929723,8122,38469,121293,45872,3145722,11949128,45803,389354,1523472,,2755664,10419512,16000,89280,233382,69,704,33,289,24817,1118314,3141039,24817,178353,431125,,974352,2929723,8122,38469,121293,45738,3143953,11933191,45738,388289,1513679,,2755664,10419512,16000,89276,233322,5175,38574,193777,6278,55480,298395,5,53,225,5,71,270,,,,,,,,,,,,,10647,70763,212363,,2392,505157,4653,29268,83590,,300,119476,10647,73155,717520,6531,47082,568168,4116,26073,149352,805,6193,127438,9842,66962,590082,4653,29568,203066,2060,13867,149118,2593,15701,53948,148,701,21076,4505,28867,181990,1,75,,,,,,,,,,6,,6
3/2/19,188775,48,55,1837,33867,193904,10653,1020018,2936670,10653,147134,430420,,906011,2719805,3345,36993,121048,21200,2710140,11012088,21167,344251,1493603,,2365283,9512552,6180,89149,233767,33,606,19,239,10641,1020018,2936670,10641,147134,429257,,906011,2719805,3345,36993,121048,21136,2708581,10996473,21136,343298,1483921,,2365283,9512552,6179,89146,233709,1730,32281,187117,2268,46696,287227,1,43,212,1,61,253,,,,,,,,,,,,,3945,61942,212024,,,457398,1561,25295,83808,,,110263,3945,61942,669422,2728,39904,523818,1217,22038,145604,367,6075,118988,3578,55867,550434,1561,25295,194071,798,11967,140417,763,13328,53654,72,901,18152,1489,24394,175919,6,69,,,,,,,,,3,8,1,6
3/3/19,188726,83,77,8510,37085,198857,29509,961712,2903665,29500,146307,445892,,843048,2678267,2880,36970,120710,45999,2322987,10450057,45937,340338,1506526,,1982060,8937767,4938,90779,235643,62,589,19,222,29500,959923,2903665,29500,146307,444643,,843048,2678267,2880,36970,120710,45914,2321663,10434626,45914,339603,1496859,,1982060,8937767,4938,90778,235586,8386,35790,191583,9441,48870,293821,6,43,210,6,60,256,,,,,,,,,,,,,14061,67649,223618,,,433657,7235,29077,90262,,,104380,14061,67649,657275,6580,41340,504700,7481,26309,152575,300,7581,110191,13761,60068,547084,7235,29077,194642,2454,12897,136450,4781,16180,58192,,1537,17847,7235,27540,176795,9,71,,,,,,,,,,8,,6
3/4/19,188801,222,100,33199,61674,216991,105327,948955,2842563,105327,208528,518618,,769406,2579572,4075,35853,122742,137452,2035439,9895828,137339,426151,1613520,,1608654,8276771,5879,89025,239158,113,634,29,212,105327,947213,2842563,105327,208528,516930,,769406,2579572,4075,35853,122742,137309,2034116,9880980,137309,425462,1604209,,1608654,8276771,5879,89024,239109,33008,60638,210569,37451,77707,315400,12,48,217,15,64,265,,,,,,,,,,,,,54850,111994,277164,,,373360,28653,52858,118468,,,87542,54850,111994,650524,24566,59725,476383,30284,52269,174141,1251,10670,102681,53599,101324,547843,28653,52858,206010,9596,20423,130419,19057,32435,75591,902,2743,20972,27751,50115,185038,33,91,,,,,,,,,3,9,2,6
3/5/19,189543,879,93,34213,92888,231558,135925,935209,2801231,96694,271720,588671,41659,711225,2507799,2917,36575,123131,222953,1841747,9341009,140016,525816,1718235,82830,1315269,7617549,4421,90356,240444,107,662,42,218,135925,933517,2801231,96694,271720,586663,41659,711225,2507799,2917,36575,123131,222656,1840263,9326653,139826,524994,1709104,82830,1315269,7617549,4415,90349,240393,33075,90918,223622,36642,107974,324934,9,50,224,9,67,272,,,,,,,,,,,,,54344,158434,329758,,,302615,28461,77753,146246,,,69910,54344,158434,632373,26320,81328,446669,28024,77106,185704,,12637,90144,54344,145797,542229,28461,77753,216156,10774,29616,126093,17687,48137,90063,79,3058,21060,28382,74695,195096,58,141,,,,,,,,,1,8,1,5
3/6/19,190115,713,93,27220,116660,235877,140608,789206,2702520,84272,342849,630658,56417,495237,2347652,2696,38110,114810,299943,1511093,8822262,136696,632134,1774289,163136,878277,7043467,4265,92914,225036,111,682,58,232,140608,788001,2702520,84272,342849,628354,56417,495237,2347652,2693,38109,114810,299713,1509680,8808875,136577,631403,1765408,163136,878277,7043467,4256,92898,224977,26081,113653,229219,31400,134984,326154,16,58,229,17,70,278,,,,,,,,,,,,,48315,201712,370554,,,235071,23813,99511,167258,,,53611,48315,201712,605625,26477,104687,415694,21838,97025,189931,2125,13217,70711,46190,188495,534914,23813,99511,220869,10096,38728,120793,13717,60783,100076,,912,16754,23813,98599,204115,33,167,,,,,,,,,,8,,5
3/7/19,190513,580,105,30866,140122,253564,523519,834550,2814889,87748,393156,688631,444667,460113,2406412,2855,25636,109451,720010,1493429,9023530,153280,680238,1866251,566592,812558,7153079,4304,45987,215647,138,633,66,227,523519,834550,2814889,87748,393156,687103,444667,460113,2406412,2843,25635,109451,719502,1491968,9010205,152910,679410,1857126,566592,812558,7153079,4294,45961,215578,29718,137056,246979,34738,158218,342998,23,70,239,25,78,292,,,,,,,,,,,,,48999,235161,412854,2239,2239,186305,23222,117598,188079,684,684,40851,51238,237400,599159,28036,121238,395958,23202,116162,203201,2844,12049,78575,48394,225351,520584,23906,118282,228930,9937,45715,116810,13969,72567,112120,783,2085,18073,23123,116197,210857,17,157,,,,,,,,,,7,,4
3/8/19,190829,459,82,20229,154005,258379,123710,881563,2776096,66477,435071,731232,57232,469212,2324094,2003,19826,105539,251931,1699488,9059530,94793,729228,1925608,157096,969654,7129897,3033,33020,212762,42,606,21,218,123710,881563,2776096,66477,435071,730197,57232,469212,2324094,2001,19817,105539,251558,1697788,9046420,94462,728134,1916523,157096,969654,7129897,3032,32993,212700,19418,150448,250810,22272,174212,349827,15,81,250,17,90,301,,,,,,,,,,,,,32786,257300,442729,,2239,136293,15352,128297,202493,,684,28145,32786,259539,579022,17923,132630,370364,14863,126909,208658,635,11753,85120,32151,247786,493902,15352,128981,230638,6296,49951,111163,9056,79030,119475,156,,16654,15196,128981,213984,19,175,,,,,,,,,2,9,2,6
3/9/19,191378,687,83,18265,169193,265309,397624,1167424,2861864,122448,534799,830769,278492,676190,2339418,71231,87948,173678,683310,2361598,9528073,176397,884458,2070420,506807,1476461,7453810,105527,132367,312993,106,679,71,262,397624,1167424,2861864,122448,534799,830769,278492,676190,2339418,71231,87948,173678,683142,2359794,9515346,176335,883333,2061536,506807,1476461,7453810,105521,132335,312925,16554,163438,253833,19824,191768,353368,12,91,253,12,101,307,,,,,,,,,,,,,25045,278400,465457,,2239,88401,11463,138199,212954,,684,16304,25045,280639,553858,13905,143807,343096,11140,136832,210762,163,14808,94001,24882,265831,459857,11463,138883,229258,4904,54057,104827,6559,84826,124431,210,,14970,11253,138883,214288,31,200,,,,,,,,,1,7,1,6
3/10/19,191617,424,122,18226,176863,275079,148672,1200176,2845038,90634,591190,877562,57178,677411,2261810,32357,113919,199360,319862,2635461,9686888,148305,986826,2164026,171414,1647875,7519183,45470,172899,354713,143,760,73,306,148672,1200176,2845038,90634,591190,877562,57178,677411,2261810,32325,113919,199360,319589,2633469,9674482,148175,985594,2155299,171414,1647875,7519183,45466,172863,354644,17183,170709,264428,20566,202893,362672,12,99,253,12,107,299,,,,,,,,,,,,,31070,295409,492472,,2239,61874,13887,144851,225346,,684,10039,31070,297648,554346,17930,155157,335664,13140,142491,218682,2497,20230,94257,28573,277418,460089,13887,145535,235385,6130,57733,104339,7757,87802,131046,486,2057,17297,13401,143478,218088,20,211,,,,,,,,,2,9,2,8
3/11/19,191830,371,75,9483,153613,281625,96597,1184934,2834052,46521,540894,893738,50762,700490,2208423,8804,117033,205087,143510,2641519,9651430,87681,937168,2202483,55734,1703609,7445481,13071,180091,364671,95,742,46,315,96597,1184934,2834052,46499,540894,893738,50762,700490,2208423,8804,117033,205087,142763,2638923,9638906,87029,935314,2193425,55734,1703609,7445481,13070,180054,364610,8702,147720,270059,11615,177057,368901,13,100,255,13,105,301,,,,,,,,,,,,,15678,256237,500409,,2239,61869,6506,122704,228727,,684,10039,15678,258476,562278,10062,140653,339590,5616,117823,222688,983,17688,94085,14695,240788,468193,6506,123388,238766,3260,51397,105520,3246,71991,133246,136,2093,16916,6370,121295,221850,14,192,,,,,,,,,2,8,2,8
3/12/19,191790,106,75,5636,124183,284138,36783,1141522,2822991,36783,477455,909689,,699886,2191668,7308,121305,210754,77674,2496240,9526003,77553,874705,2229723,,1620779,7292937,10690,186360,371459,121,756,77,346,36678,1141522,2822991,36678,477455,909689,,699886,2191668,7308,121305,210754,76909,2493176,9513914,76909,872397,2220977,,1620779,7292937,10690,186329,371398,5279,118750,272357,8543,148958,372623,18,108,271,18,114,313,,,,,,,,,,,,,12655,214548,506735,,2239,61869,5135,99378,231220,,684,10039,12655,216787,568604,10150,124483,344984,2505,92304,223620,1492,19343,97602,11163,197444,471002,5135,100062,241259,3531,44154,107439,1604,55908,133820,255,2003,19738,4880,98059,221521,12,146,,,,,,,,,3,10,3,10
3/13/19,191815,117,61,17607,112405,292303,101310,1138616,2787568,101310,485704,946796,,692635,2133710,5185,124494,211688,182182,2378479,9472817,182035,920044,2319195,,1457643,7150338,7080,189175,369298,147,792,62,347,100665,1138616,2787568,100665,485247,945062,,692635,2133710,5178,124494,211688,179480,2372943,9461205,179480,915300,2310867,,1457643,7150338,7079,189152,369238,17409,106608,280764,27539,145097,390742,28,119,283,30,127,325,,,,,,,,,,,,,38199,204432,529250,,2239,61869,14375,89940,239451,,684,10039,38199,206671,591119,29630,127636,362919,8569,79035,228200,3996,23792,98892,34203,182879,492227,14375,90624,249490,9243,43301,113012,5132,47323,136478,1031,5674,20090,13344,84950,229400,8,121,,,,,,,,,3,13,3,13
3/14/19,191825,224,117,22821,104955,304692,148225,832967,2794018,148225,536668,1022293,,312876,2069061,9103,130645,216013,250114,1908583,9506795,249964,1016728,2478603,,891051,7024932,13080,197951,378753,150,804,70,348,147169,832547,2794018,147169,535937,1020272,,312876,2069061,9096,130645,216013,244150,1897591,9489757,244150,1006540,2464825,,891051,7024932,13079,197937,378693,22139,98859,293116,34828,145187,418043,24,122,283,26,128,328,,,,,,,,,,,,,49693,205126,566790,,,61869,19635,86353,254959,,,10039,49693,205126,628659,36477,136077,390520,13216,69049,238139,2931,20782,104982,46762,184344,523677,19635,86353,264998,11789,45153,122517,7846,41200,142481,1489,6383,21592,18146,79970,243406,9,113,,,,,,,,,,13,,13
3/15/19,191759,106,95,10471,95410,311078,52841,800293,2699677,52841,520534,1030137,,306390,1979595,5348,133243,219579,78027,1734679,9388910,77996,999931,2501630,,733955,6884061,7488,202406,383400,31,793,22,350,52841,800293,2699677,52841,520010,1028085,,306390,1979595,5345,133243,219579,77681,1723714,9371739,77681,989759,2487678,,733955,6884061,7484,202389,383338,10202,90533,299137,13031,135946,426157,8,115,277,10,121,319,,,,,,,,,,,,,21605,193945,580616,,,61869,9429,80430,261520,,,10039,21605,193945,642485,13678,131832,398655,7927,62113,243830,1798,21602,108953,19807,172343,533532,9429,80430,271559,4687,43544,125684,4742,36886,145875,291,6357,21520,9138,74073,250039,3,97,,,,,,,,,,11,,11
3/16/19,191679,85,91,7983,85146,313415,39603,516600,2659269,39603,436906,1037007,,88459,1938059,2222,66026,218387,58874,1110243,9313004,58817,882351,2510213,,227148,6799635,3260,100139,382814,57,744,33,320,39494,515911,2659269,39494,435922,1034927,,88459,1938059,2222,66026,218387,58703,1099275,9295969,58703,872127,2496334,,227148,6799635,3257,100125,382751,7789,81213,301474,10064,126186,430456,7,110,279,7,116,320,,,,,,,,,,,,,16866,185766,589096,,,61869,7256,76223,265786,,,10039,16866,185766,650965,11014,128941,403454,5852,56825,247511,1072,27828,110960,15794,157938,540005,7256,76223,275825,3737,42377,127701,3519,33846,148124,482,7896,22958,6774,68327,252867,1,67,,,,,,,,,,10,,10
3/17/19,191598,82,82,7126,74320,314705,37319,430028,2578306,37319,385667,1035268,,50762,1860238,5843,42674,209129,66705,857086,9119691,66617,800663,2495534,,55734,6621124,8053,62722,365847,88,689,27,281,37297,429313,2578306,37297,384709,1033195,,50762,1860238,5843,42674,209129,66221,845907,9102569,66221,790173,2481445,,55734,6621124,8053,62712,365788,6868,71520,302875,9335,114955,432358,6,104,279,6,110,319,,,,,,,,,,,,,15747,170443,595728,,,61869,6120,68456,268814,,,10039,15747,170443,657597,11156,122167,408011,4591,48276,249586,2022,28228,116269,13725,142215,541328,6120,68456,278853,3367,39614,129411,2753,28842,149442,184,6744,22876,5936,61712,255977,1,48,,,,,,,,,,8,,8
3/18/19,191570,99,72,11159,75772,319540,50529,381536,2504024,49510,380026,1042500,1249,1249,1758954,7573,40558,207498,94970,808546,8794995,93656,806638,2512882,1249,1249,6279258,10464,60115,361193,65,659,35,273,50252,380598,2504024,49194,379096,1040399,1249,1249,1758954,7573,40558,207498,93921,797065,8777480,92672,795816,2498222,1249,1249,6279258,10463,60105,361134,10722,73625,306589,14794,118134,438794,9,99,281,10,107,324,,,,,,,,,,,,,25155,179920,613037,,,57870,10579,72529,276659,,,9455,25155,179920,670907,17740,129845,416742,7415,50075,254165,4645,33229,120457,20510,146691,550450,10579,72529,286114,6070,42424,133573,4509,30105,152541,1174,8435,24184,9405,64094,261930,3,37,,,,,,,,,1,7,1,6
3/19/19,197441,6052,138,24495,92736,331715,282231,603959,2568531,61604,397757,1051671,218817,220512,1812835,5164,39640,208199,372377,1103249,8633517,121931,851016,2578499,250162,251411,6052060,7329,56754,363713,284,822,175,374,281795,603370,2568531,59510,397196,1051671,218817,220512,1812835,5157,39640,208199,368044,1088200,8611973,117882,836789,2559913,250162,251411,6052060,7323,56738,363650,17096,85835,311537,23990,133581,452233,11,93,286,11,100,327,,,,,,,,,,,,,35706,202971,640213,,,44839,15692,83086,289014,,,7214,35706,202971,685052,25436,145131,425381,10270,57840,259671,5824,38965,128920,29882,164006,556132,15692,83086,296228,9409,48302,139528,6283,34784,156700,2200,10757,27393,13492,72329,268835,19,44,,,,,,,,,4,8,4,8
