Date,Lifetime Total Likes,Daily New Likes,Daily Unlikes,Daily Page Engaged Users,Weekly Page Engaged Users,28 Days Page Engaged Users,Daily Total Reach,Weekly Total Reach,28 Days Total Reach,Daily Organic Reach,Weekly Organic Reach,28 Days Organic Reach,Daily Paid Reach,Weekly Paid Reach,28 Days Paid Reach,Daily Viral Reach,Weekly Viral Reach,28 Days Viral Reach,Daily Total Impressions,Weekly Total Impressions,28 Days Total Impressions,Daily Organic impressions,Weekly Organic impressions,28 Days Organic impressions,Daily Paid Impressions,Weekly Paid Impressions,28 Days Paid Impressions,Daily Viral impressions,Weekly Viral impressions,28 Days Viral impressions,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Reach Of Page Posts,Weekly Reach Of Page Posts,28 Days Reach Of Page Posts,Daily Organic Reach of Page posts,Weekly Organic Reach of Page posts,28 Days Organic Reach of Page posts,Daily Paid Reach of Page posts,Weekly Paid Reach of Page posts,28 Days Paid Reach of Page posts,Daily Viral Reach Of Page Posts,Weekly Viral Reach Of Page Posts,28 Days Viral Reach Of Page Posts,Daily Total Impressions of your posts,Weekly Total Impressions of your posts,28 Days Total Impressions of your posts,Daily Organic impressions of your posts,Weekly Organic impressions of your posts,28 Days Organic impressions of your posts,Daily Paid impressions of your posts,Weekly Paid impressions of your posts,28 Days Paid impressions of your posts,Daily Viral Impressions Of Your Posts,Weekly Viral Impressions Of Your Posts,28 Days Viral Impressions Of Your Posts,Daily Total Consumers,Weekly Total Consumers,28 Days Total Consumers,Daily Page Consumptions,Weekly Page Consumptions,28 Days Page Consumptions,Daily Negative Feedback,Weekly Negative Feedback,28 Days Negative Feedback,Daily Negative Feedback From Users,Weekly Negative Feedback From Users,28 Days Negative Feedback From Users,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Organic Views,Weekly Total Organic Views,28 Days Total Organic Views,Daily Total Promoted Views,Weekly Total Promoted Views,28 Days Total Promoted Views,Daily Total Organic 30-Second Views,Weekly Total Organic 30-Second Views,28 Days Total Organic 30-Second Views,Daily Paid 30-Second Views,Weekly Paid 30-Second Views,28 Days Paid 30-Second Views,Daily Total Video Views,Weekly Total Video Views,28 Days Total Video Views,Daily Total Auto-Played Views,Weekly Total Auto-Played Views,28 Days Total Auto-Played Views,Daily Total Clicked Views,Weekly Total Clicked Views,28 Days Total Clicked Views,Daily Video Repeats,Weekly Video Repeats,28 Days Video Repeats,Daily Total Unique Video Views,Weekly Total Unique Video Views,28 Days Total Unique Video Views,Daily Total 30-Second Views,Weekly Total 30-Second Views,28 Days Total 30-Second Views,Daily Auto-Played 30-Second Views,Weekly Auto-Played 30-Second Views,28 Days Auto-Played 30-Second Views,Daily Total Clicked 30-Second Views,Weekly Total Clicked 30-Second Views,28 Days Total Clicked 30-Second Views,Daily Total 30-Second Repeats,Weekly Total 30-Second Repeats,28 Days Total 30-Second Repeats,Daily Total Unique 30-Second Views,Weekly Total Unique 30-Second Views,28 Days Total Unique 30-Second Views,Daily Total: total action count per Page,Weekly Total: total action count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page
12/19/19,438243,1695,157,121081,933034,2292268,1671079,9805142,14301180,1671079,9805142,14301180,,,,207278,1575592,3404035,2211552,19532894,49826418,2206622,19492837,49684803,,,,215859,1933282,5288247,4930,40057,2688,20904,1671079,9805142,14294990,1671079,9805142,14294990,,,,207278,1575592,3397032,2206602,19474691,49371436,2206602,19474691,49371436,,,,215848,1933164,5286786,106921,822134,2049359,146644,1242935,3851695,228,1337,3461,263,1518,4335,,,,,,,,,,,,,794075,7180759,18342201,,,,235312,2145896,6142127,,,,794075,7180759,18342201,755602,6878997,17304362,38473,301762,1037839,139744,2526956,10929452,654331,4653803,7412749,235312,2145896,6142127,209785,1942549,5422905,25527,203347,719222,41730,455239,2711001,193582,1690657,3431126,36,221,,,,,,,,,2,26,2,19
12/20/19,440402,2431,206,138203,916708,2361094,1661537,9656560,14592665,1661537,9656560,14592665,,,,285808,1635706,3548054,2401219,19359141,51834874,2395174,19317726,51690351,,,,304427,1998161,5571009,6045,41415,3321,21491,1653772,9656560,14586220,1653772,9656560,14586220,,,,285808,1635706,3540447,2388024,19294697,51393506,2388024,19294697,51393506,,,,304417,1998069,5569556,119352,814772,2103750,162662,1238248,3974622,230,1384,3578,260,1594,4538,,,,,,,,,,,,,870987,7103224,19078997,,,,260572,2125318,6351067,,,,870987,7103224,19078997,826185,6798968,18009929,44802,304256,1069068,172011,2575956,11450701,698976,4527268,7628296,260572,2125318,6351067,230975,1920833,5611215,29597,204485,739852,43658,479716,2856292,216914,1645602,3494775,44,226,,,,,,,,,6,23,3,18
12/21/19,441830,1661,177,106848,878796,2422486,1433717,8921190,14866351,1433717,8921190,14866351,,,,189540,1580994,3681329,1946762,18119803,53512611,1942595,18078587,53365799,,,,204779,1924046,5758241,4167,41216,2323,21221,1432991,8921190,14859662,1432991,8921190,14859662,,,,189540,1580994,3677503,1937741,18056785,53074422,1937741,18056785,53074422,,,,204773,1923977,5756795,93645,761081,2153848,124140,1195992,4072119,181,1347,3708,200,1578,4696,,,,,,,,,,,,,688087,6703782,19676982,,,,195031,2019145,6511540,,,,688087,6703782,19676982,654792,6405285,18583905,33295,298497,1093077,119666,2531190,11819411,568421,4172592,7857571,195031,2019145,6511540,173441,1819129,5756141,21590,200016,755399,26855,481261,2968084,168176,1537884,3543456,33,238,,,,,,,,,1,21,1,17
12/22/19,443637,1998,168,119348,848422,2488140,1605499,8191379,15042911,1605083,8191379,15042911,,,,399541,1701532,3862591,2286434,17655780,55447557,2281020,17614320,55298279,,,,423965,2067251,6159641,5414,41460,2944,21047,1605083,8191379,15036063,1605083,8191379,15036063,,,,399541,1701532,3858380,2280983,17592526,55021187,2280983,17592526,55021187,,,,423959,2067188,6158209,101664,739862,2212698,141038,1183725,4175565,209,1396,3913,232,1630,4892,,,,,,,,,,,,,767094,6443735,20334050,,,,211530,1927961,6682570,,,,767094,6443735,20334050,730328,6144271,19216016,36766,299464,1118034,185890,2614062,12318457,581204,3829673,8015593,211530,1927961,6682570,187536,1728269,5911002,23994,199692,771568,38558,494013,3103002,172972,1433948,3579568,28,238,,,,,,,,,2,19,2,15
12/23/19,445856,2609,295,161582,839435,2549620,1941329,7814128,15334582,1941329,7814128,15334582,,,,709980,1924964,4193556,2789644,17564299,57421284,2783858,17524661,57271971,,,,768527,2445409,6784530,5786,39638,3194,20305,1941329,7814128,15327466,1941329,7814128,15327466,,,,709980,1924964,4193556,2783844,17502872,57012097,2783844,17502872,57012097,,,,768520,2445351,6783107,125770,725059,2259692,169521,1150779,4253219,343,1558,4157,377,1822,5205,,,,,,,,,,,,,980396,6340094,21018593,,,,277390,1867941,6846788,,,,980396,6340094,21018593,938168,6044263,19883699,42228,295831,1134894,189620,2623423,12782394,790776,3716671,8236199,277390,1867941,6846788,250159,1672921,6065970,27231,195020,780818,44354,525899,3171589,233036,1342042,3675199,40,253,,,,,,,,,2,19,2,15
12/24/19,448137,2470,191,158734,824738,2581350,1956184,7687567,15667227,1956184,7687567,15667227,,,,729441,2290778,4441324,2492578,16859438,58824044,2487974,16823234,58676191,,,,767559,2898766,7290147,4604,36204,2602,18912,1956184,7687567,15659799,1956184,7687567,15659799,,,,729441,2290778,4441324,2487968,16807463,58457839,2487968,16807463,58457839,,,,767557,2898716,7288742,117709,688682,2286967,156385,1080793,4279055,275,1610,4332,302,1885,5416,,,,,,,,,,,,,954587,6046656,21570788,,,,290614,1769276,6973606,,,,954587,6046656,21570788,911118,5761901,20425424,43469,284755,1145364,120452,2355762,13114215,834135,3690894,8456573,290614,1769276,6973606,263099,1583829,6188643,27515,185447,784963,30482,460229,3174305,260132,1309047,3799301,24,240,,,,,,,,,,16,,12
12/25/19,450058,2164,180,171459,847504,2644323,1890109,7843325,16119486,1890109,7843325,16119486,,,,645148,2673456,4727125,2369646,16497835,60272147,2365439,16462682,60124436,,,,663029,3348145,7780564,4207,35153,2343,18483,1890109,7843325,16111623,1890109,7843325,16111623,,,,645148,2673456,4727125,2365422,16450584,59940991,2365422,16450584,59940991,,,,663017,3348091,7779157,124993,692039,2327649,161689,1062079,4347730,422,1791,4616,456,2090,5753,,,,,,,,,,,,,935863,5991089,22177891,,,,297868,1768317,7142662,,,,935863,5991089,22177891,891460,5707653,21011371,44403,283436,1166520,115935,2286423,13418953,819928,3704666,8758938,297868,1768317,7142662,269567,1584562,6345494,28301,183755,797168,22273,412461,3177982,275595,1355856,3964680,31,236,,,,,,,,,1,14,1,10
12/26/19,451340,1535,236,121061,852253,2689362,1329171,7704378,16212958,1328102,7701983,16202353,,,,469440,2843076,4893286,1796821,16083104,60913493,1792752,16048812,60766265,,,,493748,3626034,8126545,4068,34291,2124,17968,1328102,7701983,16194408,1328102,7701983,16194408,,,,469440,2843076,4893286,1792742,16036724,60594695,1792742,16036724,60594695,,,,493740,3625983,8125148,94035,686699,2350844,124587,1040022,4362896,369,1941,4880,394,2221,6052,,,,,,,,,,,,,643267,5840281,22381545,,,,192158,1725163,7165175,,,,643267,5840281,22381545,610629,5562680,21210243,32638,277601,1171302,100340,2266153,13489071,542927,3574128,8892474,192158,1725163,7165175,171521,1546298,6367214,20637,178865,797961,21182,418436,3180124,170976,1306727,3985051,26,226,,,,,,,,,3,15,3,12
12/27/19,452599,1478,166,98112,823236,2723636,1237700,7497802,16312428,1237700,7495533,16301693,,,,453780,2918642,5014445,1602373,15284258,61395930,1598950,15252588,61249346,,,,487404,3809011,8472358,3424,31670,1837,16541,1237700,7495533,16293650,1237700,7495533,16293650,,,,453780,2918642,5014445,1598939,15247639,61093535,1598939,15247639,61093535,,,,487394,3808960,8470971,79289,648132,2370054,114676,992036,4378154,268,1959,5208,300,2261,6258,,,,,,,,,,,,,567726,5537020,22532529,,,,180607,1645198,7185615,,,,567726,5537020,22532529,533029,5269524,21354108,34697,267496,1178421,92656,1969087,13594576,475070,3567933,8937953,180607,1645198,7185615,158255,1473578,6384154,22352,171620,801461,25740,396933,3222580,154867,1248265,3963035,27,209,,,,,,,,,2,11,1,10
12/28/19,453803,1448,176,100407,828361,2780033,1144721,7306440,16402555,1143453,7304285,16391700,,,,335819,3018178,5089071,1516587,14854083,61838018,1513185,14823178,61691236,,,,347284,3951516,8712672,3402,30905,1811,16018,1143453,7304285,16383569,1143453,7304285,16383569,,,,335819,3018178,5089071,1513179,14823077,61550279,1513179,14823077,61550279,,,,347278,3951465,8711491,84828,646675,2415431,113555,981451,4406363,235,1948,5286,267,2328,6395,,,,,,,,,,,,,542197,5391130,22704491,,,,175718,1625885,7226210,,,,542197,5391130,22704491,507384,5122116,21514090,34813,269014,1190401,86280,1903786,13635075,455917,3487344,9069416,175718,1625885,7226210,152747,1452884,6417446,22971,173001,808764,24397,412448,3229283,151321,1213437,3996927,21,197,,,,,,,,,2,12,1,10
12/29/19,455409,1837,175,130737,842297,2748836,1289956,7020998,16301525,1289956,7019008,16290804,,,,356780,2949162,5162502,1915036,14482685,62305024,1909758,14451916,62157566,,,,387617,3915168,8924717,5278,30769,2585,15645,1289956,7019008,16282772,1289956,7019008,16282772,,,,356780,2949162,5162502,1909741,14451835,62024916,1909741,14451835,62024916,,,,387600,3915106,8923572,111540,659936,2397923,153112,993525,4426173,243,1998,5374,259,2355,6486,,,,,,,,,,,,,721980,5346016,22861274,,,,235526,1649881,7247974,,,,721980,5346016,22861274,677595,5069383,21662563,44385,276633,1198711,168884,1866377,13855078,553096,3479639,9006196,235526,1649881,7247974,205875,1471223,6435387,29651,178658,812587,42941,422209,3206952,192585,1227672,4041022,25,194,,,,,,,,,2,12,1,8
12/30/19,458281,3072,205,140178,810737,2766565,1454811,6656702,16298194,1454811,6654914,16287477,,,,446649,2760469,5280525,2100507,13793548,62435553,2093503,13761561,62286961,,,,501484,3648125,9190224,7004,31987,3462,15928,1454811,6654914,16279449,1454811,6654914,16279449,,,,446391,2760469,5280525,2093055,13761046,62176562,2093055,13761046,62176562,,,,501036,3647622,9188664,119679,644955,2407113,174028,998032,4427384,252,1943,5468,279,2257,6578,,,,,,,,,,,,,774569,5140189,22857037,,,,256989,1629480,7211670,,,,774569,5140189,22857037,724433,4855648,21652350,50136,284541,1204687,196635,1944217,13816223,577934,3195972,9040814,256989,1629480,7211670,223784,1444848,6397194,33205,184632,814476,51209,422724,3193346,205780,1206756,4018324,37,191,,,,,,,,,6,16,3,9
12/31/19,460646,2656,194,138990,757715,2761438,1513363,6399426,16328768,1512994,6397773,16318011,,,,393159,2539687,5347971,2133656,13434626,62490039,2127041,13400628,62341928,,,,407457,3288023,9334173,6615,33998,3433,16672,1512994,6397773,16318011,1512994,6397773,16318011,,,,392461,2539687,5347971,2126844,13399922,62264457,2126844,13399922,62264457,,,,407260,3287325,9332449,120081,631584,2412402,171085,1012732,4419355,279,1951,5552,329,2284,6697,,,,,,,,,,,,,778126,4963728,22809937,,,,258043,1596909,7156856,,,,778126,4963728,22809937,728356,4672886,21604282,49770,290842,1205655,199422,2060567,13679026,578704,2903161,9130911,258043,1596909,7156856,225251,1407000,6344147,32792,189909,812709,53024,451945,3106139,205019,1144964,4050717,35,202,,,,,,,,,1,17,1,10
1/1/20,464662,4235,186,189285,786420,2835272,1959209,6358832,16595075,1959209,6357200,16583964,,,,580322,2487215,5536845,2816879,13881859,63561542,2808220,13843409,63409795,,,,629927,3254921,9769218,8659,38450,4682,18955,1959209,6357200,16583964,1959209,6357200,16583964,,,,579914,2486715,5534370,2808163,13842663,63358585,2808163,13842663,63358585,,,,629870,3254178,9767454,153819,674871,2453113,219497,1070540,4502353,521,2038,5828,580,2408,7094,,,,,,,,,,,,,1023509,5051374,23162033,,,,333569,1632610,7252149,,,,1023509,5051374,23162033,963932,4745358,21935382,59577,306016,1226651,236846,2114279,13899780,786663,2937095,9262253,333569,1632610,7252149,294608,1432041,6427106,38961,200569,825043,67711,494373,3151113,265858,1138237,4101036,44,215,,,,,,,,,2,18,2,11
1/2/20,469105,4487,222,195533,831341,2897985,2105668,6968916,17192859,2105668,6968916,17180934,,,,664006,2703464,5854871,3002445,15087483,64769816,3003591,15054248,64624853,,,,739273,3500446,10327119,8900,43282,4846,21475,2105668,6968916,17180934,2105668,6968916,17180934,,,,664006,2702874,5852104,2993383,15043304,64563583,3013471,15063392,64583671,,,,739111,3499549,10325224,158748,718634,2495262,231004,1176957,4606520,489,2135,6083,545,2559,7492,,,,,,,,,,,,,1059210,5467317,23566982,,,,339035,1779487,7377352,,,,1059210,5467317,23566982,996176,5130905,22311632,63034,336412,1255350,254467,2313624,14057547,804743,3153693,9509435,339035,1779487,7377352,297335,1557855,6534320,41700,221632,843032,58781,553346,3210148,280254,1226141,4167204,57,246,,,,,,,,,2,17,2,10
1/3/20,473028,4275,226,185305,910790,2943386,2008176,7441409,17443325,2008176,7441409,17431050,,,,595346,2822541,6149623,2819767,16304877,65236144,2811015,16266313,65088275,,,,647357,3660399,10810478,8752,48610,4699,24170,2008176,7441409,17431050,2008176,7441409,17431050,,,,595346,2821898,6146571,2810906,16255271,65029363,2810906,16275359,65049451,,,,647248,3659403,10808501,154109,773487,2554931,213813,1276094,4676436,377,2255,6273,443,2702,7753,,,,,,,,,,,,,1007039,5906630,23783752,,,,331607,1930487,7464432,,,,1007039,5906630,23783752,944614,5542490,22505488,62425,364140,1278264,254110,2595413,14121304,752929,3311217,9662448,331607,1930487,7464432,290075,1689675,6607363,41532,240812,857069,71229,673009,3304663,260378,1257478,4159769,44,263,,,,,,,,,,15,,10
1/4/20,476746,3989,205,167545,959186,2995474,1932667,8169734,17965356,1932667,8169734,17952335,,,,549306,3019442,6428540,2659431,17447721,66467942,2651811,17404939,66315759,,,,627893,3941008,11341566,7620,52828,4179,26449,1932667,8169734,17952335,1932667,8169734,17952335,,,,549306,3018707,6425205,2651758,17393850,66261379,2651758,17413938,66281467,,,,627840,3939965,11339708,138426,811617,2619392,194557,1357096,4785378,355,2434,6515,379,2814,8015,,,,,,,,,,,,,931428,6295861,24266412,,,,299585,2054354,7629636,,,,931428,6295861,24266412,876581,5911687,22959420,54847,384174,1306992,183709,2725473,14350693,747719,3570388,9915719,299585,2054354,7629636,263271,1800199,6754021,36314,254155,875615,47793,693455,3365452,251792,1360899,4264184,49,291,,,,,,,,,1,14,1,10
1/5/20,479515,2997,219,151043,979579,3010777,1650655,8391530,18118787,1650655,8391530,18105543,,,,498950,3061732,6607412,2410374,17943059,66946103,2403295,17898476,66793715,,,,551710,4105101,11683417,7079,54629,3771,27592,1650655,8391530,18105543,1650655,8391530,18105543,,,,498950,3060975,6603889,2403251,17887360,66739687,2403251,17907448,66759775,,,,551666,4104031,11681882,124687,835755,2617040,177053,1381037,4773717,365,2521,6723,403,2958,8269,,,,,,,,,,,,,847297,6421178,24388250,,,,257816,2076644,7611712,,,,847297,6421178,24388250,795048,6029140,23086295,52249,392038,1301955,201664,2772797,14402578,645633,3648381,9985672,257816,2076644,7611712,223886,1818210,6744427,33930,258434,867285,47345,708145,3333581,210471,1368499,4278131,29,295,,,,,,,,,2,14,1,9
1/6/20,481731,2414,175,136658,970469,2970430,1454710,8512354,18286416,1454710,8512354,18272926,,,,422322,3030840,6679234,2085094,17927646,66775844,2078950,17883923,66624221,,,,459626,4063243,11916046,6144,53769,3210,27424,1454710,8512354,18272926,1454710,8512354,18272926,,,,422322,3030099,6675634,2078927,17873232,66570289,2078927,17893320,66590377,,,,459603,4062598,11914591,114965,823937,2581448,168148,1375157,4708703,295,2531,6868,329,3008,8388,,,,,,,,,,,,,729184,6375793,24235250,,,,235865,2055520,7511109,,,,729184,6375793,24235250,679432,5984139,22953399,49752,391654,1281851,163988,2714376,14318662,565196,3661417,9916588,235865,2055520,7511109,202948,1797374,6661594,32917,258146,849515,47342,711095,3306058,188523,1344425,4205051,26,284,,,,,,,,,7,15,7,12
1/7/20,484346,2772,219,147099,987795,2989997,1510298,8305255,18402955,1510298,8305255,18389293,,,,424148,3007699,6804721,2342358,18136348,67273733,2334996,18091878,67120154,,,,485872,4141658,12225126,7361,54515,3876,27872,1510298,8305255,18389293,1510298,8305255,18389293,,,,424148,3002595,6800984,2334948,18081336,67071323,2334948,18101424,67091411,,,,485824,4141162,12223687,120932,839697,2581097,180965,1385037,4707963,251,2559,6978,270,2949,8491,,,,,,,,,,,,,823804,6421471,24352223,,,,281734,2079211,7533522,,,,823804,6421471,24352223,772291,6028074,23075050,51513,393397,1277173,210056,2816906,14456403,613748,3604565,9895820,281734,2079211,7533522,246587,1818710,6688075,35147,260501,845447,62520,687604,3358196,219214,1391607,4175326,33,282,,,,,,,,,3,17,3,13
1/8/20,487389,3345,212,180107,975825,2975071,1776707,8177483,18535497,1776707,8177483,18535497,,,,510940,2973713,6929162,2953836,18273305,68594912,2946168,18229826,68437760,,,,592722,4104453,12679294,7669,53525,4068,27134,1776707,8177483,18535497,1776707,8177483,18535497,,,,510940,2973713,6925288,2946120,18219293,68396187,2946120,18239381,68416275,,,,592674,4103966,12677871,145244,849134,2592359,211863,1377403,4780426,218,2258,7061,235,2604,8569,,,,,,,,,,,,,1144678,6542640,24894287,,,,372209,2117851,7705081,,,,1144678,6542640,24894287,1087328,6151470,23602542,57350,391170,1291745,408271,3011915,14948428,736407,3530725,9945859,372209,2117851,7705081,333517,1857619,6850208,38692,260232,854873,98576,773008,3493506,273633,1344843,4211575,37,275,,,,,,,,,7,22,7,18
1/9/20,491058,3941,205,207599,987756,3002331,2195285,7744618,18574153,2195285,7744618,18574153,,,,498749,2824876,7034875,3713735,18984595,69688076,3705258,18931493,69527390,,,,556509,3921689,12981451,8477,53102,4692,26950,2195285,7744618,18574153,2195285,7744618,18574153,,,,498749,2824876,7030881,3705243,18931153,69485872,3705243,18931153,69505960,,,,556494,3921349,12980045,166574,856048,2619603,243326,1389725,4849639,208,1974,7124,231,2290,8588,,,,,,,,,,,,,1474341,6957771,25446128,,,,476223,2255039,7905585,,,,1474341,6957771,25446128,1413125,6568419,24141001,61216,389352,1305127,491032,3383931,15543818,983309,3573840,9902310,476223,2255039,7905585,434177,1994461,7041163,42046,260578,864422,120861,814286,3555327,355362,1440753,4350258,41,259,,,,,,,,,7,27,7,22
1/10/20,494648,4010,205,229749,1022497,3031177,2773206,8141084,18484008,2773206,8141084,18484008,,,,442365,2700215,7092629,4166265,20331093,71279369,4158205,20278683,71115310,,,,493881,3768213,13235784,8060,52410,4544,26794,2773206,8141084,18484008,2773206,8141084,18484008,,,,442365,2700215,7088569,4158117,20278364,71075971,4158117,20278364,71096059,,,,493793,3767894,13234326,181697,879596,2638617,259720,1435632,4942010,208,1825,7172,222,2069,8626,,,,,,,,,,,,,1602060,7552792,26099666,,,,509326,2432758,8133761,,,,1602060,7552792,26099666,1536744,7160549,24771531,65316,392243,1328135,443580,3663689,16165290,1158480,3889103,9934376,509326,2432758,8133761,464913,2169299,7253385,44413,263459,880376,99312,863140,3737468,410014,1569618,4396293,37,252,,,,,,,,,7,34,5,26
1/11/20,497281,2835,193,174464,1059393,3029538,2360992,8216739,17998181,2360992,8216739,17998181,,,,379923,2621778,7102033,3495838,21167500,71589107,3489394,21116266,71422970,,,,424013,3564333,13380903,6444,51234,3488,26156,2360992,8216739,17998181,2360992,8216739,17998181,,,,379923,2621778,7097963,3489370,21115976,71389688,3489370,21115976,71409776,,,,423989,3564043,13379450,143153,895947,2635165,200110,1441185,4975724,195,1721,7211,209,1899,8619,,,,,,,,,,,,,1231519,7852883,26243656,,,,362972,2496145,8195529,,,,1231519,7852883,26243656,1182485,7466453,24905541,49034,386430,1338115,265619,3872048,16535707,965900,3980835,9707949,362972,2496145,8195529,330286,2236314,7308526,32686,259831,887003,59050,883332,3793951,303922,1612813,4401578,45,248,,,,,,,,,3,36,3,28
1/12/20,499456,2385,204,147821,1059792,3047334,2045673,8475682,17872681,2045673,8475682,17872681,,,,353452,2464748,7100824,2957331,21714457,71795981,2951317,21664288,71629000,,,,374769,3387392,13474912,6014,50169,3314,25665,2045673,8475682,17872681,2045673,8475682,17872681,,,,353452,2464748,7096755,2951269,21663994,71595715,2951269,21663994,71615803,,,,374721,3387098,13473423,122214,895652,2645632,165905,1430037,4988324,217,1578,7264,239,1735,8678,,,,,,,,,,,,,1034795,8040381,26251310,,,,298589,2536918,8191404,,,,1034795,8040381,26251310,992049,7663454,24906248,42746,376927,1345062,250626,3945122,16721009,784169,4095259,9530301,298589,2536918,8191404,270601,2283029,7300731,27988,253889,890673,49940,916310,3829812,248649,1620608,4361592,31,250,,,,,,,,,4,38,4,30
1/13/20,501406,2231,167,116925,1071482,3019083,1720175,8778202,17824453,1720175,8778202,17824453,,,,420311,2381545,7031473,2288780,21918143,71203636,2283587,21868925,71039070,,,,448080,3375846,13532623,5193,49218,2704,25231,1720175,8778202,17824453,1720175,8778202,17824453,,,,419883,2375151,7027483,2283563,21868630,71005780,2283563,21868630,71025868,,,,448056,3375551,13531122,97999,904488,2615739,132191,1394080,4918048,160,1432,7190,174,1580,8667,,,,,,,,,,,,,777097,8088294,25944370,,,,227791,2528844,8081785,,,,777097,8088294,25944370,742665,7726687,24610737,34432,361607,1333633,154332,3924360,16448975,622765,4163934,9495395,227791,2528844,8081785,205422,2285503,7200646,22369,243341,881139,43461,877871,3703746,184330,1650973,4378039,45,269,,,,,,,,,3,34,3,28
1/14/20,503038,1860,199,102397,1036412,2993583,1496338,8879163,17521852,1496338,8879163,17521852,,,,348745,2321323,7049357,1971344,21547129,69977541,1967024,21500953,69816693,,,,383665,3273639,13602086,4320,46177,2340,23758,1496338,8879163,17521852,1496338,8879163,17521852,,,,348745,2315248,7045347,1966885,21500567,69789288,1966885,21500567,69809376,,,,383526,3273253,13600456,84796,861936,2598209,115776,1328891,4807453,151,1322,7140,164,1474,8592,,,,,,,,,,,,,648523,7913013,25344868,,,,189898,2437008,7882404,,,,648523,7913013,25344868,615526,7569922,24032783,32997,343091,1312085,130520,3758679,15900554,518003,4154334,9444314,189898,2437008,7882404,168698,2207614,7017153,21200,229394,865251,29105,803213,3569351,160793,1633795,4313053,30,266,,,,,,,,,2,33,2,26
1/15/20,504419,1584,163,82283,955535,2948046,1086666,8547289,17359200,1086666,8547289,17359200,,,,268511,2156639,7058271,1530828,20124121,68777120,1526013,20080798,68616715,,,,287279,2968196,13675715,4815,43323,2470,22329,1086666,8547289,17359200,1086666,8547289,17359200,,,,268511,2151395,7054251,1525844,20080291,68592831,1525844,20080291,68612919,,,,287110,2967689,13673924,70765,787862,2552050,102308,1219336,4729358,128,1229,7154,146,1385,8487,,,,,,,,,,,,,521681,7290016,24875119,,,,154859,2219658,7738436,,,,521681,7290016,24875119,491742,6974336,23578817,29939,315680,1296302,121499,3311760,15610606,400182,3978256,9264513,154859,2219658,7738436,135532,2009629,6883851,19327,210029,854585,32515,693965,3521052,122344,1525693,4217384,29,258,,,,,,,,,2,28,2,22
1/16/20,505568,1434,198,80804,846582,2918694,966094,8061229,17211677,966094,8061229,17211677,,,,227119,1998491,7044956,1418590,17828976,67984158,1413712,17789252,67823805,,,,237423,2649110,13697279,4878,39724,2470,20143,966094,8061229,17211677,966094,8061229,17211677,,,,227119,1993986,7040951,1413620,17788668,67799849,1413620,17788668,67819937,,,,237331,2648526,13695407,69262,710130,2529410,97126,1073136,4679840,127,1155,7036,152,1306,8376,,,,,,,,,,,,,488161,6303836,24569205,,,,150371,1893806,7653495,,,,488161,6303836,24569205,458374,6019585,23281589,29787,284251,1287616,114952,2588821,15352682,373209,3715015,9216523,150371,1893806,7653495,130788,1706240,6804854,19583,187566,848641,31862,566425,3483847,118509,1327381,4169648,25,242,,,,,,,,,2,23,1,17
1/17/20,506822,1468,177,77704,711243,2876622,1109391,7245903,17227201,1109391,7245903,17227201,,,,202884,1795816,7000222,1574721,15237432,67157660,1569910,15200957,66998541,,,,228063,2383292,13620915,4811,36475,2464,18083,1109391,7245903,17227201,1109391,7245903,17227201,,,,202486,1792178,6996268,1569774,15200325,66981599,1569774,15200325,67001687,,,,227927,2382660,13618917,66244,602610,2494294,95152,908568,4612330,106,1063,6921,119,1203,8235,,,,,,,,,,,,,543518,5245294,24241736,,,,172471,1556951,7565394,,,,543518,5245294,24241736,513619,4996460,22969023,29899,248834,1272713,134082,2127120,14970722,409436,3118174,9271014,172471,1556951,7565394,152549,1393876,6726428,19922,163075,838966,32483,455093,3363999,139988,1101858,4201395,20,225,,,,,,,,,1,17,1,13
