"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_283973765772274,https://www.facebook.com/jowradio/posts/283973765772274,"لي ديبلومي يغنو أغنية صادق جمعاوي .. جيبوها يا لولاد ... إنشاء الله يا لولاد  🇩🇿⚽⚽",Video,,,"07/16/2019 01:45:00 PM"," ",7416,7416,0,9759,9759,0,497,375,508,1,1,7108,5472,0,0,293,173,178,0,0,2587,2664,0,0,12537,119785,8,146,6,,9,151,6,,214,254,,,232,276,,,1,,,,1,,,
110764313093221_283971705772480,https://www.facebook.com/jowradio/posts/283971705772480,"أخبار الواب : شوفو واش جابلنا نذير في هاد الحلقة 💬🧠😂",Video,,,"07/16/2019 01:18:14 PM"," ",38773,38773,0,51477,51477,0,2707,2344,3598,5,5,33067,25557,0,0,1765,782,782,0,0,15871,16556,0,0,18155,235987,22,520,13,,27,520,21,,1145,2099,,,1209,2389,,,3,2,,,3,2,,
110764313093221_283827035786947,https://www.facebook.com/jowradio/posts/283827035786947,"الموضوع اليوم في سركالا هو على عمل الخير، ونتوما أحكولنا على موقف صرالكم ؟
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/16/2019 06:44:53 AM"," ",1533,1533,0,2204,2204,0,30,15,15,0,0,1706,1198,0,0,22,0,0,0,0,0,0,0,0,0,0,,15,,,,15,,,,11,,4,,11,,4,,,,,,,,
110764313093221_283824185787232,https://www.facebook.com/jowradio/posts/283824185787232,"أحوال الطقس في الشواطئ ليوم الثلاثاء 16 جويلية مع ريمة 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/16/2019 06:37:54 AM"," ",2954,2954,0,4068,4068,0,140,96,132,0,0,2891,2074,0,0,105,60,60,0,0,775,825,0,0,8060,94505,1,52,6,,1,52,7,,55,63,,,63,69,,,,,,,,,,
110764313093221_283706562465661,https://www.facebook.com/jowradio/posts/283706562465661,"جو الصباح تعطيلكم الفرصة باش تربحو ساعة بألوان الجزائر.
ماعليكم غير تاڨيو 3 صحابكم في التعليقات و تبعتولنا الأرقام ديالكم في الخاص مع كلمة السر ALGERIE
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/16/2019 12:22:47 AM"," ",7379,7379,0,10061,10061,0,142,100,113,1,1,7843,5965,0,0,113,0,0,0,0,0,0,0,0,0,0,,48,29,,,51,42,,,76,6,26,,81,6,26,1,,,,1,,,
110764313093221_282897939213190,https://www.facebook.com/jowradio/posts/282897939213190,"حكاية آخر أميرة في الجزائر 👸
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/15/2019 11:27:00 AM"," ",18582,18582,0,24708,24708,0,956,863,1070,2,2,18398,14258,0,0,557,248,250,0,0,6645,6687,0,0,15461,425577,7,148,13,,9,155,15,,414,565,9,,409,652,9,,2,,,,2,,,
110764313093221_282908469212137,https://www.facebook.com/jowradio/posts/282908469212137,"مليسة تيتري : &quot;البرتغال أجمل بلد زرته&quot;
سمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/15/2019 07:00:02 AM"," ",14877,14877,0,19864,19864,0,587,516,650,2,2,15372,11836,0,0,443,263,263,0,0,5910,6041,0,0,13650,188222,2,85,11,,2,90,16,,140,440,11,,142,497,11,,2,,,,2,,,
110764313093221_283390285830622,https://www.facebook.com/jowradio/posts/283390285830622,"سؤال اليوم في سركالا هو واش رايكم في مباراة الجزائر ضد نيجيريا ؟
ابعتولنا الآراء ديالكم في التعليقات 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/15/2019 06:57:52 AM"," ",1980,1980,0,3079,3079,0,126,63,66,0,0,2362,1507,0,0,91,0,0,0,0,0,0,0,0,0,0,,69,10,,,70,13,,,57,1,6,,59,1,6,,,,,,,,
110764313093221_282976495872001,https://www.facebook.com/jowradio/posts/282976495872001,"ضيوف اليوم في سركالا هما ممثلي الشركة المبتدئة Genew-in
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/15/2019 03:00:01 AM"," ",4291,4291,0,5864,5864,0,103,61,63,0,0,4306,3240,0,0,77,0,0,0,0,0,0,0,0,0,0,,44,3,,,46,3,,,31,2,28,,33,2,28,,,,,,,,
110764313093221_283157242520593,https://www.facebook.com/jowradio/posts/283157242520593,"رجل المقابلة دون منازع ...💚😍",Photo,,,"07/14/2019 04:52:16 PM"," ",13110,13110,0,18428,18428,0,1396,419,452,0,0,12430,9337,0,0,1010,0,0,0,0,0,0,0,0,0,0,22,1053,18,,22,1063,18,,,185,,259,,198,,254,,,,,,,,
110764313093221_283142232522094,https://www.facebook.com/jowradio/posts/283142232522094,"حتى حنا مافهمناش كيفاش لحق مبولحي 🤣🤣 مود بونجاح اكتيفي هههه😂😂🚅🔥",Photo,,,"07/14/2019 03:57:04 PM"," ",34008,34008,0,49138,49138,0,3560,2077,2320,1,1,30484,21561,0,0,2480,0,0,0,0,0,0,0,0,0,0,119,1782,53,,122,1817,59,,,1006,,1231,,1079,,1241,1,,,,1,,,
110764313093221_281638879339096,https://www.facebook.com/jowradio/posts/281638879339096,"شكون لي مايعرفش الشاب بلال بأغنايه المشهورة مثل &quot; أولاد حرمة&quot; أو &quot;شريكي&quot;، ڨاع هاد الأغاني رايحين يجوكم هاد الليلة على جو راديو من 23سا حلى منتصف الليل
و نتوما قولونا الأغاني تاعو لي تشفاو عليهم ؟
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/14/2019 03:00:00 PM"," ",3140,3140,0,4427,4427,0,104,57,64,0,0,3281,2325,0,0,87,0,0,0,0,0,0,0,0,0,0,1,50,,,1,51,,,,44,5,10,,49,5,10,,,,,,,,
110764313093221_283121942524123,https://www.facebook.com/jowradio/posts/283121942524123,"ردة فعل فريق جو راديو بعد الهدف القاتل لرياض محرز ضد نيجيريا ، و نهاية المباراة🇩🇿⚽😍😍",Video,,,"07/14/2019 02:48:55 PM"," ",839161,839161,0,1235226,1235227,0,103273,72305,108876,35,38,57565,38870,0,0,9205,10343,10546,0,0,311911,340997,0,0,18190,104467,1357,41985,258,,1461,41985,311,,38790,57563,,,41174,67691,,,8,30,,,8,27,,
110764313093221_300633814052961,https://www.facebook.com/jowradio/videos/300633814052961/,"فرحة كبيرة في شوارع العاصمة",Video,,,"07/14/2019 02:26:46 PM"," ",3927,3927,0,5877,5877,0,572,495,612,0,0,4254,2871,0,0,413,9,9,0,0,1396,1481,0,0,6905,204757,1,91,7,,1,97,8,,314,259,,,316,296,,,,,,,,,,
110764313093221_283111362525181,https://www.facebook.com/jowradio/posts/283111362525181,"زاوجة يا الأولاد زاوجة........ 💪💪مبروك على تأهل منتخبنا الوطني إلى النهائي، بعد تخطيه عقبة نيجيريا بنتيجة 2-1
النهائي سيكون ضد السنغال يوم الجمعة 19 جويلية على الساعة 8.",Photo,,,"07/14/2019 02:14:39 PM"," ",10058,10058,0,13388,13388,0,764,337,372,0,0,10038,7647,0,0,623,0,0,0,0,0,0,0,0,0,0,6,498,16,,8,498,16,,,212,,136,,236,,136,,,,,,,,
110764313093221_283093469193637,https://www.facebook.com/jowradio/posts/283093469193637,"الهدف الأووووووول من طرف المنتخب الجزائري ، شوفو فرحة فريق جو 🇩🇿⚽⚽😍",Video,,,"07/14/2019 01:13:57 PM"," ",4626,4626,0,6380,6380,0,469,392,534,0,0,4710,3466,0,0,296,287,287,0,0,2155,2271,0,0,10761,40745,1,88,,,1,92,,,222,278,,,229,305,,,,,,,,,,
110764313093221_283005845869066,https://www.facebook.com/jowradio/posts/283005845869066,"على جو اليوم المباراة رايحة تكون بتعليق الأنيق عيسى سرايش 😍⚽️🇩🇿
اسمعونا على: www.jow.radio",Photo,,,"07/14/2019 09:00:04 AM"," ",2757,2757,0,3736,3736,0,101,46,48,0,0,2820,2063,0,0,77,0,0,0,0,0,0,0,0,0,0,1,57,1,,1,58,1,,,23,10,14,,24,10,14,,,,,,,,
110764313093221_283002935869357,https://www.facebook.com/jowradio/posts/283002935869357,"تبعوا معانا تحاليل بالون قبل مباراة المنتخب الوطني ضد نيجيريا، الحصة تبدا من السبعة للثمنية 🇩🇿⚽️
اسمعونا على: www.jow.radio",Photo,,,"07/14/2019 08:33:55 AM"," ",4157,4157,0,5561,5561,0,80,37,38,0,0,4158,3099,0,0,63,0,0,0,0,0,0,0,0,0,0,,41,,,,42,,,,16,5,17,,16,5,17,,,,,,,,
110764313093221_282991552537162,https://www.facebook.com/jowradio/posts/282991552537162,"ليليا بويحياوي المعروفة بإسم حمامة راح تكون اليوم معانا في جو إفريقيا باش تحكيلنا على الرحلة ديالها في مصر كي شافت مباراة الفريق الوطني ضد ساحل العاج 😍",Photo,,,"07/14/2019 08:03:53 AM"," ",7599,7599,0,9985,9985,0,284,129,138,1,1,7587,5990,0,0,229,0,0,0,0,0,0,0,0,0,0,,177,6,,,177,6,,,89,,44,,94,,44,1,,,,1,,,
110764313093221_282965169206467,https://www.facebook.com/jowradio/posts/282965169206467,"سؤال اليوم في سركالا هو واش هي توقعاتكم لنتيجة مباراة الجزائر ضد نيجيريا؟ 
 خلونا توقعات ديالكم في التعليقات 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/14/2019 06:53:05 AM"," ",4188,4188,0,5784,5784,0,193,149,162,2,3,4457,3187,0,0,151,0,0,0,0,0,0,0,0,0,0,,56,41,,,56,45,,,117,4,27,,131,4,27,2,1,,,2,1,,
110764313093221_282872835882367,https://www.facebook.com/jowradio/posts/282872835882367,"ما هو توقعاتكم لنتيجة مباراة منتخبنا الوطني ضد نيجيريا في النصف النهائي للكان ؟",,,,"07/14/2019 02:02:29 AM"," ",10551,10551,0,21494,21494,0,2823,241,246,0,0,15991,8084,0,0,2184,0,0,0,0,0,0,0,0,0,0,1,90,48,2670,1,93,60,2814,,239,1,,,245,1,,,,,,,,,
110764313093221_282824432553874,https://www.facebook.com/jowradio/posts/282824432553874,"بمناسبة مباراة اليوم للجزائر ضد نيجيريا ، جو الصباح تعطيلكم الفرصة باش تربحو ساعة بألوان الجزائر.
ماعليكم غير تاڨيو 3 صحابكم في التعليقات و تبعتولنا الأرقام ديالكم في الخاص مع كلمة السر ALGERIE
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/13/2019 11:06:56 PM"," ",19215,19215,0,27276,27276,0,535,408,485,2,2,21292,15141,0,0,407,0,0,0,0,0,0,0,0,0,0,4,141,99,,4,141,134,,,323,46,65,,372,46,67,1,1,,,1,1,,
110764313093221_282673139235670,https://www.facebook.com/jowradio/posts/282673139235670,"علاش نغنو شعار 3 2 1 Viva l'Algérie  كي يربح الفريق الوطني ؟ 🇩🇿🎉🎊",Video,,,"07/13/2019 01:45:40 PM"," ",35013,35013,0,47975,47975,0,2815,2379,3030,1,1,29944,21364,0,0,1567,717,737,0,0,15500,16162,0,0,29089,306302,20,556,9,,24,577,9,,1157,1682,,,1188,1841,,,1,,,,1,,,
110764313093221_281539616015689,https://www.facebook.com/jowradio/posts/281539616015689,"40 مليون جزائري و العلاقة ديالو مع كرة القدم
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"07/12/2019 05:30:01 AM"," ",18540,18540,0,24647,24647,0,943,721,943,0,0,19106,14444,0,0,692,205,205,0,0,7286,7530,0,0,16283,316971,6,277,11,,6,291,17,,244,608,22,,250,668,25,,,,,,,,,
110764313093221_281521412684176,https://www.facebook.com/jowradio/posts/281521412684176,"عيسى يأدي اخر تعليق قبل الذهاب الى مصر 
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"07/12/2019 04:00:02 AM"," ",2594,2594,0,3639,3639,0,150,106,149,0,0,2637,1830,0,0,101,92,94,0,0,1438,1438,0,0,8301,60307,,49,,,,49,,,59,71,4,,61,84,4,,,,,,,,,
110764313093221_281516579351326,https://www.facebook.com/jowradio/posts/281516579351326,"نسيم حاب يخلي LDTH او يروح لجو افريقيا 
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"07/12/2019 03:00:00 AM"," ",3211,3211,0,4378,4378,0,148,106,136,0,0,3075,2213,0,0,95,140,145,0,0,1273,1349,0,0,6772,44094,1,46,,,1,46,,,59,67,2,,62,72,2,,,,,,,,,
110764313093221_281737765995874,https://www.facebook.com/jowradio/posts/281737765995874,"خروج الجزائريين بعد فوز المنتخب الوطني و تاهله للنصف النهائي.",Video,,,"07/11/2019 01:17:35 PM"," ",3466,3466,0,4863,4863,0,262,187,256,0,0,3536,2470,0,0,191,100,101,0,0,1223,1288,0,0,3547,20106,2,85,1,,2,86,1,,108,139,,,111,145,,,,,,,,,,
110764313093221_281732932663024,https://www.facebook.com/jowradio/posts/281732932663024,"صدمة فريق جو راديو بعدما ضيع بلايلي ضربة الترجيح 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 01:02:48 PM"," ",396768,396768,0,520591,520592,0,15932,15647,21105,9,10,9963,7394,0,0,932,36743,37344,0,0,165135,165135,0,0,11500,45182,4,538,7,,4,540,8,,5224,14966,20,,5203,15881,21,,5,5,,,5,5,,
110764313093221_281728825996768,https://www.facebook.com/jowradio/posts/281728825996768,"شاهد فرحة فريق جو راديو لحظة فوز المنتخب الوطني
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 12:49:45 PM"," ",642835,642835,0,858167,858167,0,31624,28971,40180,18,19,14668,10676,0,0,1732,38934,38934,0,0,281221,281221,0,0,9837,32104,150,3412,47,,155,3448,65,,11165,27331,46,,11280,28850,45,,7,12,,,7,12,,
110764313093221_281726525996998,https://www.facebook.com/jowradio/posts/281726525996998,"نسيم حدوش يبكي  بعد فوز المنتخب الوطني
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 12:43:47 PM"," ",8482,8482,0,11427,11427,0,1166,1028,1525,0,0,7527,5573,0,0,770,1522,1594,0,0,3996,4383,0,0,12629,26985,5,197,2,,5,206,2,,593,843,5,,595,924,6,,,,,,,,,
110764313093221_281724575997193,https://www.facebook.com/jowradio/posts/281724575997193,"ضربات الترجيح الجزائر ضد ساحل العاج في جو راديو
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 12:38:19 PM"," ",263687,263687,0,355230,355230,0,35242,31676,41034,10,12,69781,49614,0,0,8314,7497,7843,0,0,140500,147952,0,0,44153,389139,69,5061,48,,78,5187,61,,19750,17038,216,,20303,20518,213,,3,9,,,3,7,,
110764313093221_281710995998551,https://www.facebook.com/jowradio/posts/281710995998551,"تأهل المنتخب الوطني إلى النصف النهائي بعد فوزه بضربات الترجيح على المنتخب الإيفواري.

ألف ألف مبروك 💚🇩🇿😍✌",Status,,,"07/11/2019 11:55:15 AM"," ",4165,4165,0,5744,5744,0,167,51,57,0,0,4318,3094,0,0,140,0,0,0,0,0,0,0,0,0,0,1,124,8,,1,125,8,,,51,,,,57,,,,,,,,,,
110764313093221_281710989331885,https://www.facebook.com/jowradio/posts/281710989331885,"تأهل المنتخب الوطني إلى النصف النهائي بعد فوزه بضربات الترجيح على المنتخب الإيفواري.

ألف ألف مبروك 💚🇩🇿😍✌",Status,,,"07/11/2019 11:55:14 AM"," ",2908,2908,0,4114,4114,0,78,27,28,0,0,3003,2127,0,0,66,0,0,0,0,0,0,0,0,0,0,,52,1,,,52,1,,,27,,,,28,,,,,,,,,,
110764313093221_281102582726059,https://www.facebook.com/jowradio/posts/281102582726059,"بن قرنون اصدرت بيان في حق فأر
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 11:40:00 AM"," ",3164,3164,0,4310,4310,0,149,126,149,0,0,3198,2354,0,0,92,24,24,0,0,1041,1091,0,0,9286,244222,,26,1,,,27,2,,69,74,3,,70,76,3,,,,,,,,,
110764313093221_281691742667143,https://www.facebook.com/jowradio/posts/281691742667143,"نهاية 90 دقيقة بين الجزائر وكوت ديفوار بالتعادل 1- 1
الفريقان يمران بعد قليل للوقتين الإضافيين",Photo,,,"07/11/2019 10:57:02 AM"," ",8069,8069,0,10716,10716,0,407,201,215,0,0,8119,6178,0,0,331,0,0,0,0,0,0,0,0,0,0,1,225,18,,1,225,21,,,151,,49,,167,,48,,,,,,,,
110764313093221_281081339394850,https://www.facebook.com/jowradio/posts/281081339394850,"علاش ماجر يقعد هاديك القعدة ؟
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 10:24:00 AM"," ",3117,3117,0,4297,4297,0,215,193,249,0,0,3105,2264,0,0,144,175,179,0,0,1243,1278,0,0,14014,81299,1,30,2,,1,33,2,,100,138,2,,100,147,2,,,,,,,,,
110764313093221_281078709395113,https://www.facebook.com/jowradio/posts/281078709395113,"صاردي : &quot;واش تعرفو على مشاركة الجزائر في كأس إفريقيا 1996؟&quot;
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 10:14:00 AM"," ",7028,7028,0,9079,9079,0,186,155,195,0,0,6906,5483,0,0,134,68,71,0,0,2392,2503,0,0,12287,303294,2,39,,,2,39,,,40,129,6,,43,146,6,,,,,,,,,
110764313093221_281675649335419,https://www.facebook.com/jowradio/posts/281675649335419,"بونجاح يضيع ضربة جزاء في الدقيقة 46",Status,,,"07/11/2019 10:08:03 AM"," ",3482,3482,0,4701,4701,0,129,77,81,0,0,3503,2573,0,0,113,0,0,0,0,0,0,0,0,0,0,,56,3,,,60,3,,,77,,,,81,,,,,,,,,,
110764313093221_281675636002087,https://www.facebook.com/jowradio/posts/281675636002087,"بونجاح يضيع ضربة جزاء في الدقيقة 46",Status,,,"07/11/2019 10:08:03 AM"," ",2542,2542,0,3517,3517,0,67,54,55,0,0,2587,1830,0,0,55,0,0,0,0,0,0,0,0,0,0,,14,,,,14,,,,54,,,,55,,,,,,,,,,
110764313093221_281675642668753,https://www.facebook.com/jowradio/posts/281675642668753,"بونجاح يضيع ضربة جزاء في الدقيقة 46",Status,,,"07/11/2019 10:08:03 AM"," ",2549,2549,0,3507,3507,0,69,55,56,0,0,2599,1845,0,0,59,0,0,0,0,0,0,0,0,0,0,,15,,,,15,,,,55,,,,56,,,,,,,,,,
110764313093221_281674496002201,https://www.facebook.com/jowradio/posts/281674496002201,"ردة فعل و الفرحة في جو راديو بعد هدف فيغولي ضد ساحل العاج
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 10:04:51 AM"," ",2963,2963,0,4060,4060,0,247,206,262,0,0,2800,2036,0,0,146,284,297,0,0,1231,1385,0,0,8678,23294,3,54,1,,3,54,1,,138,116,1,,138,123,1,,,,,,,,,
110764313093221_281669546002696,https://www.facebook.com/jowradio/posts/281669546002696,"نهاية الشوط الأول:  الجزائر 1-0 كوت ديفوار 💚🇩🇿
واش رايكم في آداء المنتخب الوطني في الشوط الأول ؟",Status,,,"07/11/2019 09:51:06 AM"," ",1041,1041,0,1497,1497,0,44,29,32,0,0,1224,852,0,0,42,0,0,0,0,0,0,0,0,0,0,,15,,,,15,,,,29,,,,32,,,,,,,,,,
110764313093221_281669536002697,https://www.facebook.com/jowradio/posts/281669536002697,"نهاية الشوط الأول:  الجزائر 1-0 كوت ديفوار 💚🇩🇿
واش رايكم في آداء المنتخب الوطني في الشوط الأول",Status,,,"07/11/2019 09:51:06 AM"," ",904,904,0,1252,1252,0,40,29,34,0,0,981,709,0,0,39,0,0,0,0,0,0,0,0,0,0,,13,2,,,13,2,,,29,,,,34,,,,,,,,,,
110764313093221_281669552669362,https://www.facebook.com/jowradio/posts/281669552669362,"نهاية الشوط الأول:  الجزائر 1-0 كوت ديفوار 💚🇩🇿
واش رايكم في آداء المنتخب الوطني في الشوط الأول",Status,,,"07/11/2019 09:51:06 AM"," ",1358,1358,0,1934,1934,0,65,43,48,0,0,1563,1114,0,0,61,0,0,0,0,0,0,0,0,0,0,,23,2,,,23,4,,,43,,,,48,,,,,,,,,,
110764313093221_281659832670334,https://www.facebook.com/jowradio/posts/281659832670334,"فيغولي يفتتح باب التسجيل للمنتخب الوطني 💚🇩🇿😍",Status,,,"07/11/2019 09:22:20 AM"," ",4097,4097,0,5884,5884,0,229,83,88,0,0,4517,3319,0,0,196,0,0,0,0,0,0,0,0,0,0,1,159,12,,1,162,19,,,83,,,,88,,,,,,,,,,
110764313093221_281650009337983,https://www.facebook.com/jowradio/posts/281650009337983,"احماءات لاعبي المنتخب الوطني 💚🇩🇿",Photo,,,"07/11/2019 08:53:24 AM"," ",3690,3690,0,5103,5103,0,182,77,86,1,1,3858,2827,0,0,146,0,0,0,0,0,0,0,0,0,0,,114,3,,,114,3,,,22,,60,,25,,61,1,,,,1,,,
110764313093221_280695032766814,https://www.facebook.com/jowradio/posts/280695032766814,"نذير: &quot;جبتلكم فكرة بناء السجن الأكبر باش يكفيهم ڨاع&quot;
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/11/2019 04:31:00 AM"," ",9877,9877,0,13244,13244,0,440,360,476,1,1,10420,7897,0,0,322,143,144,0,0,3941,4191,0,0,13466,193257,1,103,3,,1,106,3,,111,312,10,,115,351,10,,1,,,,1,,,
110764313093221_281459572690360,https://www.facebook.com/jowradio/posts/281459572690360,"سؤال اليوم في جو الصباح  هو واش هي توقعاتكم لمباراة اليوم بين المنتخب الوطني الجزائري و ساحل العاج؟ 
ابعتولنا الأجوبة ديالكم في التعليقات 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/10/2019 11:11:04 PM"," ",8209,8209,0,11527,11527,0,337,277,286,0,0,8896,6429,0,0,272,0,0,0,0,0,0,0,0,0,0,,85,78,,,85,86,,,232,9,40,,236,10,40,,,,,,,,
110764313093221_281324706037180,https://www.facebook.com/jowradio/posts/281324706037180,"🇩🇿🇩🇿🇩🇿
توافد أنصار الخضر إلى مطار هواري بومدين لتشجيع الخضر
🏆🏆",Video,,,"07/10/2019 02:36:32 PM"," ",7481,7481,0,10529,10529,0,849,770,1189,0,0,7829,5840,0,0,608,556,556,0,0,2871,2907,0,0,7481,20292,4,80,1,,5,81,1,,446,702,,,452,737,,,,,,,,,,
