"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - share","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_251193502383634,https://www.facebook.com/jowradio/posts/251193502383634,"استقدام كازوني, فيه وعليه ! 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/05/2019 10:40:00 AM"," ",2659,2659,0,3840,3840,0,73,39,42,0,0,2989,2127,0,0,58,0,0,0,0,0,0,0,0,0,0,35,1,,35,1,,19,11,11,,20,11,11,,,,,,,,,
110764313093221_251190629050588,https://www.facebook.com/jowradio/posts/251190629050588,"واش رايكم في صعود إتحاد بسكرة، نجم مڨرة و أولمبي الشلف للقسم الأول؟
تقدروا تعطولنا الآراء ديالكم في التعليقات أو تعيطولنا على 281 218 0982.
اسمعونا على : www.jow.radio
#bnrachiwjow",Photo,,,"05/05/2019 10:00:01 AM"," ",1038,1038,0,1530,1530,0,49,23,25,0,0,1180,794,0,0,38,0,0,0,0,0,0,0,0,0,0,25,5,,25,5,,21,2,,,23,2,,,,,,,,,,
110764313093221_251185682384416,https://www.facebook.com/jowradio/posts/251185682384416,"ضيفنا اليوم في بالون هو مهاجم  وداد تلمسان يوسف زرقين ⚽⚽
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/05/2019 09:07:52 AM"," ",3197,3197,0,4480,4480,0,83,50,60,0,0,3520,2570,0,0,71,0,0,0,0,0,0,0,0,0,0,37,5,,37,7,,38,10,5,,44,10,6,,,,,,,,,
110764313093221_251085399061111,https://www.facebook.com/jowradio/posts/251085399061111,"تينا و اللهجات الجزائرية",Video,,,"05/05/2019 07:00:01 AM"," ",10299,10299,0,14442,14442,0,1090,1005,1450,0,0,10804,7838,0,0,736,837,861,0,0,3660,3967,0,0,15186,71422,111,6,1,111,10,1,753,,,567,858,,,588,,,,,,,,
110764313093221_250917565744561,https://www.facebook.com/jowradio/posts/250917565744561,"كيما كل صباح،FACTURE MAN يخلصلكم الفاتورات تاعكم.
ابعتولنا ارقام الهاتف عبر الرسائل مع I LOVE JOW
اسمعونا على :www.jow.radio
#Branchiwjow",Photo,,,"05/05/2019 12:30:59 AM"," ",2788,2788,0,3837,3837,0,73,39,44,1,1,3038,2216,0,0,65,0,0,0,0,0,0,0,0,0,0,36,1,,36,1,,26,14,2,,26,16,2,,,1,,,,1,,
110764313093221_250916745744643,https://www.facebook.com/jowradio/posts/250916745744643,"صباح الخير لي جويست😃، كيما كل صباح تبداو نهاركم مع الموسيقى🎼🎧 الخلويت في لا ماتينال مع رياض ابركان 🧔 و الفريق دايلو، بصح وشنوا هي الأغاني لي تحبو تبداو بها نهاركم؟🤔
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/04/2019 11:00:36 PM"," ",2884,2884,0,4121,4121,0,110,71,85,0,0,3313,2322,0,0,96,0,0,0,0,0,0,0,0,0,0,49,8,,49,8,,47,19,7,,57,21,7,,,,,,,,,
110764313093221_250040755832242,https://www.facebook.com/jowradio/posts/250040755832242,"ارواحو تتصنتوا على سيدي بيمول من 23سا حتى منتصف الليل في المباشر تاعو في حفلة Beld Stock
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/04/2019 03:00:01 PM"," ",2304,2304,0,3332,3332,0,50,27,28,1,1,2642,1890,0,0,44,0,0,0,0,0,0,0,0,0,0,24,,,24,,,11,9,7,,12,9,7,,1,,,,1,,,
110764313093221_250120909157560,https://www.facebook.com/jowradio/posts/250120909157560,"RAP LEGEND 
على جو راديو من 19 سا 30 إلى 20 سا 
اسمعونا على : www.jow.radio",Photo,,,"05/04/2019 11:30:00 AM"," ",1768,1768,0,2585,2585,0,32,17,18,1,1,2066,1434,0,0,26,0,0,0,0,0,0,0,0,0,0,15,2,,16,2,,10,5,3,,10,5,3,,,1,,,,1,,
110764313093221_250706499099001,https://www.facebook.com/jowradio/posts/250706499099001,"بعزيز : نتحدى أي واحد يجبدلي بلي غنيت ولا قلت كلمة بلي راني مع الرايس 
اسمعونا على : www.jow.radio",Video,,,"05/04/2019 09:00:01 AM"," ",6430,6430,0,8575,8575,0,395,362,501,1,1,6659,4980,0,0,273,253,253,0,0,1953,2029,0,0,12337,109651,43,5,3,44,5,3,260,,5,184,301,,5,192,,1,,,,1,,
110764313093221_250771622425822,https://www.facebook.com/jowradio/posts/250771622425822,"ثور ينطح مواطنا بعد هروبه من أحد مذابح الرويبة😬",Video,,,"05/04/2019 07:57:57 AM"," ",23553,23553,0,33183,33183,0,2542,2369,3460,3,3,22773,16384,0,0,1392,4120,4251,0,0,8378,8636,0,0,13791,24799,246,69,57,250,74,60,1801,,,1290,2041,,,1419,,3,,,,3,,
110764313093221_250694045766913,https://www.facebook.com/jowradio/posts/250694045766913,"بعزيز يغني غنية تاعو الجديدة : وين كنتو كي كنا 🎼🎧 
اسمعونا على : www.jow.radio",Video,,,"05/04/2019 05:00:01 AM"," ",31967,31967,0,43846,43846,0,3847,3612,5354,3,3,21667,15265,0,0,1416,631,650,0,0,10295,10784,0,0,17595,151017,408,41,74,422,116,83,2637,,24,2279,2942,,24,2388,1,2,,,1,2,,
110764313093221_250684929101158,https://www.facebook.com/jowradio/posts/250684929101158,"بعزيز : ضاربنا أنا و مامي 😲
اسمعونا على : www.jow.radio",Video,,,"05/04/2019 03:33:29 AM"," ",53601,53601,0,74595,74595,0,8148,7923,11605,7,10,28067,19073,0,0,2507,3192,3304,0,0,20035,20780,0,0,32436,150057,360,41,18,369,50,18,5349,,56,5706,5837,,58,5710,3,7,,,3,6,,
110764313093221_250108712492113,https://www.facebook.com/jowradio/posts/250108712492113,"اتكسلوا في هاد الصبيحة مع المود TKESLOW من 7سا30 حتى 11سا على جو راديو.
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/03/2019 11:30:00 PM"," ",1483,1483,0,2129,2129,0,41,26,28,1,1,1671,1177,0,0,39,0,0,0,0,0,0,0,0,0,0,15,1,,15,1,,18,4,4,,20,4,4,,,1,,,,1,,
110764313093221_250119085824409,https://www.facebook.com/jowradio/posts/250119085824409,"ارواحو نجيبوا الصباح مع افضل الأغاني من 02سا حتى 05سا تاع الصباح 
اسمعونا على : www.jow.radio",Photo,,,"05/03/2019 06:00:00 PM"," ",1547,1547,0,2220,2220,0,33,17,18,0,0,1752,1232,0,0,29,0,0,0,0,0,0,0,0,0,0,18,1,,18,1,,5,6,6,,5,6,7,,,,,,,,,
110764313093221_250487789120872,https://www.facebook.com/jowradio/posts/250487789120872,"معاك يا دزاير تديري حالة 🇩🇿  ... بصوت بعزيز   🇩🇿

اسمعونا على www.jow.radio",Video,,,"05/03/2019 01:45:18 PM"," ",8893,8893,0,12419,12419,0,766,657,915,2,2,9254,6798,0,0,448,128,129,0,0,2937,3135,0,0,12760,131731,148,6,9,152,67,9,429,,10,391,487,,10,418,1,1,,,1,1,,
110764313093221_250478395788478,https://www.facebook.com/jowradio/posts/250478395788478,"الآن على  jow radio  نقاش مع منير بطراوي,  الناطق الرسمي بإسم تنسيقية الأسلاك المشتركة.
تقدروا تشاركوا معانا عبر رقم الهاتف التالي : 281 218 0982 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/03/2019 01:10:28 PM"," ",2667,2667,0,3823,3823,0,68,44,46,1,1,3024,2135,0,0,58,0,0,0,0,0,0,0,0,0,0,23,1,1,24,1,1,33,9,2,,35,9,2,,,1,,,,1,,
110764313093221_250478002455184,https://www.facebook.com/jowradio/posts/250478002455184,"هل تعرف من هو &quot; بن صالح&quot; الجزائري المرشح لآداء دور شخصية جيمس بوند الشهيرة  ؟ 
شاهد هذا الفيديو",Video,,,"05/03/2019 01:08:56 PM"," ",4180,4180,0,5581,5581,0,576,533,766,0,0,4013,2971,0,0,390,422,423,0,0,2310,2352,0,0,15318,54121,68,10,6,70,11,6,415,,,290,459,,,306,,,,,,,,
110764313093221_250120422490942,https://www.facebook.com/jowradio/posts/250120422490942,"ماتراتوش البلايليست راب 😎 هاد لعشية من 20سا حتى 21سا على جو راديو.
قولونا وشنوا هو الراب لي تحبوه ؟
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/03/2019 12:00:02 PM"," ",931,931,0,1377,1377,0,41,26,27,0,0,1114,750,0,0,33,0,0,0,0,0,0,0,0,0,0,15,2,,15,2,,16,5,6,,16,5,6,,,,,,,,,
110764313093221_249777315858586,https://www.facebook.com/jowradio/posts/249777315858586,"ضيفنا اليوم في #ResPublica  هو منير بطراوي,  الناطق الرسمي بإسم تنسيقية الأسلاك المشتركة.
تقدروا تشاركوا معانا عبر رقم الهاتف التالي : 281 218 0982 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/03/2019 04:00:00 AM"," ",5912,5912,0,9300,9300,0,459,329,435,1,1,4449,3154,0,0,84,0,0,0,0,0,0,0,0,0,0,205,38,13,241,43,14,286,64,12,,353,70,12,,1,,,,1,,,
110764313093221_250121545824163,https://www.facebook.com/jowradio/posts/250121545824163,"جمعة مباركة 
تبعوا درس الجمعة على جو : www.jow.radio
#Branchiwjow",Photo,,,"05/03/2019 02:30:02 AM"," ",1813,1813,0,2628,2628,0,32,10,10,0,0,2128,1464,0,0,29,0,0,0,0,0,0,0,0,0,0,23,1,,23,1,,7,3,,,7,3,,,,,,,,,,
110764313093221_250107749158876,https://www.facebook.com/jowradio/posts/250107749158876,"ديرو الرياضة 🚴‍♀️🏃‍♂️و اسمعوا الموسيقى لي تنشطكم، مع المود RUN IW من 6سا حتى 7سا30.
اسمعونا على : www.jow.radio
#branchiwjow",Photo,,,"05/02/2019 10:00:01 PM"," ",1412,1412,0,2005,2005,0,23,15,16,1,1,1594,1129,0,0,22,0,0,0,0,0,0,0,0,0,0,8,,,8,,,9,5,1,,10,5,1,,,1,,,,1,,
110764313093221_250110895825228,https://www.facebook.com/jowradio/posts/250110895825228,"صباح الخير بالموسيقي الشابة، اقعدوا من 5سا حتى 6سا و ابداو نهاركم معانا 
قولونا وشنوا هي الاغنية لي تحبوا تبداو بها النهار ديالكم 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/02/2019 09:00:01 PM"," ",1000,1000,0,1459,1459,0,21,9,9,0,0,1155,794,0,0,16,0,0,0,0,0,0,0,0,0,0,12,,,12,,,3,4,2,,3,4,2,,,,,,,,,
110764313093221_250129599156691,https://www.facebook.com/jowradio/posts/250129599156691,"هل تعرف من هو &quot; بن صالح&quot; الجزائري المرشح لآداء دور شخصية جيمس بوند الشهيرة  ؟ 
شاهد هذا الفيديو",Video,,,"05/02/2019 03:07:43 PM"," ",27722,27722,0,39297,39297,0,2745,2591,3822,1,1,17015,11933,0,0,1288,1671,1671,0,0,8333,8520,0,0,16477,54121,213,35,16,217,47,16,2282,,1,1406,2418,,1,1400,1,,,,1,,,
110764313093221_250113552491629,https://www.facebook.com/jowradio/posts/250113552491629,"الآن على jow راديو  مع الفنان بعزيز ، اتصلوا بينا على الرقم:
09822018281

اسمعونا  على www.jow.radio",Video,,,"05/02/2019 02:00:11 PM"," ",8210,8210,0,12076,12076,0,864,829,1201,1,1,9362,6457,0,0,601,645,650,0,0,2670,2706,0,0,10006,38334,51,6,1,51,16,1,700,,19,419,757,,19,424,,1,,,,1,,
110764313093221_250103219159329,https://www.facebook.com/jowradio/posts/250103219159329,"ضيفنا الآن  في Res publica هو الفنان بعزيز ، يمكنكم المشاركة في البرنامج بالاتصال عبر الرقم التالي :0982218281",Photo,,,"05/02/2019 01:22:28 PM"," ",2819,2819,0,4075,4075,0,88,60,72,1,1,3222,2307,0,0,72,0,0,0,0,0,0,0,0,0,0,34,,,34,,,38,25,,,45,27,,,1,,,,1,,,
110764313093221_250098435826474,https://www.facebook.com/jowradio/posts/250098435826474,"شكرا لضيف بالون عبد الوهاب على الزيارة
اسمعونا على: www.jow.radio",Photo,,,"05/02/2019 01:04:59 PM"," ",4332,4332,0,6306,6306,0,122,88,103,0,0,4992,3423,0,0,94,0,0,0,0,0,0,0,0,0,0,36,7,,36,10,,30,47,18,,35,50,18,,,,,,,,,
110764313093221_250097215826596,https://www.facebook.com/jowradio/posts/250097215826596,"اللجنة الوطنية للأهلة تؤكد أن ليلة الشك لأول رمضان هذا العام ستكون هذا الأحد 5 ماي.",Photo,,,"05/02/2019 01:00:30 PM"," ",8290,8290,0,11509,11509,0,254,158,177,2,2,9113,6510,0,0,214,0,0,0,0,0,0,0,0,0,0,100,10,4,100,13,4,90,74,,,101,76,,,1,1,,,1,1,,
110764313093221_250078252495159,https://www.facebook.com/jowradio/posts/250078252495159,"الهدرة في بالون راهي على الجمعية العامة تاع الاتحادية الجزائرية لكرة القدم.
عيطولنا على 281 218 0982 باش تشاركوا معانا ولا خلوننا الاسئلة ديالكم في التعليقات.
اسمعونا على:www.jow.radio",Photo,,,"05/02/2019 11:50:40 AM"," ",2199,2199,0,3120,3120,0,41,29,31,1,2,2522,1813,0,0,38,0,0,0,0,0,0,0,0,0,0,14,1,,14,1,,12,9,9,,13,9,9,,,2,,,,1,,
110764313093221_249999849169666,https://www.facebook.com/jowradio/posts/249999849169666,"واش رايكم في تصريحات عبد الكريم مدوار و شريف ملال؟
تقدروا تعيطولنا على 281 218 0982 باش تشاركو معانا 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/02/2019 10:00:01 AM"," ",1086,1086,0,1564,1564,0,53,41,43,0,0,1257,870,0,0,44,0,0,0,0,0,0,0,0,0,0,13,5,,13,6,,32,5,4,,34,5,4,,,,,,,,,
110764313093221_250035019166149,https://www.facebook.com/jowradio/posts/250035019166149,"الحلقة الثالثة تاع #gameofthrones",Video,,,"05/02/2019 09:20:50 AM"," ",3776,3776,0,5312,5312,0,239,220,298,0,0,4123,2925,0,0,157,87,91,0,0,1095,1162,0,0,10353,105299,25,5,,26,7,,125,,,139,142,,,154,,,,,,,,
110764313093221_250001249169526,https://www.facebook.com/jowradio/posts/250001249169526,"اليوم في بالون رايحين نستقبلوا مناصري شبيبة الساورة.
ونتوما عيطولنا رايكم يهمنا 281 218 0982, و تقدروا تخلونا الأسئلة ديالكم في التعليقات 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/02/2019 09:00:01 AM"," ",2240,2240,0,3353,3353,0,182,140,154,0,0,1198,781,0,0,34,0,0,0,0,0,0,0,0,0,0,61,5,1,64,7,1,132,14,2,,138,14,2,,,,,,,,,
110764313093221_250018152501169,https://www.facebook.com/jowradio/posts/250018152501169,"حبسولنا قلبنا في #gameofthrones",Video,,,"05/02/2019 08:26:22 AM"," ",6140,6140,0,8610,8610,0,398,380,559,0,0,6953,4714,0,0,328,224,233,0,0,1845,1904,0,0,10211,77054,37,6,,37,7,,307,,,190,353,,,206,,,,,,,,
110764313093221_250015419168109,https://www.facebook.com/jowradio/posts/250015419168109,"بدأ عملية ترحيل عائلات حي القصبة",Video,,,"05/02/2019 08:17:33 AM"," ",4496,4496,0,6415,6415,0,237,213,282,1,1,5015,3493,0,0,151,23,24,0,0,1360,1400,0,0,8697,176702,33,5,,33,5,,132,,,122,142,,,140,1,,,,1,,,
110764313093221_249778222525162,https://www.facebook.com/jowradio/posts/249778222525162,"ضيفنا اليوم في #ResPublica  هو الفنان الجزائري, بعزيز 
تقدروا تشاركوا معانا عبر رقم الهاتف التالي : 281 218 0982 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/02/2019 04:00:00 AM"," ",4425,4425,0,6379,6379,0,153,78,88,0,0,4046,2753,0,0,99,0,0,0,0,0,0,0,0,0,0,87,7,3,89,7,3,58,20,7,,60,21,7,,,,,,,,,
110764313093221_249739122529072,https://www.facebook.com/jowradio/posts/249739122529072,"سيدو يقلد رشيد نكاز و العديد ...😂😂
اسمعونا على : www.jow.radio",Video,,,"05/01/2019 02:00:29 PM"," ",867472,867472,0,1368601,1368601,0,146743,135867,184924,51,52,158751,90558,0,0,18910,44853,46846,0,0,429779,521183,0,0,63712,294590,17368,823,1474,18535,907,1528,51481,,2335,104026,67308,,2334,115274,13,39,,,13,37,,
110764313093221_249647679204883,https://www.facebook.com/jowradio/posts/249647679204883,"⚠⚠ عاجل ⚠⚠
أصيب حارس المرمى الإسباني الأسطوري إيكر كاسياس البالغ من العمر 38 عامًا بنوبة قلبية في نهاية تدريباته مع ناديه إف سي بورتو. ووفقًا للصحافة البرتغالية ، شعر إيكر كاسياس بألم شديد في الصدر ، وتم نقله على الفور إلى المستشفى المحلي حيث تم إجراء جراحة لتغيير الشريان التاجي.",Photo,,,"05/01/2019 08:47:24 AM"," ",7095,7095,0,10262,10262,0,412,334,353,2,2,8345,5820,0,0,371,0,0,0,0,0,0,0,0,0,0,107,2,2,110,2,2,288,47,,,306,47,,,1,1,,,1,1,,
110764313093221_249642765872041,https://www.facebook.com/jowradio/posts/249642765872041,"موضوع اليوم في لي ديبلومي:  في رایكم كاین صداقة حقیقیة بین الراجل والمراة ؟ 
اسمعونا على: www.jow.radio",Photo,,,"05/01/2019 08:33:29 AM"," ",4913,4913,0,7327,7327,0,374,346,374,0,0,6055,3989,0,0,340,0,0,0,0,0,0,0,0,0,0,44,30,,44,38,,326,12,12,,350,12,12,,,,,,,,,
110764313093221_248885185947799,https://www.facebook.com/jowradio/posts/248885185947799,"بمناسبة اليوم العالمي للجاز، وجدنالكم 100% خاص بأنيس بن حلاك Anis Benhallak من 23سا حتى 00سا. 
ونتوما شكون فيكم معجب بالجاز و بأنيس بن حلاك ؟
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/30/2019 02:50:00 PM"," ",1008,1008,0,1539,1539,0,36,19,21,0,0,1253,841,0,0,31,0,0,0,0,0,0,0,0,0,0,18,2,,18,2,,11,7,2,,12,7,2,,,,,,,,,
110764313093221_249326869236964,https://www.facebook.com/jowradio/posts/249326869236964,"بمناسبة اليوم العالمي للجاز من ملبورن، أمال حكاتلنا على هاد النوع الموسيقي 🎼🎷
اسمعونا على : www.jow.radio",Video,,,"04/30/2019 12:05:45 PM"," ",2847,2847,0,4064,4064,0,177,159,197,0,0,3214,2210,0,0,109,16,16,0,0,1043,1124,0,0,8126,176339,24,2,,24,4,,67,,1,101,77,,1,119,,,,,,,,
110764313093221_249168952586089,https://www.facebook.com/jowradio/posts/249168952586089,"مع جو كاين غير الجديد، و اليوم جبنالكم آخر آغاني الراي 2019، اسمعوهم من 20سا حتى 21سا و اقترحو علينا الأغاني لي يعجبوكم 
اسمعونا على : www.jow.radio",Photo,,,"04/30/2019 11:55:00 AM"," ",1456,1456,0,2112,2112,0,40,25,27,2,2,1717,1168,0,0,32,0,0,0,0,0,0,0,0,0,0,16,,,16,,,14,9,3,,15,9,3,,1,1,,,1,1,,
110764313093221_249315892571395,https://www.facebook.com/jowradio/posts/249315892571395,"واش هي اللهجة لي تجيك غريبة وما تفهم فيها والو ؟
اسمعونا على : www.jow.radio",Photo,,,"04/30/2019 11:29:51 AM"," ",13739,13739,0,19360,19360,0,992,928,1131,3,3,15328,10723,0,0,781,0,0,0,0,0,0,0,0,0,0,96,83,1,99,105,1,860,67,24,,1038,69,24,,1,2,,,1,2,,
110764313093221_249283722574612,https://www.facebook.com/jowradio/posts/249283722574612,"ارواحوا تستمتعوا من19سا حتى 20سا بالمجموعة الموسيقية الخاصة بالراب جاز بمناسبة اليوم العالمي للجاز 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/30/2019 11:00:00 AM"," ",1056,1056,0,1541,1541,0,25,13,16,0,0,1237,849,0,0,21,0,0,0,0,0,0,0,0,0,0,12,,,12,,,3,6,4,,6,6,4,,,,,,,,,
110764313093221_249283322574652,https://www.facebook.com/jowradio/posts/249283322574652,"موضوع اليوم في جو ستريت : رمضان 
اسمعونا على: www.jow.radio",Photo,,,"04/30/2019 09:38:21 AM"," ",1264,1264,0,1858,1858,0,25,8,12,0,0,1550,1076,0,0,21,0,0,0,0,0,0,0,0,0,0,18,,,18,,,2,7,,,2,10,,,,,,,,,,
110764313093221_249262372576747,https://www.facebook.com/jowradio/posts/249262372576747,"ضيفنا اليوم في جو ستريت هو الفنان حميدو من الستة للسبعة تاع العشية
اسمعونا على :  www.jow.radio",Photo,,,"04/30/2019 08:28:09 AM"," ",2749,2749,0,3881,3881,0,83,50,56,0,0,3152,2246,0,0,75,0,0,0,0,0,0,0,0,0,0,36,,,37,,,24,18,12,,26,18,12,,,,,,,,,
110764313093221_249248789244772,https://www.facebook.com/jowradio/posts/249248789244772,"رانا جبنالكم مباشر الحفلة تاع الجاز بمناسبة اليوم العالمي للجاز من ملبورن.
كليكي و اسمع اجمل اغاني الجاز
https://youtu.be/HGyDorT9oUs",Photo,,,"04/30/2019 08:00:50 AM"," ",2066,2066,0,2894,2894,0,32,18,19,0,0,2249,1634,0,0,26,0,0,0,0,0,0,0,0,0,0,19,,1,19,,1,8,3,8,,8,3,8,,,,,,,,,
110764313093221_249226652580319,https://www.facebook.com/jowradio/posts/249226652580319,"وشنو هادي &quot; سحابة جوجل&quot; ؟ 🤔",Video,,,"04/30/2019 06:35:36 AM"," ",7821,7821,0,10608,10608,0,459,431,575,1,1,8617,6365,0,0,328,84,84,0,0,2796,2873,0,0,14158,265171,46,7,2,46,9,2,299,,,226,335,,,236,,1,,,,1,,
110764313093221_249215572581427,https://www.facebook.com/jowradio/posts/249215572581427,"عودة فايسبوك إلى المحكمة 😱",Video,,,"04/30/2019 05:58:34 AM"," ",3240,3240,0,4403,4403,0,191,176,220,0,0,3425,2460,0,0,113,69,69,0,0,950,996,0,0,9648,120659,15,1,,15,2,,95,,,110,100,,,116,,,,,,,,
110764313093221_249172552585729,https://www.facebook.com/jowradio/posts/249172552585729,"بمناسبة اليوم العالمي للجاز 🎷، و بشراكة مع اليونسكو و هيربي هانكوك معهد الجاز، جبنالكم اليوم المباشر من ملبورن لحفلة الجاز بمناسبة هاد اليوم ، كونو في الموعد على 16سا.
اسمعونا على : www.jow.radio
Herbie Hancock Institute of Jazz
International Jazz Day
#JournéeDuJazz",Photo,,,"04/30/2019 05:00:00 AM"," ",1698,1698,0,2480,2480,0,46,32,35,0,0,2055,1432,0,0,41,0,0,0,0,0,0,0,0,0,0,15,3,1,15,6,1,26,4,2,,29,4,2,,,,,,,,,
110764313093221_249188159250835,https://www.facebook.com/jowradio/posts/249188159250835,"freestyle HK exclu 💪💪",Video,,,"04/30/2019 04:22:43 AM"," ",10021,10021,0,14442,14442,0,664,588,920,2,2,10842,7417,0,0,408,247,264,0,0,2601,2879,0,0,16133,187454,141,12,11,153,12,11,419,,,298,544,,,373,1,1,,,1,1,,
110764313093221_248802235956094,https://www.facebook.com/jowradio/posts/248802235956094,"صباح الخير لي جويست، موضوع اليوم في جو الصباح هو على الجمعيات الخيرية و قفة رمضان 
باش تشاركو معانا تقدرو تعيطولنا على 0982218281
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/29/2019 11:00:01 PM"," ",1011,1011,0,1574,1574,0,33,14,16,0,0,1300,843,0,0,29,0,0,0,0,0,0,0,0,0,0,22,1,,22,1,,12,3,,,13,3,,,,,,,,,,
110764313093221_248954265940891,https://www.facebook.com/jowradio/posts/248954265940891,"زاكي ميهوبي يمد الجديد تاعو على جو
اسمعونا على : www.jow.radio",Video,,,"04/29/2019 01:00:00 PM"," ",6987,6987,0,10906,10906,0,620,546,855,2,2,5483,3684,0,0,210,384,393,0,0,2310,2571,0,0,10656,62739,142,32,5,180,62,7,459,,6,256,582,,7,265,1,1,,,1,1,,
110764313093221_248935715942746,https://www.facebook.com/jowradio/posts/248935715942746,"ياسين يحكيلنا كيفاش  نابولي استعمروها على جال وصفة تاع Pizza🍕
 اسمعونا على : www.jow.radio",Video,,,"04/29/2019 12:00:00 PM"," ",5663,5663,0,8267,8267,0,366,328,465,1,1,6282,4267,0,0,228,60,60,0,0,1892,1990,0,0,9981,143059,56,10,2,57,31,2,238,,2,179,284,,2,179,,1,,,,1,,
110764313093221_248921085944209,https://www.facebook.com/jowradio/posts/248921085944209,"أحكيولنا كيفاش راكم توجدو لرمضان؟ 
اسمعونا على:  www.jow.radio",Photo,,,"04/29/2019 10:09:54 AM"," ",2659,2659,0,3986,3986,0,87,55,63,0,0,3353,2276,0,0,78,0,0,0,0,0,0,0,0,0,0,35,7,,35,10,,39,13,3,,46,14,3,,,,,,,,,
110764313093221_248528712650113,https://www.facebook.com/jowradio/posts/248528712650113,"ما تراطيوش Live Session على جو 🎙
اسمعونا على : www.jow.radio",Photo,,,"04/29/2019 10:00:01 AM"," ",2976,2976,0,4358,4358,0,63,38,44,0,0,3252,2228,0,0,48,0,0,0,0,0,0,0,0,0,0,28,2,3,29,2,3,26,12,5,,27,12,5,,,,,,,,,
110764313093221_248908362612148,https://www.facebook.com/jowradio/posts/248908362612148,"المسرح راح يعود في الشوارع",Video,,,"04/29/2019 09:30:45 AM"," ",3488,3488,0,5002,5002,0,179,162,194,0,0,3773,2681,0,0,119,5,5,0,0,1191,1236,0,0,8802,500585,22,,,22,,,83,,,97,89,,,104,,,,,,,,
110764313093221_248834455952872,https://www.facebook.com/jowradio/posts/248834455952872,"مستمع جو لي اتصل من كوكب زمردة",Video,,,"04/29/2019 06:15:00 AM"," ",2392,2392,0,3491,3491,0,164,155,196,1,1,2720,1855,0,0,120,93,95,0,0,790,790,0,0,8708,58067,14,,,14,,,89,,,103,93,,,103,,1,,,,1,,
110764313093221_248827299286921,https://www.facebook.com/jowradio/posts/248827299286921,"موقع إلكتروني للخباشين  🤓🤓",Video,,,"04/29/2019 06:00:01 AM"," ",9146,9146,0,13573,13578,0,696,634,898,2,2,10099,7102,0,0,446,271,280,0,0,2757,2908,0,0,9592,80297,115,11,8,118,14,11,525,,,267,622,,,276,,2,,,,2,,
