"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - share","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_258085431694441,https://www.facebook.com/jowradio/posts/258085431694441,"خساني يفاجئ رياض رجدال في اتصال هاتفي",Video,,,"05/21/2019 11:10:00 AM"," ",71462,71462,0,101129,101129,0,9708,9223,11095,5,6,36241,24799,0,0,2993,2027,2027,0,0,34771,36676,0,0,43730,247251,782,15,4,797,20,4,3370,,,6839,3965,,,7123,2,4,,,2,4,,
110764313093221_258081168361534,https://www.facebook.com/jowradio/posts/258081168361534,"ليلى بورصالي على جو راديو 
اسمعونا على www.jow.radio
#Branchiwjow",Photo,,,"05/21/2019 09:36:30 AM"," ",9245,9245,0,12749,12749,0,470,315,385,0,0,5405,4053,0,0,140,0,0,0,0,0,0,0,0,0,0,196,13,3,203,16,3,155,167,38,,177,167,41,,,,,,,,,
110764313093221_258056558363995,https://www.facebook.com/jowradio/posts/258056558363995,"العفسة لي ديروها في رمضان او ماديروهاش في لفطار ؟؟؟ 

اسمعونا www.jow.radio 
#Branchiwjow",Photo,,,"05/21/2019 08:21:29 AM"," ",2839,2839,0,4021,4021,0,76,61,68,0,0,3165,2301,0,0,67,0,0,0,0,0,0,0,0,0,0,17,7,,17,7,,51,10,1,,56,11,1,,,,,,,,,
110764313093221_258049815031336,https://www.facebook.com/jowradio/posts/258049815031336,"الان على جو راديو men goal lel goal

اسمعونا www.jow.radio
#Branchiwjow",Photo,,,"05/21/2019 08:03:04 AM"," ",2392,2392,0,3390,3390,0,59,36,41,0,0,2641,1948,0,0,51,0,0,0,0,0,0,0,0,0,0,26,2,,26,3,,22,9,8,,23,9,9,,,,,,,,,
110764313093221_258043291698655,https://www.facebook.com/jowradio/posts/258043291698655,"الضيف الثاني  في #ResPublica هو  وليد ريمان طالب في المدرسة العليا الصحافة  
تقدروا تشاركوا معانا من 14سا حتى 16سا عبر رقم الهاتف التالي : 0982218281
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/21/2019 07:45:25 AM"," ",4425,4425,0,6190,6190,0,134,105,144,2,2,4732,3549,0,0,67,0,0,0,0,0,0,0,0,0,0,58,10,1,63,32,1,80,29,4,,110,30,4,,1,1,,,1,1,,
110764313093221_258012035035114,https://www.facebook.com/jowradio/posts/258012035035114,"ضيف اليوم في #ResPublica هو  خالد سعداوي طالب في المدرسة العليا الصحافة  
تقدروا تشاركوا معانا من 14سا حتى 16سا عبر رقم الهاتف التالي : 0982218281
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/21/2019 06:14:32 AM"," ",5442,5442,0,7610,7610,0,168,145,198,0,0,5444,4112,0,0,74,0,0,0,0,0,0,0,0,0,0,52,27,,52,27,,116,48,5,,144,48,6,,,,,,,,,
110764313093221_257368945099423,https://www.facebook.com/jowradio/posts/257368945099423,"ضيوف اليوم في #ResPublica هم طلبة جامعيين 👩‍🎓👨‍🎓 
تقدروا تشاركوا معانا من 14سا حتى 16سا عبر رقم الهاتف التالي : 0982218281
اسمعونا على : www.jow.radio",Photo,,,"05/21/2019 03:00:02 AM"," ",1818,1818,0,2522,2522,0,48,20,32,0,0,1506,1059,0,0,33,0,0,0,0,0,0,0,0,0,0,28,3,4,30,4,4,15,6,3,,15,6,11,,,,,,,,,
110764313093221_257949708374680,https://www.facebook.com/jowradio/posts/257949708374680,"ضيفتنا اليوم في  mel goal lel goal  هي الفنانة   ليلى بورصالي .

رايحا تكون معانا من 16سا حتى 19سا  
اسمعونا على www.jow.radio
تشاركونا على  0982218281
Branchiwjow",Photo,,,"05/21/2019 02:31:50 AM"," ",2243,2243,0,3114,3114,0,31,20,20,3,3,2476,1828,0,0,26,0,0,0,0,0,0,0,0,0,0,10,1,,10,1,,13,6,1,,13,6,1,,2,1,,,2,1,,
110764313093221_257791818390469,https://www.facebook.com/jowradio/posts/257791818390469,"إيمان نوّال : الهدف من تصوير أولاد الحلال في وهران هو باش نمدّو صورة إيجابية للمنطقة",Video,,,"05/20/2019 04:03:28 PM"," ",9781,9781,0,13490,13490,0,753,689,905,1,1,10880,8151,0,0,587,363,365,0,0,4220,4220,0,0,15535,117971,95,8,1,98,11,1,561,,,302,601,,,304,1,,,,1,,,
110764313093221_257369918432659,https://www.facebook.com/jowradio/posts/257369918432659,"ضيوف الغد في #ResPublica هم طلبة جامعيين 👩‍🎓👨‍🎓 
تقدروا تشاركوا معانا من 14سا حتى 16سا عبر رقم الهاتف التالي : 0982218281
اسمعونا على : www.jow.radio",Photo,,,"05/20/2019 01:15:00 PM"," ",1076,1076,0,1542,1542,0,33,23,26,1,1,1213,849,0,0,31,0,0,0,0,0,0,0,0,0,0,10,,,10,,,17,5,2,,19,5,2,,,1,,,,1,,
110764313093221_257665858403065,https://www.facebook.com/jowradio/posts/257665858403065,"عبدو يتقمص دور الشاب خالد و الممثل عجايمي",Video,,,"05/20/2019 01:00:01 PM"," ",5756,5756,0,8103,8103,0,338,316,460,0,0,6513,4674,0,0,278,553,553,0,0,1920,1932,0,0,9557,33107,32,7,,32,8,,281,,,151,306,,,152,,,,,,,,
110764313093221_257715538398097,https://www.facebook.com/jowradio/posts/257715538398097,"بعد المرسوم الذي وقعته إدارة ترامب والذي يحظر على الشركات الأمريكية التجارة مع الشركات الأجنبية &quot;المعرضة للخطر&quot; ، قررت Google وكذلك إنتل و كوالكوم قطع العلاقات مع الشركة المصنعة الصينية.
و قررت Google يوم الأحد منع هواوي من الوصول إلى نظام التشغيل Android للهواتف المستقبلية. ضربة للعملاق الصيني الذي تم تصميم جميع هواتفه الذكية للعمل مع هذه التكنولوجيا.",Photo,,,"05/20/2019 12:57:47 PM"," ",8224,8224,0,11789,11789,0,414,372,401,0,0,9528,7049,0,0,330,0,0,0,0,0,0,0,0,0,0,60,19,2,61,24,2,302,70,,,332,69,,,,,,,,,,
110764313093221_257730128396638,https://www.facebook.com/jowradio/posts/257730128396638,"ضيفنا اليوم في لي ديبلومي هو الممثل خالد بن عيسى 🤩
اسمعونا على: www.jow.radio",Photo,,,"05/20/2019 12:39:57 PM"," ",3269,3269,0,4588,4588,0,112,78,88,0,0,3602,2652,0,0,98,0,0,0,0,0,0,0,0,0,0,38,1,,39,1,,58,19,6,,63,19,6,,,,,,,,,
110764313093221_257729165063401,https://www.facebook.com/jowradio/posts/257729165063401,"واش رايك في الناس اللي تشارشي و تتقلق في رمضان؟ 
اسمعونا على: www.jow.radio",Photo,,,"05/20/2019 12:37:38 PM"," ",1173,1173,0,1723,1723,0,26,16,17,0,0,1418,979,0,0,25,0,0,0,0,0,0,0,0,0,0,12,2,,12,2,,13,3,,,14,3,,,,,,,,,,
110764313093221_257653591737625,https://www.facebook.com/jowradio/posts/257653591737625,"ياسين صاردي : الأحداث لي صرات في 14 رمضان عبر التاريخ",Video,,,"05/20/2019 11:30:01 AM"," ",2437,2437,0,3454,3454,0,56,47,54,0,0,2674,1915,0,0,40,22,22,0,0,632,632,0,0,5203,76862,12,,1,13,,1,39,,,12,42,,,12,,,,,,,,
110764313093221_257623188407332,https://www.facebook.com/jowradio/posts/257623188407332,"مزاحم: بن بولعيد في الاول ماكانش مشىروع مسلسل كان مشروع فيلم سنيمائي",Video,,,"05/20/2019 11:10:00 AM"," ",1330,1330,0,1903,1903,0,30,23,26,0,0,1496,1083,0,0,26,18,19,0,0,294,296,0,0,4107,31230,10,1,,10,1,,18,,,8,18,,,8,,,,,,,,
110764313093221_257656311737353,https://www.facebook.com/jowradio/posts/257656311737353,"عبد السلام يحكيلنا على احوال السوق 
اسمعونا على www.jow.radio
#Branchiwjow",Video,,,"05/20/2019 09:06:44 AM"," ",2896,2896,0,3984,3984,0,104,92,130,0,0,3105,2307,0,0,78,10,10,0,0,561,590,0,0,5603,158910,12,,1,13,,1,73,,2,46,76,,2,50,,,,,,,,
110764313093221_257634721739512,https://www.facebook.com/jowradio/posts/257634721739512,"اسوا سهرة جوزتها في رمضان ؟؟؟ 

اسمعونا www.jow.radio
#Branchiwjow",Photo,,,"05/20/2019 08:30:01 AM"," ",1458,1458,0,2055,2055,0,29,17,19,0,0,1590,1162,0,0,28,0,0,0,0,0,0,0,0,0,0,12,,,12,,,14,3,1,,15,3,1,,,,,,,,,
110764313093221_257630875073230,https://www.facebook.com/jowradio/posts/257630875073230,"الان على جو راديو men goal lel goal

اسمعونا www.jow.radio
#Branchiwjow",Photo,,,"05/20/2019 08:01:12 AM"," ",2605,2605,0,3586,3586,0,56,39,41,1,1,2791,2082,0,0,52,0,0,0,0,0,0,0,0,0,0,20,2,,20,2,,21,10,10,,21,10,10,,,1,,,,1,,
110764313093221_257604481742536,https://www.facebook.com/jowradio/posts/257604481742536,"يحيى مزاحم: الفيلم تاع بن بولعيد معجبنيش و انا جبدت روحي",Video,,,"05/20/2019 07:10:00 AM"," ",2855,2855,0,3859,3859,0,109,103,139,0,0,3003,2225,0,0,88,23,23,0,0,832,850,0,0,8504,158057,9,,,9,,,82,,,52,85,,,52,,,,,,,,
110764313093221_257585068411144,https://www.facebook.com/jowradio/posts/257585068411144,"الآن على جو راديو المنتج التلفزيوني رياض رجدال يتحدث عن دزاير تاع غدوة .
اسمعونا على www.jow.radio
شاركونا 0982218281",Photo,,,"05/20/2019 06:09:08 AM"," ",1364,1364,0,2017,2017,0,34,25,26,0,0,1618,1100,0,0,31,0,0,0,0,0,0,0,0,0,0,10,1,,10,1,,14,9,2,,15,9,2,,,,,,,,,
110764313093221_257366941766290,https://www.facebook.com/jowradio/posts/257366941766290,"ضيف اليوم في #ResPublica هو المنتج التلفزيوني، رياض رجدال 
تقدروا تشاركوا معانا من 14سا حتى 16سا عبر رقم الهاتف التالي : 0982218281
اسمعونا على : www.jow.radio",Photo,,,"05/20/2019 02:00:01 AM"," ",4969,4969,0,7090,7090,0,250,187,305,0,0,4754,3499,0,0,89,0,0,0,0,0,0,0,0,0,0,129,28,4,135,39,4,144,66,36,,198,71,36,,,,,,,,,
110764313093221_257334805102837,https://www.facebook.com/jowradio/posts/257334805102837,"إيمان نوّال : &quot;ناس ملاح سيتي أفضل تجربة ليا&quot;",Video,,,"05/19/2019 04:45:00 PM"," ",5481,5481,0,7473,7473,0,324,305,435,0,0,6088,4425,0,0,241,188,193,0,0,1758,1792,0,0,12723,90174,30,,,31,,,234,,,179,251,,,183,,,,,,,,
110764313093221_257319955104322,https://www.facebook.com/jowradio/posts/257319955104322,"إيمان نوال : تفكرنا في générique تاع ناس ملاح city 😂",Video,,,"05/19/2019 03:36:09 PM"," ",16350,16350,0,22867,22867,0,1466,1343,1915,1,1,17273,12285,0,0,1044,692,695,0,0,6135,6291,0,0,22425,144702,173,5,1,183,6,1,1102,,,672,1215,,,699,,1,,,,1,,
110764313093221_257268235109494,https://www.facebook.com/jowradio/posts/257268235109494,"هل صراتلك وين مرضت بسبة الماكلة في رمضان؟ 
تقدرو تعيطولنا على: 0982218281
اسمعونا على: www.jow.radio",Photo,,,"05/19/2019 12:43:35 PM"," ",3578,3578,0,5255,5255,0,97,81,85,0,0,4166,2896,0,0,81,0,0,0,0,0,0,0,0,0,0,25,7,,25,7,,60,15,6,,63,16,6,,,,,,,,,
110764313093221_257187255117592,https://www.facebook.com/jowradio/posts/257187255117592,"صارة تحكيلنا على الطبق الجزائري &quot;لحم لحلو&quot;",Video,,,"05/19/2019 11:15:00 AM"," ",6047,6047,0,8095,8095,0,208,180,222,0,0,6529,4891,0,0,171,48,49,0,0,1985,2027,0,0,11844,253270,47,2,1,49,2,1,149,,,56,163,,,58,,,,,,,,
110764313093221_257212625115055,https://www.facebook.com/jowradio/posts/257212625115055,"علي يحكيلنا كيفاش نجوزو الوقت في رمضان او نتعلمو نغنيو ... 
#mengoallelgoal
www.jow.radio",Video,,,"05/19/2019 09:48:41 AM"," ",4127,4127,0,5526,5526,0,185,180,255,0,0,4339,3294,0,0,147,13,13,0,0,1086,1093,0,0,6960,151294,12,5,,13,7,,136,,2,97,149,,2,103,,,,,,,,
110764313093221_256922278477423,https://www.facebook.com/jowradio/posts/256922278477423,"رياض محرز يحقق رابع تتويج هذا الموسم مع السيتي   🏆⚽️🇩🇿",Photo,,,"05/18/2019 05:11:26 PM"," ",6158,6158,0,8447,8447,0,271,131,140,1,1,6786,4902,0,0,232,0,0,0,0,0,0,0,0,0,0,145,7,1,146,13,1,114,18,,,122,18,,,1,,,,1,,,
110764313093221_256902575146060,https://www.facebook.com/jowradio/posts/256902575146060,"إيناس تخدع معجبة على المباشر 😂",Video,,,"05/18/2019 04:07:44 PM"," ",32301,32301,0,45088,45091,0,3001,2780,3974,5,5,34339,24687,0,0,2085,810,821,0,0,14134,14601,0,0,36623,495145,333,19,3,343,23,3,2373,,,1127,2771,,,1200,3,2,,,3,2,,
110764313093221_256334568536194,https://www.facebook.com/jowradio/posts/256334568536194,"QUIZ : لوكان جيت ....واش رايح دير",Video,,,"05/17/2019 01:32:00 PM"," ",2616,2616,0,3751,3751,0,124,107,134,0,0,2945,2093,0,0,81,65,66,0,0,861,968,0,0,9510,88617,20,1,,20,1,,60,,,64,66,,,68,,,,,,,,
110764313093221_256332181869766,https://www.facebook.com/jowradio/posts/256332181869766,"QUIZ : لوكان ماجيتش .... واش كنت رايح تكون",Video,,,"05/17/2019 01:31:00 PM"," ",3154,3154,0,4586,4586,0,140,124,163,1,1,3323,2357,0,0,86,97,103,0,0,779,840,0,0,7414,60350,19,1,2,21,1,2,87,,,68,92,,,71,1,,,,1,,,
110764313093221_256331065203211,https://www.facebook.com/jowradio/posts/256331065203211,"نور الدين سعدي : هذه هي الحلول للقضاء على مشكلة نقص مراكز التكوين",Video,,,"05/17/2019 01:30:00 PM"," ",1487,1487,0,2069,2069,0,46,38,40,1,1,1306,929,0,0,32,12,12,0,0,453,474,0,0,5365,115859,9,,2,11,,2,22,,,16,23,,,17,1,,,,1,,,
110764313093221_256325341870450,https://www.facebook.com/jowradio/posts/256325341870450,"فوزي موسوني : كرة القدم ولات مسيسة",Video,,,"05/17/2019 01:20:00 PM"," ",1753,1753,0,2423,2423,0,72,62,74,0,0,1543,1108,0,0,46,50,50,0,0,433,452,0,0,5272,41470,15,,2,16,,2,43,,,29,45,,,29,,,,,,,,
110764313093221_256324641870520,https://www.facebook.com/jowradio/posts/256324641870520,"نور الدين سعدي : مشكلة الأندية الجزائرية",Video,,,"05/17/2019 01:15:00 PM"," ",1857,1857,0,2620,2620,0,58,49,70,0,0,1564,1100,0,0,30,47,49,0,0,348,365,0,0,5179,50110,11,,2,12,,2,38,,,26,44,,,26,,,,,,,,
110764313093221_256320355204282,https://www.facebook.com/jowradio/posts/256320355204282,"نور الدين سعدي : الفرق بين نادي بارادو و الأندية الأخرى",Video,,,"05/17/2019 01:10:00 PM"," ",4597,4597,0,6139,6139,0,229,203,304,0,0,4166,3085,0,0,127,102,102,0,0,1653,1653,0,0,12626,129619,29,1,2,33,1,2,184,,,83,220,,,84,,,,,,,,
110764313093221_256315141871470,https://www.facebook.com/jowradio/posts/256315141871470,"نور الدين سعدي : 9 سنين و حنا نهدرو على مراكز التكوين و مازال ماشفنا والو",Video,,,"05/17/2019 01:00:00 PM"," ",4827,4827,0,6739,6739,0,220,160,208,1,1,4335,3099,0,0,116,18,18,0,0,1339,1422,0,0,8343,175294,76,2,3,79,2,3,146,,,46,159,,,49,1,,,,1,,,
110764313093221_256297088539942,https://www.facebook.com/jowradio/posts/256297088539942,"الحار 🌶 VS الطايرين 🦅",Video,,,"05/17/2019 09:09:28 AM"," ",10844,10844,0,14647,14647,0,411,365,484,2,2,11885,8804,0,0,312,104,105,0,0,3329,3381,0,0,17949,395027,54,1,,54,1,,305,,,155,324,,,160,,2,,,,2,,
110764313093221_256263031876681,https://www.facebook.com/jowradio/posts/256263031876681,"أغنية محمد رغيس و نسيم الباي  🤩حصريا على جو راديو🤩",Video,,,"05/17/2019 07:45:42 AM"," ",5626,5626,0,7720,7720,0,463,443,578,0,0,6269,4505,0,0,293,139,139,0,0,1865,1957,0,0,13740,108307,30,,,31,,,294,,,247,315,,,263,,,,,,,,
110764313093221_256253288544322,https://www.facebook.com/jowradio/posts/256253288544322,"محمد رغيس : أنا جزائري و نحب نخدم في بلادي 🇩🇿",Video,,,"05/17/2019 07:20:38 AM"," ",4935,4935,0,6604,6604,0,319,299,404,0,0,5331,3913,0,0,233,216,217,0,0,1499,1544,0,0,10520,75262,34,3,,34,3,,245,,,134,264,,,140,,,,,,,,
110764313093221_256247708544880,https://www.facebook.com/jowradio/posts/256247708544880,"محمد رغيس : كنت حاب نكون في مسلسل أولاد لحلال",Video,,,"05/17/2019 07:06:03 AM"," ",29484,29484,0,42019,42019,0,5220,4980,7083,4,4,25833,18375,0,0,3067,2052,2052,0,0,12078,12537,0,0,26930,112745,412,46,4,422,57,4,3827,,,2967,4096,,,2987,4,,,,4,,,
110764313093221_256243401878644,https://www.facebook.com/jowradio/posts/256243401878644,"مفاجئة  محمد رغيس في عيد الفطر 🔥🔥",Video,,,"05/17/2019 06:55:17 AM"," ",4275,4275,0,5899,5899,0,380,365,506,0,0,4729,3555,0,0,244,187,188,0,0,1299,1321,0,0,10442,66430,25,1,1,26,1,1,259,,,222,278,,,228,,,,,,,,
110764313093221_256024698567181,https://www.facebook.com/jowradio/posts/256024698567181,"أرقم يغني الراب 🎤",Video,,,"05/17/2019 03:30:00 AM"," ",2993,2993,0,4206,4206,0,179,164,216,1,1,3388,2405,0,0,120,104,104,0,0,900,927,0,0,8410,49257,20,,,21,,,101,,,106,109,,,107,,1,,,,1,,
110764313093221_256013625234955,https://www.facebook.com/jowradio/posts/256013625234955,"الثنائي ارقم و ريمة و حكاية الڨرنطيطة 🤣😂",Video,,,"05/17/2019 03:20:00 AM"," ",2591,2591,0,3664,3664,0,130,124,165,0,0,2981,2096,0,0,91,96,97,0,0,661,684,0,0,7548,47102,12,3,,12,3,,80,,,73,89,,,76,,,,,,,,
110764313093221_256010828568568,https://www.facebook.com/jowradio/posts/256010828568568,"أرقم : الدراهم لي صرفوهم على البرامج تاع رمضان بصح المحتوى ماكان والو",Video,,,"05/17/2019 03:10:00 AM"," ",9157,9157,0,12382,12382,0,481,448,618,4,4,9931,7471,0,0,389,190,190,0,0,3145,3162,0,0,14667,163305,50,5,,52,5,,407,,1,150,464,,1,152,4,,,,4,,,
110764313093221_256007325235585,https://www.facebook.com/jowradio/posts/256007325235585,"ريمة و الأيام العالمية 🤣😂",Video,,,"05/17/2019 03:00:00 AM"," ",4496,4496,0,6014,6014,0,186,174,219,0,0,4832,3666,0,0,138,59,59,0,0,1273,1315,0,0,9180,159294,16,5,,16,10,,116,,,85,130,,,89,,,,,,,,
110764313093221_255991085237209,https://www.facebook.com/jowradio/posts/255991085237209,"سارة تحكيلنا على العالية",Video,,,"05/16/2019 05:05:00 PM"," ",3245,3245,0,4702,4702,0,115,94,117,0,0,3670,2521,0,0,93,61,62,0,0,863,887,0,0,10337,177662,28,1,2,28,1,2,71,,,38,78,,,39,,,,,,,,
110764313093221_255985721904412,https://www.facebook.com/jowradio/posts/255985721904412,"INES NAFAI 🤩🤩",Video,,,"05/16/2019 05:00:01 PM"," ",2444,2444,0,3548,3548,0,104,90,120,0,0,2869,2011,0,0,77,15,16,0,0,538,544,0,0,5729,124734,17,4,,17,6,,60,,,47,71,,,49,,,,,,,,
110764313093221_255959731907011,https://www.facebook.com/jowradio/posts/255959731907011,"نضم اليوم أنصار مولودية الجزائر إفطار جماعي لأنصار مولودية بجاية الذين سافرو إلى الجزائر العاصمة لحضور مباراة البطولة  💚❤️
#خاوةخاوة",Photo,,,"05/16/2019 02:18:26 PM"," ",6054,6054,0,8578,8578,0,277,145,155,0,0,6846,4785,0,0,226,0,0,0,0,0,0,0,0,0,0,164,3,1,167,24,1,99,50,,,106,49,,,,,,,,,,
110764313093221_255927225243595,https://www.facebook.com/jowradio/posts/255927225243595,"في رايكم ما هي أسباب نقص مراكز التكوين في الجزائر؟
باش تشاركو معانا اتصلوا على 0982218281 عيطولنا رايكم يهمنا.
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/16/2019 01:00:15 PM"," ",700,700,0,1051,1051,0,22,17,22,0,0,883,568,0,0,18,0,0,0,0,0,0,0,0,0,0,4,2,,4,3,,12,4,1,,17,4,1,,,,,,,,,
110764313093221_255743795261938,https://www.facebook.com/jowradio/posts/255743795261938,"ايناس نفاي تغني على  جو راديو",Video,,,"05/16/2019 12:00:01 PM"," ",1828,1828,0,2601,2601,0,65,58,74,0,0,2092,1464,0,0,53,7,7,0,0,493,523,0,0,6254,175550,10,,,10,,,42,,,26,46,,,27,,,,,,,,
110764313093221_255886168581034,https://www.facebook.com/jowradio/posts/255886168581034,"سامي يقلد الشيخ شمسو و رشيد نكاز 😂
Samy LEFENEK
اسمعونا على : www.jow.radio",Video,,,"05/16/2019 10:21:59 AM"," ",62124,62124,0,91612,91612,0,9388,8769,11891,4,4,47306,31050,0,0,3975,652,652,0,0,27209,28509,0,0,47770,482942,963,51,63,990,54,65,5264,,73,5418,6242,,73,5574,1,3,,,1,3,,
110764313093221_255831675253150,https://www.facebook.com/jowradio/posts/255831675253150,"ضيف اليوم هوالممثل أمين بومدين في حصتكم #MGLG 
اسمعونا على : www.jow.radio",Photo,,,"05/16/2019 07:56:22 AM"," ",3192,3192,0,4454,4454,0,97,70,80,0,0,3421,2470,0,0,85,0,0,0,0,0,0,0,0,0,0,29,1,,29,1,,51,14,8,,57,14,9,,,,,,,,,
110764313093221_255818481921136,https://www.facebook.com/jowradio/posts/255818481921136,"كي يأذن عليك برا، باش تكسر رمضان ؟ 
اسمعونا على : www.jow.radio",Photo,,,"05/16/2019 07:23:06 AM"," ",4188,4188,0,5676,5676,0,88,70,74,0,0,4526,3350,0,0,77,0,0,0,0,0,0,0,0,0,0,22,11,,22,13,,56,12,3,,59,12,3,,,,,,,,,
110764313093221_255745018595149,https://www.facebook.com/jowradio/posts/255745018595149,"ريمة تحكيلنا  على  الايام العالمية",Video,,,"05/16/2019 07:15:00 AM"," ",5608,5608,0,7636,7636,0,196,170,235,0,0,6123,4460,0,0,149,76,77,0,0,1309,1355,0,0,9054,158142,36,10,2,37,19,2,153,,,53,181,,,54,,,,,,,,
110764313093221_255798088589842,https://www.facebook.com/jowradio/posts/255798088589842,"ارقم يحكي على الدراهم لي صرفوهوم على البرامج تاع رمضان بصح المحتوى مكان والو",Video,,,"05/16/2019 06:33:27 AM"," ",10820,10820,0,14770,14770,0,546,494,658,1,1,11611,8648,0,0,428,285,289,0,0,3439,3535,0,0,17095,178899,68,1,1,70,1,1,436,,1,167,492,,1,165,1,,,,1,,,
110764313093221_255746828594968,https://www.facebook.com/jowradio/posts/255746828594968,"ضيفنا  اليوم في #MenGoalLelGoal هو الممثل محمد رغيس .

باش تشاركو معانا من 16سا حتى 19سا اتصلوا على 0982218281.
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/16/2019 05:00:01 AM"," ",7116,7116,0,9901,9901,0,313,241,261,3,3,7879,5771,0,0,256,0,0,0,0,0,0,0,0,0,0,88,18,,88,20,,192,33,17,,210,34,17,,3,,,,3,,,
110764313093221_255747408594910,https://www.facebook.com/jowradio/posts/255747408594910,"ضيفنا الثاني اليوم في #MenGoalLelGoal هو المغني نسيم الباي .
Nacim El Bey 

باش تشاركو معانا من 16سا حتى 19سا اتصلوا على 0982218281.
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/16/2019 05:00:00 AM"," ",1768,1768,0,2373,2373,0,22,11,11,1,1,1842,1430,0,0,21,0,0,0,0,0,0,0,0,0,0,11,,,12,,,7,4,,,7,4,,,1,,,,1,,,
110764313093221_255741895262128,https://www.facebook.com/jowradio/posts/255741895262128,"حكاية العالية مع سارة",Video,,,"05/16/2019 04:30:01 AM"," ",3560,3560,0,5085,5085,0,129,115,142,0,0,4078,2867,0,0,96,53,53,0,0,849,862,0,0,9800,182547,16,1,,16,1,,98,,,33,109,,,33,,,,,,,,
110764313093221_255539991948985,https://www.facebook.com/jowradio/posts/255539991948985,"le BLIND TEST 😍😍",Video,,,"05/16/2019 04:30:00 AM"," ",6464,6464,0,8912,8912,0,206,192,281,0,0,7080,5304,0,0,159,105,108,0,0,1324,1359,0,0,12314,232830,29,4,1,32,4,1,159,,,76,195,,,86,,,,,,,,
110764313093221_255534221949562,https://www.facebook.com/jowradio/posts/255534221949562,"اسمعوا معانا  Triana d'Alger روعة 😍",Video,,,"05/16/2019 04:10:00 AM"," ",2507,2507,0,3412,3412,0,103,96,140,0,0,2598,1969,0,0,75,20,20,0,0,697,708,0,0,9168,145939,8,,1,9,,1,76,,,50,90,,,50,,,,,,,,
110764313093221_255526485283669,https://www.facebook.com/jowradio/posts/255526485283669,"ياسين صاردي : الأحداث لي صرات في 9 رمضان عبر التاريخ",Video,,,"05/16/2019 04:00:00 AM"," ",1593,1593,0,2252,2252,0,53,49,74,0,0,1815,1284,0,0,42,15,15,0,0,469,486,0,0,6637,102419,7,,,7,,,32,,,35,38,,,36,,,,,,,,
110764313093221_255738691929115,https://www.facebook.com/jowradio/posts/255738691929115,"صاردي يحكيلنا على  واش صرا بكري في النهار 10 من رمضان",Video,,,"05/16/2019 03:47:35 AM"," ",1811,1811,0,2533,2533,0,58,51,72,1,1,2002,1438,0,0,46,19,19,0,0,461,478,0,0,6096,85865,9,2,,9,2,,39,,,26,44,,,28,1,,,,1,,,
110764313093221_255512671951717,https://www.facebook.com/jowradio/posts/255512671951717,"أمين زاوي : هذه هي الديمقراطية",Video,,,"05/16/2019 03:15:00 AM"," ",1875,1875,0,2732,2732,0,56,53,68,1,1,2161,1516,0,0,38,16,16,0,0,400,416,0,0,7010,154750,4,,,4,,,33,,,35,33,,,35,1,,,,1,,,
